,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
0,,,,Fuel Your Inner Beast,,,0,,ZERO_RESULTS,
1,ROOFTOP,"13626 37th Ave # 4FL, Flushing, NY 11354, USA",ChIJD7v83A9gwokRtNOTMUcRXls,Jie Ying,40.761534,-73.8300548,2,11354,OK,"doctor,establishment,health,point_of_interest"
2,ROOFTOP,"654 9th Ave, New York, NY 10036, USA",ChIJqxFk3FNYwokRIqK9s4P3otQ,Cara Mia,40.7607175,-73.9907444,1,10036,OK,"establishment,food,point_of_interest,restaurant"
3,ROOFTOP,"104 N Pennsylvania Ave, Independence, KS 67301, USA",ChIJyZ7NJRUruIcRY04ba4ZfILE,Eat Drink & Laugh,37.2235131,-95.7064026,1,67301,OK,"bar,establishment,food,point_of_interest,restaurant"
4,,,,Fahhq,,,0,,ZERO_RESULTS,
5,ROOFTOP,"6100 Luther Ln, Dallas, TX 75225, USA",ChIJFU02WkSeToYRcranjpPleKs,Susiecakes,32.8634065,-96.80643359999999,1,75225,OK,"bakery,establishment,food,point_of_interest,store"
6,ROOFTOP,"698 Post St, San Francisco, CA 94109, USA",ChIJn3Nz-5GAhYAR4g8euEazEYg,Lapisara Eatery,37.7878433,-122.4131803,1,94109,OK,"establishment,food,point_of_interest,restaurant"
7,GEOMETRIC_CENTER,"Disney California Adventure Park, Paradise Gardens, Anaheim, CA 92802, United States",ChIJO8u7b9nX3IAReHJo2-NGqwE,5476-Bayside Brews Draft Cart/fresh Produce Pretzels & Juice,33.8058631,-117.9228314,1,92802,OK,"bar,establishment,point_of_interest"
8,,,,5477-Carvery Cart/the Dog House,,,0,,ZERO_RESULTS,
9,ROOFTOP,"54 Lincoln Ave, Santa Fe, NM 87501, USA",ChIJTT1XOUFQGIcRUiE1YfOjWHA,Plaza Cafe,35.6874732,-105.9391981,1,87501,OK,"cafe,establishment,food,point_of_interest,restaurant"
10,ROOFTOP,"2957 Co Rd 1174, Sulphur Springs, TX 75482, USA",ChIJ-QFB0JcuSoYRUtZfi3EGoBM,Sprig Inc,33.0648868,-95.6502017,1,75482,OK,"establishment,food,point_of_interest"
11,ROOFTOP,"2860 Lavista Rd, Decatur, GA 30033, USA",ChIJa2CPO-oH9YgR-TobcNUglUQ,Sprig,33.825651,-84.289474,1,30033,OK,"bar,establishment,food,point_of_interest,restaurant"
12,,,,Teapenter,,,0,,ZERO_RESULTS,
13,ROOFTOP,"1454 E Hallandale Beach Blvd, Hallandale Beach, FL 33009, USA",ChIJT23qv4Ks2YgRE23f8CSDfCw,Cafe El Mecato,25.984488,-80.13309,1,33009,OK,"bar,establishment,food,point_of_interest,restaurant"
14,ROOFTOP,"734 Irving St, San Francisco, CA 94122, USA",ChIJAxqLRVyHhYARdi_9fJuKEBI,Yancys Saloon,37.764243,-122.465875,1,94122,OK,"bar,establishment,point_of_interest"
15,,,,Crispy Gals,,,0,,ZERO_RESULTS,
16,,,,Maiya Wilson,,,0,,ZERO_RESULTS,
17,,,,"Salsa 4 All Seasons Inc,",,,0,,ZERO_RESULTS,
18,ROOFTOP,"1021 10th St, Modesto, CA 95354, USA",ChIJueOdJe1TkIARZ6htmK7-6b4,T Cup Cafe,37.640801,-121.0010647,1,95354,OK,"cafe,establishment,food,point_of_interest,restaurant"
19,,,,Refined Simplicity Llc,,,0,,ZERO_RESULTS,
20,ROOFTOP,"11233 E 13th St N, Wichita, KS 67206, USA",ChIJscctKE_8uocRI8lxsQYv_eY,Sumo,37.707992,-97.206492,1,67206,OK,"establishment,food,point_of_interest,restaurant"
21,ROOFTOP,"1801 Haight St, San Francisco, CA 94117, USA",ChIJCRye1FOHhYARZNi7x7aio5c,Cha Cha Cha Restaurant,37.769266,-122.4519974,1,94117,OK,"establishment,food,point_of_interest,restaurant"
22,ROOFTOP,"320 S Boston Ave, Tulsa, OK 74103, USA",ChIJVX0XFnnrtocRyRjP7XpgTxM,Pac Cafe,36.1532535,-95.9899746,1,74103,OK,"establishment,food,point_of_interest,restaurant"
23,ROOFTOP,"110 Robinson St, San Francisco, CA 94124, USA",ChIJIRKL9Ti7j4AR5HAR255_GFY,O'cacao,37.728584,-122.36569,2,94124,OK,"establishment,point_of_interest"
24,ROOFTOP,"704 W Sheridan Ave, Oklahoma City, OK 73102, USA",ChIJdzZBNCsXsocR_b4Ucu09AgI,Postmates,35.4663682,-97.5244859,1,73102,OK,"establishment,point_of_interest"
25,,,,Salsa 4 All Seasons,,,0,,ZERO_RESULTS,
26,ROOFTOP,"101 Montgomery St, San Francisco, CA 94104, USA",ChIJX2yz64mAhYARRK1SdUvrtw0,La Fromagerie,37.79053,-122.402597,1,94104,OK,"establishment,food,point_of_interest,restaurant,store"
27,ROOFTOP,"6927 S Canton Ave, Tulsa, OK 74136, USA",ChIJty4da2iStocRdGyV3xPyRHk,Lion Pub The,36.061818,-95.918396,1,74136,OK,"bar,establishment,food,point_of_interest,restaurant"
28,ROOFTOP,"1725 Haight St, San Francisco, CA 94117, USA",ChIJ4RMby1OHhYARsGxnl40kWbg,The Alembic,37.7693221,-122.4511197,1,94117,OK,"bar,establishment,food,point_of_interest,restaurant"
29,ROOFTOP,"5201 W Reno Ave e, Oklahoma City, OK 73127, USA",ChIJzxYfzSkQsocRml8zKbice0M,Simplot,35.4658986,-97.6105659,1,73127,OK,"establishment,point_of_interest"
30,ROOFTOP,"21515 S Western Ave, Torrance, CA 90501, USA",ChIJcwnRI6VK3YARk4qcV_gCjyM,Mifune Restaurant,33.8334388,-118.3099721,1,90501,OK,"establishment,food,point_of_interest,restaurant"
31,ROOFTOP,"1200 Vermont St, San Francisco, CA 94110, USA",ChIJsfPWDEt-j4ARPYu3pocOZhE,Uni's Deli,37.754361,-122.403707,1,94110,OK,"establishment,food,meal_takeaway,point_of_interest,restaurant"
32,ROOFTOP,"4130 Monroeville Blvd, Monroeville, PA 15146, USA",ChIJ8Rz-0TzqNIgRBaRVEQdtXB8,The Amore Company,40.433998,-79.765829,1,15146,OK,"establishment,point_of_interest"
33,ROOFTOP,"2 Beach St, San Francisco, CA 94133, USA",ChIJHSGzi_yAhYARqqXmfQgdZiA,Forbes Island Corp,37.8105852,-122.4124431,1,94133,OK,"establishment,point_of_interest"
34,,,,Original Mccarthys,,,0,,ZERO_RESULTS,
35,ROOFTOP,"1850 Gateway Dr #500, San Mateo, CA 94404, USA",ChIJ_Sa5YbKYj4AR9DPs1Nqk-t4,Guckenheimer @ Google - Rincon Coffee Bar,37.5567138,-122.280084,1,94404,OK,"establishment,point_of_interest"
36,ROOFTOP,"1190 Mission St, San Francisco, CA 94103, USA",ChIJ12HgSoOAhYAREab6pIUCa90,2191 Mission St Apts,37.777867,-122.4130596,1,94103,OK,"establishment,point_of_interest"
37,ROOFTOP,"7674 McCart Ave, Fort Worth, TX 76133, USA",ChIJUQFghTZsToYRWG1YfV4q9Yw,Tastebuds,32.631439,-97.37050599999999,1,76133,OK,"cafe,establishment,food,point_of_interest,restaurant"
38,ROOFTOP,"200 Main St, Lincoln Park, NJ 07035, USA",ChIJ2XvxBPwDw4kRh-NlmTebG4Y,Kenko: Sustainable Sushi Catering,40.923009,-74.3054224,1,07035,OK,"establishment,food,point_of_interest,restaurant"
39,ROOFTOP,"1036 W Main St, Cherryvale, KS 67335, USA",ChIJWXiesF4vuIcRlye0wk7KN8c,Simple,37.2691843,-95.5666603,1,67335,OK,"establishment,food,point_of_interest,restaurant"
40,,,,Sweet Givings,,,0,,ZERO_RESULTS,
41,ROOFTOP,"9832 N 7th St #1, Phoenix, AZ 85020, USA",ChIJM7GIKpxtK4cREmlcwnlRJcA,Scramble!,33.576281,-112.065419,1,85020,OK,"establishment,food,point_of_interest,restaurant"
42,ROOFTOP,"1599 Sanchez St, San Francisco, CA 94131, USA",ChIJ3_kUO2l-j4ARSvMC66FNsiY,Alice Chinese Bistro,37.7437078,-122.4287059,2,94131,OK,"establishment,food,point_of_interest,restaurant"
43,ROOFTOP,"10906 E 71st St, Tulsa, OK 74133, USA",ChIJtWcvoUyMtocRvNlqLNsyysw,T & T Cafe,36.0603507,-95.8545307,1,74133,OK,"electronics_store,establishment,point_of_interest,store"
44,ROOFTOP,"2301 7th St # A102, Los Angeles, CA 90023, USA",ChIJTXy-zR3GwoAR5HVowCPsvsw,Postmates Inc,34.0345376,-118.222524,1,90023,OK,"establishment,point_of_interest"
45,ROOFTOP,"316 S Rogers St, Clarksville, AR 72830, USA",ChIJAbKYu1RqzIcRi-T9zSKfp80,The Cake House,35.4671287,-93.4593285,1,72830,OK,"bakery,establishment,food,point_of_interest,store"
46,ROOFTOP,"113 W Walnut St, Ogden, IA 50212, USA",ChIJ0aAOMq3H7YcRQx9KR-3MMEo,Lucky Pig,42.0392899,-94.0290291,2,50212,OK,"bar,establishment,food,point_of_interest,restaurant"
47,ROOFTOP,"9 E 37th St, New York, NY 10016, USA",ChIJHweSsgBZwokRloB86aLgrzE,Fine And Rare,40.7501584,-73.98219449999999,1,10016,OK,"bar,establishment,food,point_of_interest,restaurant"
48,ROOFTOP,"2331 Chestnut St, San Francisco, CA 94123, USA",ChIJDeuYO9SAhYARSeppEW5sFAI,Chestnut St Coffee Roastery,37.799901,-122.4417471,1,94123,OK,"cafe,establishment,food,point_of_interest,store"
49,ROOFTOP,"4956 S 28th Ave, Minneapolis, MN 55417, USA",ChIJBWXDsfYo9ocRMTk01wg3VAY,Beach Coffee & Tea,44.9127863,-93.23249,1,55417,OK,"cafe,establishment,food,point_of_interest,store"
50,ROOFTOP,"1418 Lombard St, San Francisco, CA 94123, USA",ChIJXSGVnd2AhYARF_f28vlbVhI,Vikings Giant Submarines,37.8014237,-122.4250826,2,94123,OK,"establishment,food,meal_takeaway,point_of_interest,restaurant"
51,ROOFTOP,"961 W Ray Rd, Chandler, AZ 85225, USA",ChIJAcR0CGEHK4cRMmj1dBRjjV4,Tumi - Peruvian Bakery,33.3199663,-111.8582254,1,85225,OK,"establishment,food,point_of_interest,restaurant"
52,ROOFTOP,"6439 California St, San Francisco, CA 94121, USA",ChIJ4cnLowaHhYAR-Vj7nCfwL6A,Tal-Y-Tara,37.7836984,-122.4868026,1,94121,OK,"cafe,establishment,food,point_of_interest,restaurant,store"
53,ROOFTOP,"784 E Green St, Pasadena, CA 91101, USA",ChIJdWOvcl3DwoARDy1LFFx5KSs,Tarantinos Inc,34.1442727,-118.134209,1,91101,OK,"establishment,food,point_of_interest,restaurant"
54,ROOFTOP,"6-10 Bruton St, Mayfair, London W1J 6PU, UK",ChIJjaiFzCsFdkgROGbk4c_a-2k,The Square Restaurant,51.5107704,-0.1439859,1,W1J 6PU,OK,"bar,establishment,food,point_of_interest,restaurant"
55,ROOFTOP,"3253 Mission St, San Francisco, CA 94110, USA",ChIJBUoxEUN-j4ARGkNNrEbTCbg,Jasmine Tea House,37.7447285,-122.420276,2,94110,OK,"establishment,food,point_of_interest,restaurant"
56,ROOFTOP,"610 Crescent Executive Ct #110, Lake Mary, FL 32746, USA",ChIJzcH_trdy54gRIqo72E3s5iQ,Limu & Shoyu,28.760544,-81.36007,1,32746,OK,"establishment,point_of_interest"
57,ROOFTOP,"2 Galleria Pkwy #1c-27, Atlanta, GA 30339, USA",ChIJHdM2l0gQ9YgRiQL2bpCBNrY,5478-Murphs Food Stand,33.883224,-84.466528,1,30339,OK,"establishment,food,point_of_interest,restaurant"
58,,,,5479-Jose Garcia Edsel Fong Wine Bar Stand,,,0,,ZERO_RESULTS,
59,ROOFTOP,"13327 IL-59, Plainfield, IL 60585, USA",ChIJl7dlMrL1DogRkYsIm5lKRNk,5647-Doggie Diner Stand,41.6398235,-88.2023256,1,60585,OK,"bakery,establishment,food,point_of_interest,restaurant,store"
60,,,,"5651-Bon Appetit Room-Murphy,derby Grill,giuseppe,mashis",,,0,,ZERO_RESULTS,
61,APPROXIMATE,"Orange Grove, TX 78372, USA",ChIJsS_xBeTAZ4YRV--YL263p54,78372-Outta Here Cheesesteak,27.9923919,-98.06834300000001,1,78372,OK,postal_code
62,,,,78373-Vintage 58 Wine Cart,,,0,,ZERO_RESULTS,
63,,,,79003-Portable Bar Mixed Drinks,,,0,,ZERO_RESULTS,
64,,,,79005-Margarita Cart,,,0,,ZERO_RESULTS,
65,,,,79006-Stella Draft Beer Cart,,,0,,ZERO_RESULTS,
66,ROOFTOP,"2155 Bayshore Blvd, San Francisco, CA 94134, USA",ChIJA6pkjid_j4AR9El-GfzkEPM,Piccolo Pete,37.7126369,-122.4007724,1,94134,OK,"cafe,establishment,food,point_of_interest,store"
67,,,,Lovessy,,,0,,ZERO_RESULTS,
68,ROOFTOP,"2337 Irving St, San Francisco, CA 94122, USA",ChIJE0P_XXCHhYARpM8GqjXNeno,Lam Hoa Thuan Restaurant,37.7631378,-122.4831763,1,94122,OK,"establishment,food,point_of_interest,restaurant"
69,APPROXIMATE,"San Francisco, CA, USA",ChIJIQBpAG2ahYAR_6128GcTUEo,Scramble Sf,37.7749295,-122.4194155,1,,OK,"locality,political"
70,ROOFTOP,"9832 N 7th St #1, Phoenix, AZ 85020, USA",ChIJM7GIKpxtK4cREmlcwnlRJcA,Scramble,33.576281,-112.065419,1,85020,OK,"establishment,food,point_of_interest,restaurant"
71,ROOFTOP,"523 Broadway, San Francisco, CA 94133, USA",ChIJSSkRYfSAhYARx_k1qS7edIQ,Urban Curry,37.7978585,-122.4059565,1,94133,OK,"establishment,food,point_of_interest,restaurant"
72,ROOFTOP,"1800 E 23rd St, Lawrence, KS 66046, USA",ChIJl6y18hFmv4cR-TWuDxcv1co,Z Coffee & Tea Llc,38.943419,-95.21284399999999,1,66046,OK,"cafe,establishment,food,point_of_interest,store"
73,ROOFTOP,"215 W 11th St, Coffeyville, KS 67337, USA",ChIJsaYUj_aEt4cR0AJSouUUoZM,Kentucky Fried Chicken,37.0326621,-95.6187645,1,67337,OK,"establishment,food,point_of_interest,restaurant"
74,ROOFTOP,"1350 SE Washington Blvd, Bartlesville, OK 74006, USA",ChIJeakXeTESt4cRZP2K26-QEak,Hunan Restaurant,36.7341294,-95.9344902,1,74006,OK,"establishment,food,point_of_interest,restaurant"
75,ROOFTOP,"1153 Valencia St, San Francisco, CA 94110, USA",ChIJy0CzBT9-j4ARIUEOOmOPji0,El Valenciano Restaurant Llc,37.754529,-122.420771,1,94110,OK,"bar,establishment,food,night_club,point_of_interest,restaurant"
76,ROOFTOP,"659 Merchant St, San Francisco, CA 94111, USA",ChIJjQ0kIYuAhYARfHg4JGFMOOQ,Alfred's Steakhouse,37.7948867,-122.404262,1,94111,OK,"bar,establishment,food,point_of_interest,restaurant"
77,ROOFTOP,"1702 Post St, San Francisco, CA 94115, USA",ChIJn1sm1LiAhYARosRri7ggk3w,Sanppo Restaurant,37.7857866,-122.4301854,1,94115,OK,"establishment,food,point_of_interest,restaurant"
78,ROOFTOP,"2515 E Arkansas Ln #150, Arlington, TX 76010, USA",ChIJOf6C8NuHToYR6yDAmHz1wRE,Thanh Thanh,32.7077963,-97.0660893,1,76010,OK,"establishment,food,point_of_interest,restaurant"
79,ROOFTOP,"70 W Alexandrine St, Detroit, MI 48201, USA",ChIJxRCi4kMtO4gRzx4hNVS2FSg,Le Zinc,42.350274,-83.0614118,1,48201,OK,"cafe,establishment,food,point_of_interest,restaurant"
80,ROOFTOP,"347 Presidio Ave, San Francisco, CA 94118, USA",ChIJP_8MPBV-j4ARrB65PMFjA-Y,Garibaldis On Presidio,37.7884566,-122.4471931,1,94118,OK,"establishment,food,point_of_interest,restaurant"
81,ROOFTOP,"1012 S Meridian Ave, Oklahoma City, OK 73108, USA",ChIJJT9-e80RsocRMtHxO3hVA2o,Zapata Mexican Grill,35.455587,-97.600673,1,73108,OK,"establishment,food,point_of_interest,restaurant"
82,ROOFTOP,"313 Nixon Dr, Immokalee, FL 34142, USA",ChIJ5cct-Rak24gR2AsbblB51Ig,Viva Pizza Restaurant,26.4238156,-81.4138519,1,34142,OK,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant"
83,ROOFTOP,"1405 Locust St, Philadelphia, PA 19102, USA",ChIJj8GtQSXGxokRikbyQT3QPtI,Estia Restaurant,39.948459,-75.16525519999999,1,19102,OK,"bar,establishment,food,point_of_interest,restaurant"
84,ROOFTOP,"316 Columbus Ave, San Francisco, CA 94133, USA",ChIJcVOzd_SAhYARPwV-jR8k5Ps,Greco Roman Catering,37.7983666,-122.4069285,2,94133,OK,"establishment,food,point_of_interest,restaurant"
85,ROOFTOP,"1701 E 37th Ave, Hobart, IN 46342, USA",ChIJmaktKb_qEYgRqH3A1LcQ7dI,Paragon Restaurant & Bar,41.5503066,-87.2372606,1,46342,OK,"establishment,food,point_of_interest,restaurant"
86,ROOFTOP,"219 W Main St, Cherryvale, KS 67335, USA",ChIJcY91J_IluIcR_wH4s8rJ6rY,Dave's,37.2687338,-95.5538571,1,67335,OK,"car_repair,establishment,point_of_interest"
87,,,,Inner Circle Entertnmnt Ii Inc,,,0,,ZERO_RESULTS,
88,ROOFTOP,"420 Mason St, San Francisco, CA 94109, USA",ChIJPdWN946AhYARTBj2TvNrctQ,Ruby Skye,37.7875634,-122.4096432,1,94109,OK,"bar,establishment,night_club,point_of_interest"
89,ROOFTOP,"1919 Alliant Energy Center Way, Madison, WI 53713, USA",ChIJkZV4YMJSBogRRnOj6s46WF0,Centerplate,43.0444112,-89.380696,1,53713,OK,"establishment,food,point_of_interest,restaurant"
90,ROOFTOP,"314 E McPherson St, Kirksville, MO 63501, USA",ChIJ8YNIhn4O6IcRRcRxopVx7H8,Sb40,40.1937123,-92.58015789999999,1,63501,OK,"establishment,point_of_interest"
91,GEOMETRIC_CENTER,"Japan, 〒106-0032 Tokyo, Minato, 六本木５丁目７−８",ChIJW-JAr52LGGARVQMO8QPamj4,Fukuzushi,35.661287,139.733978,1,106-0032,OK,"establishment,food,point_of_interest,restaurant"
92,ROOFTOP,"40 The Embarcadero, San Francisco, CA 94107, USA",ChIJD1E9hdh_j4ARmH59bTjV0qs,Sb40/carmens,37.7819499,-122.387894,1,94107,OK,"bar,establishment,food,point_of_interest,restaurant"
93,ROOFTOP,"1581 Webster St, San Francisco, CA 94115, USA",ChIJZ8d24biAhYARaktk1ZqHiUc,Sapporo-Ya,37.7850458,-122.4320932,1,94115,OK,"establishment,food,point_of_interest,restaurant"
94,ROOFTOP,"3242 E 11th St, Tulsa, OK 74104, USA",ChIJWaCuWR3ttocR_NWKsa_x3Iw,Burger King,36.1475031,-95.94063399999999,1,74104,OK,"establishment,food,point_of_interest,restaurant"
95,ROOFTOP,"2313 W Sunset Ave, Springdale, AR 72762, USA",ChIJ1_FnXKFsyYcRdnlvMgDZNxw,Las Margaritas Restaurant,36.1745123,-94.155789,1,72762,OK,"establishment,food,point_of_interest,restaurant"
96,ROOFTOP,"879 Rue Chartrand, Terrebonne, QC J6W 2M3, Canada",ChIJu3B8GmneyEwRxC2YlSyssCQ,Chez Papa,45.7026227,-73.6316362,1,J6W 2M3,OK,"establishment,food,point_of_interest,restaurant"
97,ROOFTOP,"75 O'Farrell St, San Francisco, CA 94108, USA",ChIJg0DNvYiAhYARdA1xbTX284k,Crepe O Chocolat,37.7865949,-122.4059295,1,94108,OK,"cafe,establishment,food,point_of_interest,store"
98,ROOFTOP,"532 Columbus Ave, San Francisco, CA 94133, USA",ChIJ_S-QdPGAhYARK9Vp6Hsc7qM,Rose Pistola,37.800063,-122.4095948,1,94133,OK,"establishment,food,point_of_interest,restaurant"
99,ROOFTOP,"1123 Van Ness Ave, Torrance, CA 90501, USA",ChIJg_AP2rBK3YARDP40DDixsiY,Sushi Chef Training Center,33.8368944,-118.3161307,2,90501,OK,"establishment,point_of_interest,school"
100,ROOFTOP,"127 Miracle Mile, Coral Gables, FL 33134, USA",ChIJXb2T1Jm32YgRZjNIivNJGeI,Sushiclub.com,25.7499702,-80.25733699999999,1,33134,OK,"establishment,food,point_of_interest,restaurant"
101,GEOMETRIC_CENTER,"8028 South Emerson Avenue BB, Indianapolis, IN 46237, United States",ChIJ5ZgiUEhDa4gRPZbn7f_pHOI,Sushi Club,39.6499412,-86.085501,1,46237,OK,"establishment,food,point_of_interest,restaurant"
102,,,,Neway Investment,,,0,,ZERO_RESULTS,
103,ROOFTOP,"1360 9th Ave, San Francisco, CA 94122, USA",ChIJL-OHLlyHhYARBLN1K_sJA-Q,Nan King Road Bistro,37.762929,-122.466046,1,94122,OK,"establishment,food,point_of_interest,restaurant"
104,ROOFTOP,"1240 9th Ave, San Francisco, CA 94122, USA",ChIJNSlu4FyHhYARr44lSMyERKg,Park Chow,37.7651675,-122.4661859,1,94122,OK,"establishment,food,point_of_interest,restaurant"
105,ROOFTOP,"167 Milford St, Upton, MA 01568, USA",ChIJ2WDIgjAN5IkRJlTN16XJKuY,Jj Ice Cream,42.15938999999999,-71.58285,1,01568,OK,"establishment,food,point_of_interest,store"
106,ROOFTOP,"2942 Lyon St, San Francisco, CA 94123, USA",ChIJ175LNiuHhYAR-jHtD1M-q4g,Liverpool Lils Restaurant,37.7982041,-122.4470139,1,94123,OK,"bar,establishment,food,point_of_interest,restaurant"
107,ROOFTOP,"3506 N MacArthur Blvd, Warr Acres, OK 73122, USA",ChIJ_xVNLVEFsocRndtbeNGgdxs,Zodiac Club,35.5059988,-97.61841369999999,1,73122,OK,"bar,establishment,point_of_interest"
108,ROOFTOP,"2008 S Hydraulic Ave, Wichita, KS 67211, USA",ChIJEWE02HrkuocRNdfqrYaDuo0,The Residence,37.6556461,-97.3158799,1,67211,OK,"establishment,point_of_interest"
109,,,,Damian Produce,,,0,,ZERO_RESULTS,
110,ROOFTOP,"7330 Yonge St, Thornhill, ON L4J 7Y7, Canada",ChIJ02kF-gjU1IkReUgLMCCglyg,Chung King Restaurant,43.8061673,-79.4231879,1,L4J 7Y7,OK,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant"
111,ROOFTOP,"395 Hayes St, San Francisco, CA 94102, USA",ChIJ1zwRv5iAhYARfLPmj2QB3BU,Caffe Delle Stelle,37.77672949999999,-122.4227056,1,94102,OK,"establishment,food,point_of_interest,restaurant"
112,ROOFTOP,"103 W Kalsched St, Marshfield, WI 54449, USA",ChIJQ10Ggeo6VEARqqLQwH1siJA,Coffee Cabin,44.6790653,-90.16592729999999,1,54449,OK,"cafe,establishment,food,point_of_interest,store"
113,ROOFTOP,"202 E 1st St, Owasso, OK 74055, USA",ChIJ0webLvTwtocRS_khYCd2qAY,Fly,36.2668773,-95.8535381,1,74055,OK,"clothing_store,establishment,home_goods_store,point_of_interest,store"
114,ROOFTOP,"1418 Haight St, San Francisco, CA 94117, USA",ChIJm_vNxayAhYARZmoHJZcx2a4,Best Of Thai Noodle House,37.7703523,-122.445787,1,94117,OK,"establishment,food,point_of_interest,restaurant"
115,APPROXIMATE,United States,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,Etc Enterprise Intl (U.s.a),37.09024,-95.712891,1,,OK,"country,political"
116,APPROXIMATE,United States,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,Chinese Svc Ctr Of No America,37.09024,-95.712891,1,,OK,"country,political"
117,ROOFTOP,"3505 International Pl NW, Washington, DC 20008, USA",ChIJL7SGmM_Jt4kRu95GhETX9t4,China Us Council Promotion Tra,38.9428097,-77.0663637,1,20008,OK,"embassy,establishment,point_of_interest"
118,ROOFTOP,"214 Sound Beach Ave, Old Greenwich, CT 06870, USA",ChIJMW4cTLaYwokRAqen0ZnJ0FU,Oriental Gourmet,41.0315589,-73.5674119,1,06870,OK,"establishment,food,point_of_interest,restaurant"
119,ROOFTOP,"6866 Shady Brook Ln, Dallas, TX 75231, USA",ChIJ01-NU5KfToYRaNCLE5afxiI,Asia-American Restaurant Assn,32.8705925,-96.7624585,1,75231,OK,"establishment,food,point_of_interest,restaurant"
120,ROOFTOP,"3921 Wilshire Blvd # 333, Los Angeles, CA 90010, USA",ChIJx_EJGpC4woARigKW8G-9vTo,American Tour Services,34.0619441,-118.3122996,1,90010,OK,"establishment,point_of_interest,travel_agency"
121,ROOFTOP,"599 Skyline Blvd, San Francisco, CA 94132, USA",ChIJBZW9Bv58j4ARQ3sOPmyg2ms,Hot Dog Bills #1,37.7096556,-122.4973864,2,94132,OK,"cafe,establishment,food,point_of_interest"
122,ROOFTOP,"1318 18th St, San Francisco, CA 94107, USA",ChIJWQuR1Mt_j4ARubOwm4GACik,Blooms Saloon,37.7627985,-122.3960369,1,94107,OK,"bar,establishment,point_of_interest"
123,ROOFTOP,"340 Jefferson St, San Francisco, CA 94133, USA",ChIJ96yO0-OAhYAROJW4bStnv3w,Pompeis Grotto,37.8081283,-122.4181138,1,94133,OK,"establishment,food,point_of_interest,restaurant"
124,,,,Fagan Print Media,,,0,,ZERO_RESULTS,
125,ROOFTOP,"4739 Mission St, San Francisco, CA 94112, USA",ChIJcXhJkIV-j4ARj59y8Z9SveM,4739 Mission St Building,37.7224179,-122.4362511,1,94112,OK,street_address
126,ROOFTOP,"519 Main St, Golden City, MO 64748, USA",ChIJy80Qw8sixocRGSRpj-aXa_4,Golden Coffee,37.3928896,-94.0927887,1,64748,OK,"bakery,cafe,establishment,food,meal_takeaway,point_of_interest,restaurant,store"
127,ROOFTOP,"529 W 6th St, Los Angeles, CA 90014, USA",ChIJaQoDjbTHwoAR-1Dc3mZBsp4,Crepe Express,34.0487004,-118.2549251,1,90014,OK,"cafe,establishment,food,point_of_interest,restaurant,store"
128,ROOFTOP,"1716 Divisadero St, San Francisco, CA 94115, USA",ChIJOypY6MmAhYARM1_bKIKrh9E,Cheese Steak Shop The,37.78565,-122.439727,1,94115,OK,"establishment,food,meal_takeaway,point_of_interest,restaurant"
129,ROOFTOP,"752 Jackson St, San Francisco, CA 94133, USA",ChIJbcVrZ_OAhYAR75zxghr_LcQ,Delicious Dim Sum,37.7960235,-122.4075772,2,94133,OK,"establishment,food,meal_takeaway,point_of_interest,restaurant"
130,ROOFTOP,"3781 Dix Hwy, Lincoln Park, MI 48146, USA",ChIJkUHtqB03O4gRst_N0hX9F08,Cathay House,42.22944,-83.194182,2,48146,OK,"establishment,food,point_of_interest,restaurant"
131,ROOFTOP,"14319 Metcalf Ave, Overland Park, KS 66223, USA",ChIJiwZR3r3BwIcRTSxBYRDf1j0,Pad Thai Restaurant,38.8685675,-94.6667828,1,66223,OK,"establishment,food,point_of_interest,restaurant"
132,ROOFTOP,"12905 E 96th St N, Owasso, OK 74055, USA",ChIJtfzefafwtocR9ZUkklDAHQU,Sams,36.294821,-95.82833310000001,1,74055,OK,"car_repair,establishment,florist,food,health,liquor_store,point_of_interest,store"
133,ROOFTOP,"99 9th St, San Francisco, CA 94103, USA",ChIJo06l5ZyAhYARWmcJFyw2ZQM,Go Getters Deli,37.7764539,-122.4147453,2,94103,OK,"convenience_store,establishment,food,grocery_or_supermarket,liquor_store,point_of_interest,store"
134,ROOFTOP,"100 Gough St, San Francisco, CA 94102, USA",ChIJYbsIEp-AhYAREWUYQMp0oF4,Don Agapito's,37.7742154,-122.4222467,1,94102,OK,"establishment,food,meal_takeaway,point_of_interest,restaurant"
135,ROOFTOP,"9415 Broadway St, Pearland, TX 77584, USA",ChIJ9eW3mhGTQIYRl3LzlJDdIeM,Kappa Restaurant,29.5588463,-95.3660962,2,77584,OK,"establishment,food,point_of_interest,restaurant"
136,ROOFTOP,"3235 3rd St, San Francisco, CA 94124, USA",ChIJp2NrgKZ_j4ARFLcgSP9WypM,Tiki Go Go,37.7485514,-122.3871702,2,94124,OK,"establishment,food,point_of_interest"
137,ROOFTOP,"301 El Camino Real, Millbrae, CA 94030, USA",ChIJtU9AJqV3j4AR-iR5kKLyAg4,Thai Stick,37.6013743,-122.3911917,1,94030,OK,"establishment,food,point_of_interest,restaurant"
