business_name,category,lic_code,street_address,business_start_date,business_end_date,isClosed,full_address,business_id,name,district,MA,year,latitude,longitude,tract,GEOID10,link,HC01_VC05,HC01_VC113,HC01_VC115,HC01_VC117,HC01_VC121,HC01_VC28,HC01_VC36,HC01_VC41,HC01_VC42,HC01_VC43,HC01_VC44,HC01_VC50,HC01_VC51,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC59,HC01_VC60,HC01_VC61,HC01_VC62,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC99,HC03_VC05,HC03_VC13,HC03_VC156,HC03_VC28,HC03_VC41,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC51,HC03_VC52,HC03_VC53,HC03_VC54,HC03_VC55,HC03_VC56,HC03_VC57,HC03_VC58,HC03_VC59,HC03_VC60,HC03_VC61,HC03_VC62,HC03_VC67,HC03_VC68,HC03_VC69,HC03_VC75,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC82,HC03_VC83,HC03_VC84,HD01_S001,HD01_S020,HD01_S026,HD01_S045,HD01_S051,HD01_S070,HD01_S151,HD01_S169,HD01_S170,HD01_S171,HD01_S180,HD01_S181,HD01_S184,HD02_S026,HD02_S051,HD02_S151,HD02_S170,HD02_S171,HD02_S180,HD02_S181,HD02_S184,Age
connecticut yankee,Food Services,,100 connecticut st,12/15/1988,10/16/2015,yes,"100 connecticut st, San Francisco, CA, 94107",85501,connecticut yankee,Potrero Hill,92.0,2018.0,37.7649527,-122.3980695,Census Tract 227.02,6075022702,http://www.sfgate.com/neighborhoods/sf/potrerohill/,1592.0,171524.0,80150.0,652.0,71633.0,1451.0,27.1,1203.0,73.0,214.0,0.0,0.0,13.0,103.0,39.0,101.0,37.0,77.0,111.0,557.0,253.0,140.0,28.0,31.0,1077.0,278.0,135.0,124038.0,169812.0,168158.0,0.0,83.9,6.4,2.4,1451.0,80.7,4.9,14.4,0.0,0.0,0.0,0.9,6.9,2.6,6.8,2.5,5.2,7.4,37.4,17.0,9.4,1.9,2.1,72.3,18.7,9.1,2.7,0.0,0.9,5.8,7.4,7.0,20.4,13.2,18.7,23.9,2060.0,38.2,1079.0,38.3,981.0,38.0,379.0,1052.0,981.0,71.0,981.0,386.0,595.0,52.4,47.6,38.6,93.3,6.7,100.0,39.3,60.7,9801.0
mong thu coffee shop,Food Services,"Restaurant Less Than 1,000 Sqft",248 hyde st,07/01/1999,,no,"248 hyde st, San Francisco, CA, 94102",709,mong thu coffee shop,Tenderloin,85.0,2017.0,37.783041,-122.415719,Census Tract 124.01,6075012401,http://www.sfgate.com/neighborhoods/sf/tenderloin/,2462.0,34894.0,16888.0,1747.0,22245.0,2376.0,25.2,281.0,1420.0,395.0,77.0,0.0,114.0,73.0,0.0,217.0,110.0,24.0,144.0,207.0,235.0,1142.0,57.0,53.0,2137.0,116.0,93.0,21061.0,28966.0,36303.0,117.0,62.3,3.5,18.8,2376.0,11.8,59.8,16.6,3.2,8.5,0.0,4.8,3.1,0.0,9.1,4.6,1.0,6.1,8.7,9.9,48.1,2.4,2.2,89.9,4.9,3.9,14.0,17.9,28.4,10.1,11.8,11.3,5.0,1.5,0.0,0.0,5075.0,37.5,3274.0,37.2,1801.0,38.0,752.0,2934.0,2698.0,236.0,2698.0,13.0,2685.0,64.5,35.5,27.9,92.0,8.0,100.0,0.5,99.5,6971.0
golden flower vietnamese resta,Food Services,"Restaurant Less Than 1,000 Sqft",667 jackson st,03/24/2003,,no,"667 jackson st, San Francisco, CA, 94133",35221,golden flower vietnamese restaurant,Chinatown,78.0,2017.0,37.796026,-122.40620200000001,Census Tract 611,6075061100,http://www.sfgate.com/neighborhoods/sf/chinatown/,1988.0,31141.0,13235.0,1095.0,11069.0,1658.0,23.7,231.0,788.0,345.0,115.0,0.0,82.0,153.0,28.0,266.0,32.0,39.0,22.0,105.0,204.0,336.0,337.0,54.0,1423.0,187.0,48.0,14270.0,25319.0,31210.0,141.0,50.6,16.6,40.3,1658.0,13.9,47.5,20.8,6.9,10.8,0.0,4.9,9.2,1.7,16.0,1.9,2.4,1.3,6.3,12.3,20.3,20.3,3.3,85.8,11.3,2.9,21.9,31.1,21.4,7.9,7.4,6.2,0.9,0.4,2.1,0.8,4307.0,55.2,2077.0,54.0,2230.0,55.8,1126.0,2351.0,2135.0,216.0,2135.0,78.0,2057.0,48.2,51.8,52.7,90.8,9.2,100.0,3.7,96.3,5609.0
first cup,Food Services,"Restaurant Less Than 1,000 Sqft",2911 van ness ave,12/11/2004,,no,"2911 van ness ave, San Francisco, CA, 94109",318,first cup,Marina,98.0,2018.0,37.802454,-122.42485400000001,Census Tract 102,6075010200,http://www.sfgate.com/neighborhoods/sf/marina/,2848.0,175115.0,80739.0,1984.0,67479.0,2630.0,24.4,1630.0,306.0,662.0,12.0,0.0,41.0,149.0,132.0,121.0,40.0,86.0,481.0,924.0,333.0,298.0,60.0,27.0,2069.0,115.0,508.0,89096.0,121631.0,120658.0,0.0,72.8,5.5,1.9,2630.0,60.5,11.4,24.6,0.4,3.0,0.0,1.5,5.5,4.9,4.5,1.5,3.2,17.9,34.3,12.4,11.1,2.2,1.0,76.9,4.3,18.9,1.2,4.2,6.6,9.1,6.9,14.3,13.9,11.1,16.2,16.4,4143.0,38.9,1989.0,39.6,2154.0,38.2,705.0,2969.0,2544.0,425.0,2544.0,714.0,1830.0,48.0,52.0,27.7,85.7,14.3,100.0,28.1,71.9,4981.0
tower burger,Food Services,"Restaurant 1,000 - 2,000 Sqft",729 portola dr,12/01/2011,,no,"729 portola dr, San Francisco, CA, 94127",68159,tower burger,Miraloma Park,81.5,2018.0,37.744127,-122.453593,Census Tract 306,6075030600,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Miraloma_Park,1179.0,151917.0,55403.0,206.0,71071.0,1085.0,30.2,737.0,84.0,125.0,9.0,0.0,82.0,105.0,58.0,66.0,133.0,16.0,92.0,122.0,274.0,85.0,24.0,47.0,788.0,192.0,124.0,138056.0,142784.0,152021.0,0.0,68.2,6.4,0.0,1085.0,66.8,7.6,11.3,0.8,13.5,0.0,7.4,9.5,5.3,6.0,12.0,1.4,8.3,11.1,24.8,7.7,2.2,4.3,71.4,17.4,11.2,1.1,1.1,8.2,6.5,4.3,9.2,8.2,14.1,23.0,24.2,2221.0,45.2,1125.0,44.4,1096.0,46.0,577.0,901.0,865.0,36.0,865.0,724.0,141.0,50.7,49.3,66.7,96.0,4.0,100.0,83.7,16.3,2435.0
creightons cheeses fine foods,Food Services,,673 portola dr,04/01/1997,,no,"673 portola dr, San Francisco, CA, 94127",79563,creightons cheese and fine foods,Miraloma Park,86.5,2018.0,37.7446844,-122.45262690000001,Census Tract 306,6075030600,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Miraloma_Park,1179.0,151917.0,55403.0,206.0,71071.0,1085.0,30.2,737.0,84.0,125.0,9.0,0.0,82.0,105.0,58.0,66.0,133.0,16.0,92.0,122.0,274.0,85.0,24.0,47.0,788.0,192.0,124.0,138056.0,142784.0,152021.0,0.0,68.2,6.4,0.0,1085.0,66.8,7.6,11.3,0.8,13.5,0.0,7.4,9.5,5.3,6.0,12.0,1.4,8.3,11.1,24.8,7.7,2.2,4.3,71.4,17.4,11.2,1.1,1.1,8.2,6.5,4.3,9.2,8.2,14.1,23.0,24.2,2221.0,45.2,1125.0,44.4,1096.0,46.0,577.0,901.0,865.0,36.0,865.0,724.0,141.0,50.7,49.3,66.7,96.0,4.0,100.0,83.7,16.3,7792.0
cafe bakery,Food Services,Multiple,1365 noriega st,01/01/2005,,no,"1365 noriega st, San Francisco, CA, 94122",509,cafe bakery,Outer Sunset,83.5,2018.0,37.754090000000005,-122.478248,Census Tract 328.02,6075032802,http://www.sfgate.com/neighborhoods/sf/outersunset/,1889.0,83112.0,28150.0,483.0,37115.0,1701.0,34.6,888.0,319.0,325.0,146.0,13.0,95.0,44.0,79.0,123.0,99.0,43.0,132.0,321.0,451.0,164.0,74.0,110.0,1202.0,334.0,212.0,59792.0,75737.0,83576.0,0.0,55.7,7.5,13.7,1701.0,50.8,18.2,18.6,8.4,4.0,0.7,5.4,2.5,4.5,7.0,5.7,2.5,7.6,18.4,25.8,9.4,4.2,6.3,68.8,19.1,12.1,3.9,7.2,19.0,4.4,7.0,18.4,13.4,15.0,6.5,5.4,4047.0,42.2,1981.0,39.6,2066.0,44.6,921.0,1540.0,1443.0,97.0,1443.0,854.0,589.0,48.9,51.1,63.8,93.7,6.3,100.0,59.2,40.8,4960.0
won ton house,Food Services,"Restaurant Less Than 1,000 Sqft",1325 noriega st,01/01/2005,,no,"1325 noriega st, San Francisco, CA, 94122",589,won ton house,Outer Sunset,83.5,2018.0,37.754106,-122.477841,Census Tract 328.02,6075032802,http://www.sfgate.com/neighborhoods/sf/outersunset/,1889.0,83112.0,28150.0,483.0,37115.0,1701.0,34.6,888.0,319.0,325.0,146.0,13.0,95.0,44.0,79.0,123.0,99.0,43.0,132.0,321.0,451.0,164.0,74.0,110.0,1202.0,334.0,212.0,59792.0,75737.0,83576.0,0.0,55.7,7.5,13.7,1701.0,50.8,18.2,18.6,8.4,4.0,0.7,5.4,2.5,4.5,7.0,5.7,2.5,7.6,18.4,25.8,9.4,4.2,6.3,68.8,19.1,12.1,3.9,7.2,19.0,4.4,7.0,18.4,13.4,15.0,6.5,5.4,4047.0,42.2,1981.0,39.6,2066.0,44.6,921.0,1540.0,1443.0,97.0,1443.0,854.0,589.0,48.9,51.1,63.8,93.7,6.3,100.0,59.2,40.8,4960.0
sf wraps,Food Services,,255 kearny st,01/25/2005,,no,"255 kearny st, San Francisco, CA, 94108",37717,sf wraps,Downtown / Union Square,95.0,2017.0,37.790593,-122.40402399999999,Census Tract 117,6075011700,http://www.sfgate.com/neighborhoods/sf/unionsquare/,733.0,55747.0,27841.0,737.0,30855.0,685.0,19.1,234.0,180.0,139.0,0.0,0.0,13.0,56.0,0.0,114.0,71.0,47.0,57.0,102.0,126.0,55.0,54.0,0.0,578.0,58.0,59.0,23165.0,41735.0,56874.0,84.0,54.3,5.2,26.6,685.0,33.7,25.9,20.0,0.0,20.4,0.0,1.9,8.1,0.0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0.0,83.2,8.3,8.5,18.3,18.8,16.6,17.0,3.4,10.0,1.6,6.5,4.8,2.9,1783.0,43.6,988.0,44.3,795.0,42.4,292.0,1416.0,1012.0,404.0,1012.0,87.0,925.0,55.4,44.6,28.9,71.5,28.5,100.0,8.6,91.4,4936.0
tsing tao restaurant,Food Services,"Restaurant Less Than 1,000 Sqft",3107 clement st,09/15/2012,,no,"3107 clement st, San Francisco, CA, 94121",606,tsing tao restaurant,Outer Richmond,79.5,2018.0,37.781624,-122.492609,Census Tract 427,6075042700,http://www.sfgate.com/neighborhoods/sf/outerrichmond/,3870.0,126093.0,41939.0,1086.0,41840.0,3523.0,35.4,1955.0,555.0,890.0,84.0,0.0,120.0,115.0,89.0,562.0,160.0,241.0,280.0,806.0,588.0,402.0,210.0,81.0,2897.0,295.0,372.0,78059.0,99789.0,109014.0,36.0,72.0,5.6,3.7,3523.0,53.5,15.2,24.4,2.3,4.7,0.0,3.3,3.1,2.4,15.4,4.4,6.6,7.7,22.1,16.1,11.0,5.7,2.2,79.3,8.1,10.2,4.6,4.0,10.4,9.1,9.6,9.5,13.4,20.6,8.4,10.3,5326.0,40.7,2533.0,39.5,2793.0,41.7,1238.0,2576.0,2352.0,224.0,2352.0,657.0,1695.0,47.6,52.4,52.6,91.3,8.7,100.0,27.9,72.1,2146.0
sushi umi,Food Services,Multiple,132 bush st,11/01/2008,,no,"132 bush st, San Francisco, CA, 94104",59025,sushi umi,Financial District,79.0,2017.0,37.791308,-122.40013400000001,Census Tract 117,6075011700,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,733.0,55747.0,27841.0,737.0,30855.0,685.0,19.1,234.0,180.0,139.0,0.0,0.0,13.0,56.0,0.0,114.0,71.0,47.0,57.0,102.0,126.0,55.0,54.0,0.0,578.0,58.0,59.0,23165.0,41735.0,56874.0,84.0,54.3,5.2,26.6,685.0,33.7,25.9,20.0,0.0,20.4,0.0,1.9,8.1,0.0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0.0,83.2,8.3,8.5,18.3,18.8,16.6,17.0,3.4,10.0,1.6,6.5,4.8,2.9,1783.0,43.6,988.0,44.3,795.0,42.4,292.0,1416.0,1012.0,404.0,1012.0,87.0,925.0,55.4,44.6,28.9,71.5,28.5,100.0,8.6,91.4,3560.0
cafe bellini,Food Services,"Restaurant 1,000 - 2,000 Sqft",235 powell st,12/24/2008,,no,"235 powell st, San Francisco, CA, 94102",1549,cafe bellini,Downtown / Union Square,92.5,2017.0,37.786974,-122.408174,Census Tract 123.01,6075012301,http://www.sfgate.com/neighborhoods/sf/unionsquare/,1179.0,44059.0,17251.0,1087.0,17660.0,1151.0,30.4,224.0,528.0,292.0,41.0,0.0,0.0,10.0,0.0,220.0,28.0,22.0,56.0,116.0,110.0,452.0,112.0,25.0,1048.0,88.0,15.0,13615.0,27172.0,38539.0,83.0,52.3,2.4,6.2,1151.0,19.5,45.9,25.4,3.6,5.7,0.0,0.0,0.9,0.0,19.1,2.4,1.9,4.9,10.1,9.6,39.3,9.7,2.2,91.1,7.6,1.3,31.9,22.1,8.0,12.3,11.9,7.3,0.0,5.8,0.8,0.0,2734.0,46.3,1746.0,46.1,988.0,46.6,365.0,1786.0,1559.0,227.0,1559.0,8.0,1551.0,63.9,36.1,23.4,87.3,12.7,100.0,0.5,99.5,3507.0
cafe bellini,Food Services,,865 market st,12/24/2008,,no,"865 market st, San Francisco, CA, 94102",744,cafe bellini,South of Market,93.5,2018.0,37.7840659,-122.4065571,Census Tract 176.01,6075017601,http://www.sfgate.com/neighborhoods/sf/soma/,3188.0,49387.0,25330.0,2221.0,25938.0,2657.0,25.0,951.0,626.0,894.0,215.0,0.0,139.0,177.0,44.0,319.0,70.0,197.0,247.0,364.0,617.0,641.0,74.0,95.0,2522.0,334.0,128.0,23099.0,46745.0,61388.0,259.0,60.9,5.9,12.7,2657.0,31.9,21.0,30.0,7.2,10.0,0.0,4.7,5.9,1.5,10.7,2.3,6.6,8.3,12.2,20.7,21.5,2.5,3.2,84.5,11.2,4.3,17.8,16.6,18.0,5.9,6.8,10.1,11.3,9.5,1.8,2.3,7630.0,41.5,4723.0,42.8,2907.0,39.0,1029.0,5296.0,4321.0,975.0,4321.0,407.0,3914.0,61.9,38.1,23.8,81.6,18.4,100.0,9.4,90.6,3507.0
caffe central,Food Services,"Restaurant Less Than 1,000 Sqft",845 market st 13a,12/24/2008,,no,"845 market st 13a, San Francisco, CA, 94102",67982,caffe central,South of Market,91.5,2017.0,37.784848,-122.406892,Census Tract 176.01,6075017601,http://www.sfgate.com/neighborhoods/sf/soma/,3188.0,49387.0,25330.0,2221.0,25938.0,2657.0,25.0,951.0,626.0,894.0,215.0,0.0,139.0,177.0,44.0,319.0,70.0,197.0,247.0,364.0,617.0,641.0,74.0,95.0,2522.0,334.0,128.0,23099.0,46745.0,61388.0,259.0,60.9,5.9,12.7,2657.0,31.9,21.0,30.0,7.2,10.0,0.0,4.7,5.9,1.5,10.7,2.3,6.6,8.3,12.2,20.7,21.5,2.5,3.2,84.5,11.2,4.3,17.8,16.6,18.0,5.9,6.8,10.1,11.3,9.5,1.8,2.3,7630.0,41.5,4723.0,42.8,2907.0,39.0,1029.0,5296.0,4321.0,975.0,4321.0,407.0,3914.0,61.9,38.1,23.8,81.6,18.4,100.0,9.4,90.6,3507.0
caffe central,Food Services,"Restaurant Less Than 1,000 Sqft",133 o'farrell st,12/24/2008,,no,"133 o'farrell st, San Francisco, CA, 94102",76909,caffe central,Downtown / Union Square,92.0,2018.0,37.7863803,-122.40726399999998,Census Tract 117,6075011700,http://www.sfgate.com/neighborhoods/sf/unionsquare/,733.0,55747.0,27841.0,737.0,30855.0,685.0,19.1,234.0,180.0,139.0,0.0,0.0,13.0,56.0,0.0,114.0,71.0,47.0,57.0,102.0,126.0,55.0,54.0,0.0,578.0,58.0,59.0,23165.0,41735.0,56874.0,84.0,54.3,5.2,26.6,685.0,33.7,25.9,20.0,0.0,20.4,0.0,1.9,8.1,0.0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0.0,83.2,8.3,8.5,18.3,18.8,16.6,17.0,3.4,10.0,1.6,6.5,4.8,2.9,1783.0,43.6,988.0,44.3,795.0,42.4,292.0,1416.0,1012.0,404.0,1012.0,87.0,925.0,55.4,44.6,28.9,71.5,28.5,100.0,8.6,91.4,3507.0
tacos san buena,Food Services,Multiple,768 sansome st,01/01/2005,,no,"768 sansome st, San Francisco, CA, 94111",18126,tacos san buena,North Beach,93.0,2016.0,37.797327,-122.40195700000001,Census Tract 611,6075061100,http://www.sfgate.com/neighborhoods/sf/northbeach/,1988.0,31141.0,13235.0,1095.0,11069.0,1658.0,23.7,231.0,788.0,345.0,115.0,0.0,82.0,153.0,28.0,266.0,32.0,39.0,22.0,105.0,204.0,336.0,337.0,54.0,1423.0,187.0,48.0,14270.0,25319.0,31210.0,141.0,50.6,16.6,40.3,1658.0,13.9,47.5,20.8,6.9,10.8,0.0,4.9,9.2,1.7,16.0,1.9,2.4,1.3,6.3,12.3,20.3,20.3,3.3,85.8,11.3,2.9,21.9,31.1,21.4,7.9,7.4,6.2,0.9,0.4,2.1,0.8,4307.0,55.2,2077.0,54.0,2230.0,55.8,1126.0,2351.0,2135.0,216.0,2135.0,78.0,2057.0,48.2,51.8,52.7,90.8,9.2,100.0,3.7,96.3,4960.0
mona lisa restaurant,Food Services,"Restaurant Greater Than 2,000 Sqft",353 columbus ave,07/01/2014,,no,"353 columbus ave, San Francisco, CA, 94133",82485,mona lisa restaurant,North Beach,82.5,2018.0,37.798368599999996,-122.4077693,Census Tract 107,6075010700,http://www.sfgate.com/neighborhoods/sf/northbeach/,2733.0,45444.0,21204.0,1497.0,21500.0,2276.0,27.5,688.0,762.0,467.0,94.0,0.0,109.0,247.0,13.0,260.0,22.0,86.0,165.0,294.0,436.0,357.0,163.0,195.0,1868.0,337.0,142.0,22828.0,41028.0,58945.0,207.0,52.7,13.6,21.4,2276.0,29.3,32.5,19.9,4.0,14.3,0.0,4.6,10.5,0.6,11.1,0.9,3.7,7.0,12.5,18.6,15.2,6.9,8.3,79.6,14.4,6.1,20.6,19.9,13.8,11.8,8.2,8.1,6.4,5.2,3.1,2.8,5592.0,51.6,2636.0,49.4,2956.0,53.6,1298.0,3025.0,2778.0,247.0,2778.0,154.0,2624.0,47.1,52.9,46.7,91.8,8.2,100.0,5.5,94.5,1492.0
100 sweet cafe,Food Services,"Restaurant Less Than 1,000 Sqft",2512 clement st,05/01/2008,,no,"2512 clement st, San Francisco, CA, 94121",37633,100 dessert cafe,Outer Richmond,85.0,2018.0,37.781988,-122.48625200000001,Census Tract 427,6075042700,http://www.sfgate.com/neighborhoods/sf/outerrichmond/,3870.0,126093.0,41939.0,1086.0,41840.0,3523.0,35.4,1955.0,555.0,890.0,84.0,0.0,120.0,115.0,89.0,562.0,160.0,241.0,280.0,806.0,588.0,402.0,210.0,81.0,2897.0,295.0,372.0,78059.0,99789.0,109014.0,36.0,72.0,5.6,3.7,3523.0,53.5,15.2,24.4,2.3,4.7,0.0,3.3,3.1,2.4,15.4,4.4,6.6,7.7,22.1,16.1,11.0,5.7,2.2,79.3,8.1,10.2,4.6,4.0,10.4,9.1,9.6,9.5,13.4,20.6,8.4,10.3,5326.0,40.7,2533.0,39.5,2793.0,41.7,1238.0,2576.0,2352.0,224.0,2352.0,657.0,1695.0,47.6,52.4,52.6,91.3,8.7,100.0,27.9,72.1,3744.0
work of art catering inc,Food Services,Catering Facility,1226 folsom st,01/01/2005,,no,"1226 folsom st, San Francisco, CA, 94103",36378,work of art catering,South of Market,94.0,2018.0,37.774691,-122.41053500000001,Census Tract 178.02,6075017802,http://www.sfgate.com/neighborhoods/sf/soma/,2057.0,81000.0,46335.0,1083.0,50757.0,1906.0,30.8,1091.0,275.0,497.0,55.0,0.0,18.0,126.0,65.0,238.0,10.0,97.0,96.0,639.0,335.0,245.0,51.0,23.0,1705.0,124.0,114.0,89091.0,112313.0,122694.0,114.0,58.8,5.5,21.0,1906.0,56.2,14.2,25.6,2.8,1.3,0.0,0.9,6.5,3.3,12.2,0.5,5.0,4.9,32.9,17.2,12.6,2.6,1.2,87.8,6.4,5.9,7.8,6.8,7.4,3.2,11.5,10.5,7.0,24.7,8.2,12.9,4516.0,38.0,2879.0,38.9,1637.0,35.8,524.0,2425.0,2214.0,211.0,2214.0,567.0,1647.0,63.8,36.2,23.7,91.3,8.7,100.0,25.6,74.4,4960.0
monterey deli,Food Services,,499 monterey blvd,02/07/2000,,no,"499 monterey blvd, San Francisco, CA, 94127",70071,monterey deli,Sunnyside,97.0,2017.0,37.731365000000004,-122.4464548,Census Tract 311,6075031100,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Sunnyside,4529.0,134189.0,45305.0,1049.0,43978.0,4201.0,28.8,2616.0,522.0,550.0,345.0,184.0,222.0,93.0,81.0,314.0,251.0,175.0,339.0,903.0,945.0,328.0,237.0,293.0,3087.0,920.0,358.0,101641.0,119621.0,114148.0,0.0,74.1,3.6,0.6,4201.0,59.9,12.0,12.6,7.9,7.6,4.2,5.1,2.1,1.9,7.2,5.8,4.0,7.8,20.7,21.6,7.5,5.4,6.7,70.7,21.1,8.2,2.5,1.2,3.5,4.1,9.7,15.7,10.8,26.5,14.8,11.2,6193.0,42.0,3166.0,41.3,3027.0,43.0,1388.0,2590.0,2462.0,128.0,2462.0,1569.0,893.0,51.1,48.9,56.4,95.1,4.9,100.0,63.7,36.3,6750.0
truly mediterranean,Food Services,"Restaurant Less Than 1,000 Sqft",3109 16th st,09/11/2015,,no,"3109 16th st, San Francisco, CA, 94103",87631,truly mediterranean,Mission Dolores,97.0,2018.0,37.764788,-122.42225959999999,Census Tract 202,6075020200,,3703.0,62650.0,43084.0,2099.0,38185.0,3378.0,28.5,1856.0,517.0,734.0,187.0,13.0,125.0,194.0,53.0,489.0,110.0,220.0,248.0,498.0,645.0,509.0,254.0,52.0,2868.0,217.0,325.0,54520.0,78630.0,84001.0,122.0,71.2,7.9,17.3,3378.0,54.4,15.2,21.5,5.5,3.4,0.4,3.7,5.7,1.6,14.3,3.2,6.5,7.3,14.6,18.9,14.9,7.4,1.5,84.1,6.4,9.5,8.6,7.5,8.6,6.3,15.2,13.5,8.3,19.8,5.0,7.2,6269.0,36.3,3474.0,37.4,2795.0,35.1,894.0,3390.0,3228.0,162.0,3228.0,539.0,2689.0,55.4,44.6,27.7,95.2,4.8,100.0,16.7,83.3,1055.0
john colins,Food Services,Multiple,138 minna st,01/25/2010,,no,"138 minna st, San Francisco, CA, 94105",85183,john colins,South of Market,89.0,2017.0,37.786895,-122.40038999999999,Census Tract 615,6075061500,http://www.sfgate.com/neighborhoods/sf/soma/,6926.0,216974.0,88242.0,3870.0,78956.0,6533.0,25.5,4703.0,330.0,1298.0,111.0,0.0,153.0,508.0,192.0,477.0,100.0,429.0,1195.0,2355.0,645.0,316.0,106.0,138.0,5652.0,412.0,550.0,112328.0,156870.0,157303.0,62.0,73.9,4.5,3.0,6533.0,71.1,5.0,19.6,1.7,2.6,0.0,2.3,7.7,2.9,7.2,1.5,6.5,18.1,35.6,9.8,4.8,1.6,2.1,85.5,6.2,8.3,4.1,1.6,5.0,4.5,7.6,9.5,10.6,20.7,12.5,24.0,11502.0,35.4,6515.0,36.2,4987.0,34.2,1939.0,8255.0,6785.0,1470.0,6785.0,2527.0,4258.0,56.6,43.4,28.6,82.2,17.8,100.0,37.2,62.8,3110.0
el azteca taqueria,Food Services,,5298 3rd st,03/30/2007,12/30/2016,yes,"5298 3rd st, San Francisco, CA, 94124",90950,el azteca taqueria,Silver Terrace,87.0,2017.0,37.7294589,-122.39294459999999,Census Tract 230.03,6075023003,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Silver_Terrace,2047.0,93519.0,30163.0,224.0,35991.0,1767.0,27.5,491.0,487.0,376.0,186.0,0.0,106.0,162.0,21.0,147.0,200.0,88.0,65.0,208.0,371.0,242.0,126.0,100.0,1307.0,421.0,108.0,76406.0,89674.0,84959.0,53.0,67.0,10.3,8.6,1767.0,26.7,26.5,20.5,10.1,16.1,0.0,5.8,8.8,1.1,8.0,10.9,4.8,3.5,11.3,20.2,13.2,6.9,5.4,71.2,22.9,5.9,5.6,7.3,4.8,9.4,7.4,14.3,17.1,18.0,10.2,5.8,4093.0,38.9,2048.0,38.6,2045.0,39.1,865.0,1213.0,1154.0,59.0,1154.0,786.0,368.0,50.0,50.0,75.0,95.1,4.9,100.0,68.1,31.9,3563.0
taqueria los coyotes no 2 inc,Food Services,"Restaurant Greater Than 2,000 Sqft",3036 16th st,01/01/2005,,no,"3036 16th st, San Francisco, CA, 94103",3614,taqueria los coyotes #2,Mission,78.5,2017.0,37.765028,-122.420402,Census Tract 201,6075020100,http://www.sfgate.com/neighborhoods/sf/mission/,3775.0,56510.0,29022.0,1757.0,26454.0,3432.0,23.3,1231.0,850.0,610.0,392.0,0.0,432.0,211.0,0.0,253.0,180.0,124.0,423.0,540.0,352.0,734.0,222.0,21.0,2953.0,242.0,297.0,38579.0,60047.0,70018.0,272.0,70.5,7.5,5.3,3432.0,35.3,24.3,17.5,11.2,11.7,0.0,12.4,6.0,0.0,7.2,5.2,3.6,12.1,15.5,10.1,21.0,6.4,0.6,84.6,6.9,8.5,11.9,11.8,12.4,9.7,11.8,10.1,9.1,13.9,7.1,2.2,6172.0,37.7,3706.0,38.3,2466.0,36.8,829.0,3303.0,2948.0,355.0,2948.0,545.0,2403.0,60.0,40.0,28.1,89.3,10.7,100.0,18.5,81.5,4960.0
guzmans produce market inc,Food Services,Multiple,5229 mission st,01/01/2005,,no,"5229 mission st, San Francisco, CA, 94112",62573,guzmans produce market inc,Crocker Amazon,81.5,2017.0,37.715140000000005,-122.441997,Census Tract 263.01,6075026301,"http://en.wikipedia.org/wiki/Crocker-Amazon,_San_Francisco,_California",2356.0,82133.0,22458.0,125.0,27852.0,2066.0,30.8,539.0,551.0,542.0,120.0,0.0,100.0,195.0,52.0,161.0,227.0,20.0,165.0,245.0,453.0,342.0,62.0,84.0,1665.0,325.0,116.0,63175.0,79745.0,84405.0,62.0,63.3,10.6,2.9,2066.0,25.6,26.2,25.7,5.7,16.8,0.0,4.7,9.3,2.5,7.6,10.8,0.9,7.8,11.6,21.5,16.2,2.9,4.0,79.1,15.4,5.5,3.8,2.6,10.2,3.9,10.6,30.5,10.1,15.7,8.5,4.2,4875.0,40.6,2435.0,38.9,2440.0,42.7,1007.0,1343.0,1273.0,70.0,1273.0,760.0,513.0,49.9,50.1,79.1,94.8,5.2,100.0,59.7,40.3,4960.0
