business_id,name,address,city,state,postal_code,latitude,longitude,phone_number,score,date,type,year,month,MA,formatted_name,formatted_address
95059, 95059 PORTABLES SAY HEY SAUSAGE,24 WILLIE MAYS PL SEC 114,San Francisco,CA,94107,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,95059 PORTABLES,24 WILLIE
4424, BON APPETIT @ USF- OUTTA HERE,2130 FULTON ST ,San Francisco,CA,94117,37.775117,-122.45206499999999,14154225849,94.0,2017-12-04,routine,2017.0,12.0,94.0,BON APPETIT,2130 FULTON
1674, NORDSTROM CAFE BISTRO,865 MARKET ST ,San Francisco,CA,94103,37.784317,-122.40756299999998,14159775154,96.0,2018-01-08,routine,2018.0,1.0,93.0,NORDSTROM CAFE,865 MARKET
37633,100% DESSERT CAFE,2512 CLEMENT ST ,San Francisco,CA,94121,37.781988,-122.48625200000001,14153097778,88.0,2018-06-22,routine,2018.0,6.0,85.0,100% DESSERT,2512 CLEMENT
65776,111 MINNA GALLERY,111 MINNA ST,San Francisco,CA,94105,37.787378000000004,-122.39945900000001,14159741719,100.0,2018-05-01,routine,2018.0,5.0,96.0,111 MINNA,111 MINNA
69691,1601 BAR & KITCHEN,1601 HOWARD ST ,San Francisco,CA,94103,,,14153906117,90.0,2018-05-31,routine,2018.0,5.0,84.0,1601 BAR,1601 HOWARD
95361,1608 BISTRO,1608 BUSH  ST,San Francisco,CA,94109,,,14159227887,79.0,2018-05-18,routine,2018.0,5.0,79.0,1608 BISTRO,1608 BUSH
4474,17TH & NOE MARKET,3900 17TH ST ,San Francisco,CA,94114,37.762638,-122.43324199999999,14158636337,96.0,2017-10-11,routine,2017.0,10.0,96.0,17TH &,3900 17TH
64717,18 REASONS,3674 18TH ST ,San Francisco,CA,94110,37.761497999999996,-122.425402,14152419760,92.0,2018-02-28,routine,2018.0,2.0,95.0,18 REASONS,3674 18TH
27350,18TH STREET COMMISSARY,3334 18TH ST ,San Francisco,CA,94110,37.761965000000004,-122.417948,,85.0,2018-06-20,routine,2018.0,6.0,84.0,18TH STREET,3334 18TH
62768,19TH AVE SHELL,1200 19TH AVE ,San Francisco,CA,94122,37.765421,-122.47725600000001,14156612276,90.0,2018-04-30,routine,2018.0,4.0,80.0,19TH AVE,1200 19TH
70856,"20 SPOT MISSION, LLC",3565 20TH ST ,San Francisco,CA,94110,,,14159350622,96.0,2018-05-10,routine,2018.0,5.0,93.0,20 SPOT,3565 20TH
73902,20TH CENTURY CAFE,198 GOUGH ST ,San Francisco,CA,94102,,,,94.0,2017-11-01,routine,2017.0,11.0,92.0,20TH CENTURY,198 GOUGH
71286,21 TASTE HOUSE,1109 OCEAN AVE ,San Francisco,CA,94112,37.723461,-122.454226,14159392233,90.0,2018-03-02,routine,2018.0,3.0,93.0,21 TASTE,1109 OCEAN
3397,21ST AMENDMENT BREWERY CAFE,563 02ND ST ,San Francisco,CA,94107,37.782364,-122.39266200000002,14157771400,94.0,2017-03-22,routine,2017.0,3.0,94.0,21ST AMENDMENT,563 02ND
83808,2227 IRVING SEAFOOD MARKET INC,2227 IRVING ST ,San Francisco,CA,94122,,,14152165212,82.0,2017-09-27,routine,2017.0,9.0,79.0,2227 IRVING,2227 IRVING
82232,"24 HOUR FITNESS CLUB, #273",3951 ALEMANY BLVD ,San Francisco,CA,94132,,,14159184746,96.0,2018-02-14,routine,2018.0,2.0,92.0,24 HOUR,3951 ALEMANY
7651,24 HR CONVENIENCE MKT,793 DIVISADERO ST ,San Francisco,CA,94117,37.776594,-122.438144,14155636118,100.0,2018-04-05,routine,2018.0,4.0,100.0,24 HR,793 DIVISADERO
7457,24TH STREET CHEESE COMPANY,3893 24TH ST ,San Francisco,CA,94114,37.751564,-122.429369,14158216658,96.0,2018-04-18,routine,2018.0,4.0,96.0,24TH STREET,3893 24TH
5185,260 GOLDEN GATE FAMILY RESIDENCE,260 GOLDEN GATE AVE,San Francisco,CA,94102,37.781791999999996,-122.414891,14152929930,98.0,2018-04-25,routine,2018.0,4.0,99.0,260 GOLDEN,260 GOLDEN
60644,360 GOURMET BURRITO,50 POST ST #59-60,San Francisco,CA,94104,37.789064,-122.40286100000002,14153984800,92.0,2017-10-30,routine,2017.0,10.0,91.0,360 GOURMET,50 POST
6018,3RD BAPTIST FELLOWSHIP HALL,1399 MCALLISTER ST ,San Francisco,CA,94115,37.778233,-122.43467700000001,,96.0,2018-07-11,routine,2018.0,7.0,98.0,3RD BAPTIST,1399 MCALLISTER
85495,3RD COUSIN,919 CORTLAND AVE ,San Francisco,CA,94110,,,14158143709,100.0,2018-01-16,routine,2018.0,1.0,100.0,3RD COUSIN,919 CORTLAND
60984,3RD FLOOR BANQUET KITCHEN,181 03RD ST ,San Francisco,CA,94103,37.785207,-122.40062900000001,14157775300,90.0,2017-11-13,routine,2017.0,11.0,87.5,3RD FLOOR,181 03RD
3864,3RD STREET GRILL,695 03RD ST ,San Francisco,CA,94107,37.779063,-122.39295200000001,14155380804,80.0,2017-09-18,routine,2017.0,9.0,80.0,3RD STREET,695 03RD
76962,4505 BURGERS AND BBQ,705 DIVISADERO ST ,San Francisco,CA,94117,,,14152553094,83.0,2018-04-05,routine,2018.0,4.0,85.0,4505 BURGERS,705 DIVISADERO
75407,49 SQUARE CATERING,1760 CESAR CHAVEZ ST M,San Francisco,CA,94124,,,14158345348,89.0,2017-05-22,routine,2017.0,5.0,89.0,49 SQUARE,1760 CESAR
88741,499 TAPROOT,409 ILLINOIS ST.,San Francisco,CA,94158,,,14153333341,92.0,2017-05-17,routine,2017.0,5.0,92.0,499 TAPROOT,409 ILLINOIS
70685,5 DEGREE TEA HOUSE,2527 SAN BRUNO AVE ,San Francisco,CA,94134,37.729753,-122.40446999999999,14158288233,86.0,2017-12-12,routine,2017.0,12.0,88.0,5 DEGREE,2527 SAN
93888,505 PINTEREST DINING GARAGE LEVEL KITCHEN AND 2ND FLOOR STAGING,505 BRANNAN ST GARAGE LEVEL,San Francisco,CA,94105,,,14152541313,89.0,2018-03-30,routine,2018.0,3.0,89.0,505 PINTEREST,505 BRANNAN
94119,505 PINTEREST RETAIL,505 BRANNAN ST 1ST FLOOR,San Francisco,CA,94105,,,14152541313,96.0,2018-03-30,routine,2018.0,3.0,96.0,505 PINTEREST,505 BRANNAN
58637,54 MINT WINE BAR,16 MINT PLAZA  ,San Francisco,CA,94103,37.782777,-122.407877,14158124991,96.0,2018-03-28,routine,2018.0,3.0,94.5,54 MINT,16 MINT
40185,5A5 STEAK LOUNGE,244 JACKSON ST,San Francisco,CA,94111,37.796921000000005,-122.40003899999999,,94.0,2018-06-22,routine,2018.0,6.0,94.0,5A5 STEAK,244 JACKSON
84813,5TH AVENUE DELI & MARKET,4 EMBARCADERO CENTER  ,San Francisco,CA,94111,,,14154550995,100.0,2017-12-13,routine,2017.0,12.0,92.0,5TH AVENUE,4 EMBARCADERO
38072,6001 CALIFORNIA MARKET,6001 CALIFORNIA ST ,San Francisco,CA,94121,37.783984000000004,-122.48196899999999,14152217600,73.0,2017-08-03,routine,2017.0,8.0,77.5,6001 CALIFORNIA,6001 CALIFORNIA
74671,7 ELEVEN #2366-24139C,3998 18TH ST ,San Francisco,CA,94114,,,14155528611,94.0,2017-10-11,routine,2017.0,10.0,94.0,7 ELEVEN,3998 18TH
93856,7 ELEVEN #2366-35663H,690 MARKET ST ,San Francisco,CA,94104,,,,90.0,2018-03-06,routine,2018.0,3.0,90.0,7 ELEVEN,690 MARKET
70486,7 ELEVEN #2366-35696A,221 SANSOME ST ,San Francisco,CA,94104,,,14153833434,86.0,2018-06-06,routine,2018.0,6.0,86.0,7 ELEVEN,221 SANSOME
76958,7 ELEVEN #2366-35722A,4850 GEARY BLVD ,San Francisco,CA,94118,,,14159336276,86.0,2017-10-16,routine,2017.0,10.0,85.0,7 ELEVEN,4850 GEARY
71534,7 ELEVEN #2366-36039A,644 MISSION ST ,San Francisco,CA,94105,,,14156180309,92.0,2018-01-23,routine,2018.0,1.0,91.0,7 ELEVEN,644 MISSION
93993,7 ELEVEN #2366-36486H,195 PINE ST ,San Francisco,CA,94111,,,14153348040,86.0,2018-05-11,routine,2018.0,5.0,86.0,7 ELEVEN,195 PINE
91830,7 ELEVEN 2366-20643D,2000 OCEAN AVE ,San Francisco,CA,94127,,,14158727111,84.0,2018-02-27,routine,2018.0,2.0,87.0,7 ELEVEN,2000 OCEAN
76957,7 ELEVEN STORE #2366-22627D,5100 GEARY BLVD ,San Francisco,CA,94118,,,14157501711,86.0,2017-10-26,routine,2017.0,10.0,86.0,7 ELEVEN,5100 GEARY
83648,7 ELEVEN STORE #2366-39475B,3400 MISSION  ,San Francisco,CA,94110,,,14153669912,78.0,2017-12-18,routine,2017.0,12.0,83.0,7 ELEVEN,3400 MISSION
4665,7-ELEVEN #20473,2222 TARAVAL ST ,San Francisco,CA,94116,37.742447999999996,-122.49003200000001,14156654747,96.0,2017-10-16,routine,2017.0,10.0,95.0,7-ELEVEN #20473,2222 TARAVAL
67063,7-ELEVEN #2366-34977,527 SUTTER ST ,San Francisco,CA,94102,37.789118,-122.409048,14158286511,92.0,2018-05-02,routine,2018.0,5.0,82.0,7-ELEVEN #2366-34977,527 SUTTER
4859,7-ELEVEN STORE 2230-23342E,3080 SAN JOSE AVE ,San Francisco,CA,94112,37.709683,-122.457571,14159949200,88.0,2018-04-16,routine,2018.0,4.0,89.0,7-ELEVEN STORE,3080 SAN
9631,7-ELEVEN STORE 2231-33429A,43 DRUMM ST,San Francisco,CA,94111,37.794066,-122.39653500000001,14154950740,88.0,2018-06-07,routine,2018.0,6.0,86.5,7-ELEVEN STORE,43 DRUMM
9727,7-ELEVEN STORE 2231-33434T,711 MARKET STREET,San Francisco,CA,94103,37.787287,-122.40388200000001,14154682863,90.0,2017-11-14,routine,2017.0,11.0,92.0,7-ELEVEN STORE,711 MARKET
10986,7-ELEVEN STORE 2231-33437T,217 SUTTER ST,San Francisco,CA,94108,37.789721,-122.40426799999999,14153620590,92.0,2017-12-04,routine,2017.0,12.0,92.0,7-ELEVEN STORE,217 SUTTER
33145,"7-ELEVEN, STORE 2231-33006B",2650 MASON ST ,San Francisco,CA,94133,37.807888,-122.414027,14153917499,94.0,2018-03-22,routine,2018.0,3.0,92.0,"7-ELEVEN, STORE",2650 MASON
33056,"7-ELEVEN, STORE 2231-33501",564 MARKET ST,San Francisco,CA,94104,37.789575,-122.401091,14159563368,85.0,2017-09-12,routine,2017.0,9.0,86.0,"7-ELEVEN, STORE",564 MARKET
36570,"7-ELEVEN, STORE 2366-21389F",2200 BAYSHORE BLVD ,San Francisco,CA,94134,37.712165999999996,-122.402934,14154688646,86.0,2017-11-02,routine,2017.0,11.0,85.5,"7-ELEVEN, STORE",2200 BAYSHORE
18800,7-MISSION RESTAURANT,150 07TH ST ,San Francisco,CA,94103,37.778546999999996,-122.41013000000001,14158613298,92.0,2017-12-13,routine,2017.0,12.0,86.5,7-MISSION RESTAURANT,150 07TH
87285,707 SUTTER,707 SUTTER ST ,San Francisco,CA,94109,,,14153467979,94.0,2017-07-13,routine,2017.0,7.0,88.0,707 SUTTER,707 SUTTER
35659,77 CHINESE CUISINE,77 BATTERY ST ,San Francisco,CA,94111,37.791984,-122.399754,14153986769,89.0,2017-09-15,routine,2017.0,9.0,77.0,77 CHINESE,77 BATTERY
1568,901 COLUMBUS CAFE,901 COLUMBUS AVE ,San Francisco,CA,94133,37.803056,-122.41418600000002,14152020759,90.0,2018-04-05,routine,2018.0,4.0,91.0,901 COLUMBUS,901 COLUMBUS
94935,94635 BABY BULL CART,24 WILLIE MAYS PL UPPER CF SEC 143,San Francisco,CA,94107,,,14157735128,100.0,2018-04-11,routine,2018.0,4.0,100.0,94635 BABY,24 WILLIE
94635,94635 EMPLOYEE TRAINING ROOM,24 WILLIE MAYS PL ROOM 999,San Francisco,CA,94107,,,14157735128,92.0,2018-03-26,routine,2018.0,3.0,92.0,94635 EMPLOYEE,24 WILLIE
94637,94637 DOGGIE DINER/GREAT HOUSE BEER,24 WILLIE MAYS PL ROOM 2142,San Francisco,CA,,,,14159473211,98.0,2018-03-26,routine,2018.0,3.0,98.0,94637 DOGGIE,24 WILLIE
94640,94640 SAY HEY SAUSAGE/CARVERY,24 WILLIE MAYS PLAZA  RM 2127,San Francisco,CA,94107,,,14159473211,100.0,2018-03-26,routine,2018.0,3.0,100.0,94640 SAY,24 WILLIE
94641,94641 DOGGIE DINER,24 WILLIE MAYS PL RM 5318,San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,94641 DOGGIE,24 WILLIE
94644,94644 DERBY GRILL,24 WILLIE MAYS PL RM 5323,San Francisco,CA,94301,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,94644 DERBY,24 WILLIE
94649,94649 DOGGIE DINER/GARLIC FRIES/TONY'S PIZZA,24 WILLIE MAYS PL RM 1144,San Francisco,CA,94107,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,94649 DOGGIE,24 WILLIE
94652,94652 GILROY GARLIC FRIES,24 WILLIE MAYS PL RM 2118,San Francisco,CA,94107,,,14157735218,100.0,2018-03-26,routine,2018.0,3.0,100.0,94652 GILROY,24 WILLIE
94654,94654 DERBY GRILL/TONY'S PIZZA,24 WILLIE MAYS PL RM 2103,San Francisco,CA,,,,14157988000,94.0,2018-03-26,routine,2018.0,3.0,94.0,94654 DERBY,24 WILLIE
94658,94658 PORTABLE 6,24 WILLIE MAYS  PL,San Francisco,CA,94301,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,94658 PORTABLE,24 WILLIE
94660,94660 PORTABLE 2 POPCORN,24 WILLIE MAYS PL ,San Francisco,CA,94107,,,14159473211,98.0,2018-03-26,routine,2018.0,3.0,98.0,94660 PORTABLE,24 WILLIE
94664,94664 DOGGIE DINER,24 WILLIE MAYS PL RM 2134,San Francisco,CA,94107,,,14157735128,98.0,2018-03-26,routine,2018.0,3.0,98.0,94664 DOGGIE,24 WILLIE
94665,94665 TONY'S PIZZA,24 WILLIE MAYS PL RM. 5314,San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,94665 TONY'S,24 WILLIE
94672,94672 DOGGIE DINER,24 WILLIE MAYS PL 2121,San Francisco,CA,94107,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,94672 DOGGIE,24 WILLIE
94673,94673 GREAT HOUSE OF BREWS,24 WILLIE MAYS PL 2114,San Francisco,CA,94107,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,94673 GREAT,24 WILLIE
94674,94674 DOGGIE DINER,24 WILLIE MAYS PL 2112,San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,94674 DOGGIE,24 WILLIE
94679,94679 DERBY GRILL/GIUSEPPE BAZZURO/MURPH'S PUB/COVE,24 WILLIE MAYS PL RM 3209,San Francisco,CA,94107,,,14157735128,92.0,2018-03-26,routine,2018.0,3.0,92.0,94679 DERBY,24 WILLIE
94686,94686 DERBY GRILL/GIUSEPPE BASSURO/BAR SAN PANCHO/GILROY GARLIC FRIES,24 WILLIE MAYS PL RM 3222,San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,94686 DERBY,24 WILLIE
94694,94694 DERBY GRILL/MISSION STREET TAQUERIA,24 WILLIE MAYS PLAZA  ROOM 2130,San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,94694 DERBY,24 WILLIE
94696,94696 PORTABLE 9 POPCORN,24 WILLIE MAYS PL PROMENADE LEVEL 2,San Francisco,CA,94107,,,14157735128,94.0,2018-03-26,routine,2018.0,3.0,94.0,94696 PORTABLE,24 WILLIE
94760,94760 MAIN KITCHEN,24 WILLIE MAYS PL RM 4.10.03,San Francisco,CA,94107,,,14159473211,87.0,2018-03-26,routine,2018.0,3.0,87.0,94760 MAIN,24 WILLIE
94984,94884 GREAT HOUSE OF BREWS,24 WILLIE MAYS PL VIEW SECT 320 RM 5319,San Francisco,CA,,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,94884 GREAT,24 WILLIE
94906,94906 GOTHAM KITCHEN,24 WILLIE MAYS PL LEVI LANDING,San Francisco,CA,94107,,,14159473211,93.0,2018-03-26,routine,2018.0,3.0,93.0,94906 GOTHAM,24 WILLIE
94912,94912 COGNAC KITCHEN & BAR,24 WILLIE MAYS  RM 3232,San Francisco,CA,94107,,,14159473211,94.0,2018-03-26,routine,2018.0,3.0,94.0,94912 COGNAC,24 WILLIE
94936,94936 MURPH'S PUB,24 WILLIE MAYS PL VIEW SECTION 302,San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,94936 MURPH'S,24 WILLIE
94938,94938 ANCHOR GRILL CART,24 WILLIE MAYS PL UPPER CF SEC 143,San Francisco,CA,94107,,,14157735128,100.0,2018-04-11,routine,2018.0,4.0,98.0,94938 ANCHOR,24 WILLIE
94939,94939 GILROY GARLIC,24 WILLIE MAYS PL PROMENADE LVL SEC 106,San Francisco,CA,94107,,,14157735128,94.0,2018-03-26,routine,2018.0,3.0,94.0,94939 GILROY,24 WILLIE
94943,94943 HEARTH TABLE,24 WILLIE MAYS PL LOWER CENT FD RM 1144,San Francisco,CA,94107,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,94943 HEARTH,24 WILLIE
94946,94946 DERBY GRILL STAND,"24 WILLIE MAYS PL VIEW LEVEL, SECT 311",San Francisco,CA,94107,,,14157735128,89.0,2018-03-26,routine,2018.0,3.0,89.0,94946 DERBY,24 WILLIE
94947,94947 CALIFORNIA COOKOUT CART,24 WILLIE MAYS PL  VIEW LEVEL SECT 317,San Francisco,CA,94107,,,14157735128,93.0,2018-03-26,routine,2018.0,3.0,93.0,94947 CALIFORNIA,24 WILLIE
94970,94970 FIELD CLUB BISTRO,"24 WILLIE MAYS PL FIELD LEVEL, RM. 1.09.04",San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,94970 FIELD,24 WILLIE
94971,94971 GILROY GARLIC STAND,24 WILLIE MAYS PL VIEW LVL SECT 331,San Francisco,CA,,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,94971 GILROY,24 WILLIE
94972,94972 FIELD CLUB LEVEL KITCHEN,24 WILLIE MAYS PL FIELD LEVEL,San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,94972 FIELD,24 WILLIE
94973,94973 BAR SAN PANCHO /DESEL FORD FONGS/WINE BAR,24 WILLIE MAYS PL FIELD LEVEL RM 1.11.11,San Francisco,CA,,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,94973 BAR,24 WILLIE
94974,94974 PRESS DINING & KITCHEN IN-SEAT SERVICE,24 WILLIE MAYS PL CLUB LEVEL,San Francisco,CA,94107,,,14157735128,94.0,2018-03-26,routine,2018.0,3.0,94.0,94974 PRESS,24 WILLIE
94976,94976 WAREHOUSE KITCHEN (INSIDE MAIN WAREHOUSE),24 WILLIE MAYS PL  FIELD LEVEL,San Francisco,CA,94107,,,,90.0,2018-03-26,routine,2018.0,3.0,90.0,94976 WAREHOUSE,24 WILLIE
94977,94977 PORTABLES 2 CARVERY/BBQ,24 WILLIE MAYS PL PROMENADE LVL SECT 112,San Francisco,CA,94107,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,94977 PORTABLES,24 WILLIE
94980,94980 ORLANDOS' CARIBBEAN BBQ,24 WILLIE MAYS PL UPPER CENT FD  SECT 142,San Francisco,CA,94107,,,14155735128,100.0,2018-04-11,routine,2018.0,4.0,100.0,94980 ORLANDOS',24 WILLIE
94981,94981 PORTABLES 2 MCCOVEY'S BBQ,24 WILLIE MAYS PL PROMENADE LVL SECT 110,San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,94981 PORTABLES,24 WILLIE
94982,94982 CRAZY CRAB'Z FOOD CART,24 WILLIE MAYS PL UPPER CENTER FD SEC. 142,San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,94982 CRAZY,24 WILLIE
94983,94983 CHOWDER HOUSE,24 WILLIE MAYS PL UPPER CENT FD SECT 143,San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,94983 CHOWDER,24 WILLIE
95000,95000 DERBY GRILL STAND,24 WILLIE MAYS PL PROMENADE LEVEL RM 2136,San Francisco,CA,94107,,,14157735128,86.0,2018-03-26,routine,2018.0,3.0,86.0,95000 DERBY,24 WILLIE
95040,95040 PORTABLES 9 DOGGIE DINER CART,24 WILLIE MAYS PL PROMENADE LVL NEAR SEC 133,San Francisco,CA,94107,,,14157735128,89.0,2018-03-26,routine,2018.0,3.0,89.0,95040 PORTABLES,24 WILLIE
95071,95071 PORTABLE 1 DOGGIE DINER,24 WILLIE MAYS PL SECTION 106,San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,95071 PORTABLE,24 WILLIE
95079,95079 JUMA VENTURES - COMMISSARY SECTION 5307,24 WILLIE MAYS PL RM 5307,San Francisco,CA,94107,,,14158288785,98.0,2018-03-26,routine,2018.0,3.0,98.0,95079 JUMA,24 WILLIE
95093,95093 POPCORN STAND,"24 WILLIE MAYS PL PROMENADELVL, SECT 126",San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,95093 POPCORN,24 WILLIE
95102,95102 PORTABLE EDSEL FORDFONG CART,"24 WILLIE MAYS PL PROMENADE LVL, SECT 117",San Francisco,CA,94107,,,14157735128,96.0,2018-04-11,routine,2018.0,4.0,98.0,95102 PORTABLE,24 WILLIE
95107,95107 PORTABLE 4 CHICAGO DOG/ROASTED PEANUT CART,24 WILLIE MAYS PL PROMENADE LVL SEC 117,San Francisco,CA,94107,,,14157735128,93.0,2018-03-26,routine,2018.0,3.0,93.0,95107 PORTABLE,24 WILLIE
95113,95113 3RD BASE PANTRY,"24 WILLIE MAYS PL STE LVL 48, RM 4.21.02",San Francisco,CA,94107,,,14157735128,92.0,2018-03-26,routine,2018.0,3.0,92.0,95113 3RD,24 WILLIE
95116,95116 DOG HOUSE FOOD CART,"24 WILLIE MAYS PL CLUB LEVEL, RM 232",San Francisco,CA,94107,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,95116 DOG,24 WILLIE
95117,95117 PREMIUM COMMISSARY ROOM,24 WILLIE MAYS PL FIELD LEVEL,San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,95117 PREMIUM,24 WILLIE
95118,95118 PORTABLES 3  DA POKE-MAN,"24 WILLIE MAYS PL PROMENADE LEVEL, SEC 114",San Francisco,CA,94107,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,95118 PORTABLES,24 WILLIE
95137,95137 GARDEN TABLE,24 WILLIE MAYS PL LOWER CENT FD,San Francisco,CA,94107,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,95137 GARDEN,24 WILLIE
95142,95142 PORTABLE 13 POPCORN CART,"24 WILLIE MAYS PL LOWER CENT FD, SECT 142",San Francisco,CA,94107,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,95142 PORTABLE,24 WILLIE
95160,95160 OUTTAHERE CHEESE STEAK,"24 WILLIE MAYS PL UPPER CENT FD, SECT 143",San Francisco,CA,94107,,,14157735128,98.0,2018-04-11,routine,2018.0,4.0,98.0,95160 OUTTAHERE,24 WILLIE
95190,95190 WILILE MAYS PLAZA BAR,24 WILLIE MAYS PL FIELD LEVEL,San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,95190 WILILE,24 WILLIE
95194,95194 DOGGIE DINER CART,"24 WILLIE MAYS PL VIEW LVL, SECT 331",San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,95194 DOGGIE,24 WILLIE
95201,95201 ZACH'S DELI,24 WILLIE MAYS PL FIELD LVL RM. 1.11.11,San Francisco,CA,94107,,,14157733211,89.0,2018-03-26,routine,2018.0,3.0,89.0,95201 ZACH'S,24 WILLIE
95202,95202 MISSION STREET NACHO CART,"24 WILLIE MAYS PL VIEW LVL, SECT 314",San Francisco,CA,94107,,,14157735128,93.0,2018-03-26,routine,2018.0,3.0,93.0,95202 MISSION,24 WILLIE
95205,95205 POPCORN CART,"24 WILLIE MAYS PL VIEW LVL, SECT 324",San Francisco,CA,94107,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,95205 POPCORN,24 WILLIE
95206,95206 KING STREET CARVERY (SOUP) CART,24 WILLIE MAYS PL VIEW LVL SECT 317,San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,95206 KING,24 WILLIE
95209,95209  POPCORN CART,24 WILLIE MAYS PL VIEW LVL SECT 331,San Francisco,CA,94107,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,95209 POPCORN,24 WILLIE
95212,95212 DOGGIE DINER,"24 WILIE MAYS PL CLUB LVL, SECT 228",San Francisco,CA,94107,,,,92.0,2018-03-26,routine,2018.0,3.0,92.0,95212 DOGGIE,24 WILIE
95215,95215  CARVERY CART,"24 WILLIE MAYS PLAZA  CLUB LVL, SECT 232",San Francisco,CA,94107,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,95215 CARVERY,24 WILLIE
95216,95216 - BALLPARK SNACKS STAND,24 WILLIE MAYS PLAZA PL FIELD LEVEL 1.11.11,San Francisco,CA,94107,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,95216 -,24 WILLIE
95219,95219 DOGGIE DINER,"24 WILLIE MAYS PL VIEW LVL, SECT 310",San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,95219 DOGGIE,24 WILLIE
95222,95222 - V-4 KING STREET CARVERY (CART),24 WILLIE MAYS PLAZA  VIEW LVL SECT 317,San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,95222 -,24 WILLIE
95224,95224 DOGGIE DINER,"24 WILLIE MAYS PL VIEW LVL, SECT 325",San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,95224 DOGGIE,24 WILLIE
95228,95228 THE CARVERY,24 WILLIE MAYS PL CLUB LVL RM 3210,San Francisco,CA,94107,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,95228 THE,24 WILLIE
95229,95229 OUTTA HERE CHEESESTEAK,24 WILLIE MAYS PL VIEW LVL SECT 318,San Francisco,CA,94107,,,14157735128,100.0,2018-03-26,routine,2018.0,3.0,100.0,95229 OUTTA,24 WILLIE
95231,95231 DOGGIE DINER CART,24 WILLIE MAYS PL VIEW LVL SECT 307,San Francisco,CA,94107,,,14157735128,92.0,2018-03-26,routine,2018.0,3.0,92.0,95231 DOGGIE,24 WILLIE
95232,95232 SAY HEY SAUSAGE CART,24 WILLIE MAYS PL VIEW LVL SECT 326,San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,95232 SAY,24 WILLIE
95235,95235 FARMERS MARKET/SNACK,24 WILLIE MAYS PL CLUB LVL SECT 219,San Francisco,CA,94107,,,14157735128,94.0,2018-03-26,routine,2018.0,3.0,94.0,95235 FARMERS,24 WILLIE
95239,95239 POPCORN CART,24 WILLIE MAYS PL VIEW LVL  SECT 307,San Francisco,CA,94107,,,14157735128,96.0,2018-03-26,routine,2018.0,3.0,96.0,95239 POPCORN,24 WILLIE
