,formatted_address,input_string,latitude,longitude,name,number_of_results,price_level,rating,status
1462,"4243 18th St, San Francisco, CA 94114, USA",takara sushi sf inc,37.7606628,-122.4367977,Takara Sushi,1,2.0,4.4,OK
1463,"600 Kearny St, San Francisco, CA 94108, USA",sushi taka,37.793734,-122.404451,Sushi Taka,1,1.0,4.5,OK
1464,"1530 Howard St, San Francisco, CA 94103, USA",soma fresh meat and deli,37.7728719,-122.4162759,Ted’s Market,1,1.0,4.8,OK
1465,"1541 Taraval, San Francisco, CA 94116, USA",king of thai noodle cafe,37.7424837,-122.482775,King of Thai Noodle,1,1.0,4.1,OK
1466,"1599 Haight St # A, San Francisco, CA 94117, USA",burger urge,37.7697295,-122.4483983,Burger Urge,1,2.0,3.5,OK
1467,"601 Union St, San Francisco, CA 94133, USA",original joes,37.800249,-122.40934,Original Joe's,1,2.0,4.4,OK
1468,"1059 Powell St, San Francisco, CA 94108, USA",navin thai restaurant,37.7945321,-122.4099347,Navin Thai Restaurant,1,2.0,4.4,OK
1469,"346 Clement St, San Francisco, CA 94118, USA",kings thai cuisine,37.7832505,-122.4631342,King's Thai Cuisine #2,2,,4.0,OK
1470,"826 Folsom St, San Francisco, CA 94107, USA",zero zero,37.7816139,-122.4019456,Zero Zero,1,2.0,4.3,OK
1471,"43 Sutter St, San Francisco, CA 94104, USA",per diem,37.7900028,-122.4012674,Per Diem,1,2.0,4.3,OK
1472,"2019, 407 Castro St, San Francisco, CA 94114, United States",hot cookie,37.762297,-122.434934,Hot Cookie,1,1.0,4.3,OK
1473,"335 Kearny St, San Francisco, CA 94108, USA",foundation coffee,37.7912868,-122.4043555,Foundation Cafe,1,1.0,4.3,OK
1474,"1700 Owens St, San Francisco, CA 94158, USA",espostos delicatessen,37.76686480000001,-122.3931722,Esposto's Delicatessen,2,1.0,3.8,OK
1475,"883 Bush St, San Francisco, CA 94108, USA",city chopsticks,37.7896234,-122.4117443,City Chopsticks,1,1.0,3.9,OK
1476,"4041 Judah St, San Francisco, CA 94122, USA",thai cottage restaurant,37.760258,-122.5055504,Thai Cottage Restaurant,1,2.0,4.6,OK
1477,,subway sandwiches #43011,,,,0,,,REQUEST_DENIED
1478,"930 Stockton St, San Francisco, CA 94108, USA",yummy dim sum fast food llc,37.7944856,-122.407807,Yummy Dim Sum & Fast Food,1,,3.5,OK
1479,"1541 Clement St, San Francisco, CA 94118, USA",chomp and swig,37.7823036,-122.476811,Chomp N' Swig,1,,4.5,OK
1480,"503 33rd Ave, San Francisco, CA 94121, USA",happy yogurt,37.77929840000001,-122.4934263,Happy Yogurt,1,,4.6,OK
1481,"1054 Taraval, San Francisco, CA 94116, USA",new taraval cafe,37.743087,-122.4777317,New Taraval Cafe,1,1.0,4.6,OK
1482,"1890 Fillmore St, San Francisco, CA 94115, USA",fillmore bakeshop,37.7869053,-122.433338,Fillmore Bakeshop,1,2.0,4.7,OK
1483,,hahns hibachi #2,,,,0,,,REQUEST_DENIED
1484,"613 Faxon Ave, San Francisco, CA 94112, USA",champa garden,37.7250585,-122.4600323,Champa Garden Restaurant,2,1.0,4.2,OK
1485,"1823 Clement St, San Francisco, CA 94121, USA",lung fung bakery,37.7821873,-122.4788678,Lung Fung Bakery,1,1.0,4.4,OK
1486,"1901 Divisadero St, San Francisco, CA 94115, USA",my ivy corp,37.7872071,-122.4405424,My Ivy,1,2.0,4.0,OK
1487,"70 Mission St, San Francisco, CA 94105, USA",mixt greens,37.79292350000001,-122.393926,Mixt,1,,3.8,OK
1488,"560 Mission St, San Francisco, CA 94105, USA",mixt greens,37.7887925,-122.3991604,Mixt,1,1.0,4.4,OK
1489,"3176 17th St, San Francisco, CA 94110, USA",mission bowling club,37.763927,-122.416716,Mission Bowling Club,1,,4.4,OK
1490,"499 Dolores St, San Francisco, CA 94110, USA",namu gaji,37.7615907,-122.4258785,Namu Gaji,1,2.0,4.3,OK
1491,"3170 16th St, San Francisco, CA 94103, USA",big lantern,37.7650406,-122.4234894,Big Lantern,1,1.0,4.0,OK
1492,"2730 21st St, San Francisco, CA 94110, USA",asiento inc,37.757748,-122.4094698,Asiento,1,2.0,4.4,OK
1493,"2893 Mission St, San Francisco, CA 94110, USA",elsys restaurant,37.7508082,-122.4181998,Elsy's Restaurant,1,,4.0,OK
1494,"2113, 1032 Clement St, San Francisco, CA 94118, United States",cafe la flore,37.78285040000001,-122.4705927,CAFE LA FLORE,2,1.0,4.5,OK
1495,"332 Main St, Middletown, CT 06457, USA",cafe la fiore ii,41.5609676,-72.6498302,Fiore II Restaurant,1,2.0,4.6,OK
1496,"746 Valencia St, San Francisco, CA 94110, USA",outfit generic,37.7609184,-122.4217133,Craftsman and Wolves,1,2.0,4.5,OK
1497,"746 Valencia St, San Francisco, CA 94110, USA",craftsman and wolves,37.7609184,-122.4217133,Craftsman and Wolves,1,2.0,4.5,OK
1498,"2301 Mission St, San Francisco, CA 94110, USA",cholo soy,37.7600874,-122.4188975,Cholo Soy,1,1.0,4.6,OK
1499,"1707 Buchanan St, San Francisco, CA 94115, USA",kippu japanese restaurant,37.78590570000001,-122.4300048,Kippu,1,2.0,4.2,OK
1500,"50 Phelan Ave, San Francisco, CA 94112, USA",the lunch box,37.7257175,-122.4494566,Lunch Box,1,,3.0,OK
1501,,cafe creme de hayes valley llc,,,,0,,,ZERO_RESULTS
1502,"953 Mission St, San Francisco, CA 94103, USA",jt restaurant catering,37.7815594,-122.4074101,JT Restaurant,1,,4.6,OK
1503,"1737 Post St, San Francisco, CA 94115, USA",isobune sushi sf,37.785329,-122.430369,Isobune®,1,2.0,3.8,OK
1504,"431 Balboa St, San Francisco, CA 94118, USA",sushi bistro,37.7770248,-122.463528,Sushi Bistro,1,2.0,4.4,OK
1505,"817 Terry A Francois Blvd, San Francisco, CA 94158, USA",mission rock resort,37.7655097,-122.3865273,Mission Rock Resort,1,2.0,4.3,OK
1506,"500 Presidio Ave, San Francisco, CA 94115, USA",ellas cafe,37.7871339,-122.4466032,Ella's American Kitchen,1,2.0,3.9,OK
1507,,subway #53761,,,,0,,,REQUEST_DENIED
1508,,subway sandwich #56406,,,,0,,,REQUEST_DENIED
1509,"1477 Van Ness Ave, San Francisco, CA 94109, USA",dolce amore,37.7892613,-122.4224007,Dolce Amore,1,,4.6,OK
1510,"251 Geary St, San Francisco, CA 94102, USA",tout sweet patisserie,37.7870532,-122.4073489,Tout Sweet Patisserie,1,2.0,3.8,OK
1511,"3100 24th St, San Francisco, CA 94110, USA",sidewalk juice,37.752617,-122.4142686,Sidewalk Juice,2,,4.4,OK
1512,"2237 Polk St, San Francisco, CA 94109, USA",blue barn garmet,37.7975068,-122.422358,Blue Barn Polk St,1,2.0,4.6,OK
1513,"56 Belden Pl, San Francisco, CA 94104, USA",sauce belden,37.7914827,-122.4036801,Sauce: Belden Place,1,2.0,4.2,OK
1514,"3512 Balboa St, San Francisco, CA 94121, USA",the sweet house,37.7759096,-122.49649,Sweet House,1,,3.3,OK
1515,"3319 Balboa St, San Francisco, CA 94121, USA",shanghai dumpling king,37.7756759,-122.4945151,Shanghai Dumpling King,2,1.0,4.2,OK
1516,"5423 Geary Blvd, San Francisco, CA 94121, USA",swamp,37.7801157,-122.4777,Swamp,1,2.0,4.0,OK
1517,"100 Drumm St, San Francisco, CA 94111, USA",breaking bread sandwiches,37.7952708,-122.395987,Breaking Bread,1,1.0,3.7,OK
1518,,afc sushi  mollie stones #9,,,,0,,,REQUEST_DENIED
1519,,afc sushi  safeway #1507,,,,0,,,REQUEST_DENIED
1520,,afc sushi  mollie stones #2,,,,0,,,REQUEST_DENIED
1521,,afc sushi  safeway #1711,,,,0,,,REQUEST_DENIED
1522,,afc sushi  safeway #1206,,,,0,,,REQUEST_DENIED
1523,"1530 Haight St, San Francisco, CA 94117, USA",afc sushi  haight street mkt,37.7700314,-122.4476108,Haight Street Market,1,,4.6,OK
1524,,afc sushi  safeway #4601,,,,0,,,REQUEST_DENIED
1525,"550 Valencia St, San Francisco, CA 94110, USA",west of pecos,37.764038,-122.4220361,West of Pecos,1,2.0,4.3,OK
1526,"865 Market St, San Francisco, CA 94103, USA",sarku japan,37.7838682,-122.4069162,Sarku Japan,1,1.0,3.6,OK
1527,"3251 20th Ave, Spc 25E, San Francisco, CA 94132, United States",great steak and potato,37.7280142,-122.4765936,Great Steak,1,1.0,3.4,OK
1528,"3150 24th St, San Francisco, CA 94110, USA",wise sons delicatessen,37.7525328,-122.4153339,Wise Sons Jewish Delicatessen,1,2.0,4.3,OK
1529,"3416 Balboa St, San Francisco, CA 94121, USA",chinos taqueria inc,37.7759286,-122.4955488,Chino's Taqueria,2,1.0,4.5,OK
1530,"710 Commercial St, San Francisco, CA 94108, USA",slurp ramen,37.7941017,-122.405088,Slurp Ramen,1,1.0,4.2,OK
1531,"5420 Geary Blvd, San Francisco, CA 94121, USA",joes ice cream,37.7806082,-122.4777419,Joe's Ice Cream,1,1.0,4.4,OK
1532,"2139 Lombard St, San Francisco, CA 94123, USA",marina pizza  pasta,37.7996315,-122.4366761,Marina Pizza & Caffe,1,1.0,4.2,OK
1533,"848 Washington St, San Francisco, CA 94108, USA",san sun restaurant,37.7951336,-122.4072338,San Sun Restaurant,1,1.0,3.8,OK
1534,,torrez taqueria incorporated,,,,0,,,ZERO_RESULTS
1535,"2150 Chestnut St, San Francisco, CA 94123, USA",blackwood thai,37.80064309999999,-122.4387826,Blackwood,1,2.0,4.5,OK
1536,"1609 Polk St, San Francisco, CA 94109, USA",dunya bistro,37.7916842,-122.4211318,Dunyā Mediterranean Bistro & Wine Bar,1,2.0,4.4,OK
1537,"736 Valencia St, San Francisco, CA 94110, USA",mission cheese,37.7611592,-122.4217422,Mission Cheese,1,2.0,4.6,OK
1538,"1630 Holloway Ave, San Francisco, CA 94132, USA",peets coffee  tea,37.7213532,-122.4783301,Peet's Coffee,1,1.0,4.1,OK
1539,"1760 Cesar Chavez, San Francisco, CA 94124, USA",49 square catering,37.7503099,-122.3949679,49 Square Catering,1,,5.0,OK
1540,"981 Geneva Ave, San Francisco, CA 94112, USA",geneva bubble tea,37.7159146,-122.4395598,Nameless Tea & Coffee,2,1.0,4.3,OK
1541,"30 Steuart St, San Francisco, CA 94105, USA",wine  wall,37.7939114,-122.3943659,Wine & Wall,1,,4.6,OK
1542,"670 Larkin St, San Francisco, CA 94109, USA",chairman sf llc,37.7840687,-122.4175938,The Chairman,1,1.0,4.4,OK
1543,"1923 Fillmore St, San Francisco, CA 94115, USA",roam artisan burgers,37.78768,-122.433873,Roam Artisan Burgers,2,2.0,4.5,OK
1544,"895 Blue Gentian Rd, Eagan, MN 55121, USA",sushi avenue inc,44.8599986,-93.1305283,Sushi Avenue,1,,3.1,OK
1545,"733 Washington St, San Francisco, CA 94108, USA",washington cafe,37.795119,-122.406091,Washington Bakery & Restaurant,1,1.0,3.6,OK
1546,"2348 Mission St, San Francisco, CA 94110, USA",little heaven deli,37.7594684,-122.4194361,Little Heaven,1,1.0,4.7,OK
1547,"1551 Mission St, San Francisco, CA 94103, USA",grandmas deli  cafe,37.7733733,-122.4179897,Grandma’s Deli & Cafe,1,1.0,4.6,OK
1548,"1916 Hyde St, San Francisco, CA 94109, USA",elephant sushi,37.79868039999999,-122.4189038,Elephant Sushi,1,2.0,4.6,OK
1549,"380 Golden Gate Ave, San Francisco, CA 94102, USA",elephant sushi 2,37.7816058,-122.4169132,Elephant Sushi,1,2.0,4.1,OK
1550,"705 Geary St, San Francisco, CA 94109, USA",elephant sushi 3,37.7863236,-122.4150484,Elephant Sushi,1,2.0,4.6,OK
1551,"1532 Noriega St, San Francisco, CA 94122, USA",new jumbo seafood restaurant,37.7542207,-122.4803432,Jumbo Seafood Restaurant,1,,3.9,OK
1552,"783 Mission St, San Francisco, CA 94103, USA",super duper,37.7848155,-122.4035366,Super Duper Burgers,1,1.0,4.5,OK
1553,"2314 Clement St, San Francisco, CA 94121, USA",ilana cafe,37.7822408,-122.4842038,Ilana Coffee,1,1.0,4.6,OK
1554,"550 Gough St, San Francisco, CA 94102, USA",hayes valley bakeworks,37.778576,-122.423133,Hayes Valley Bakeworks,1,,4.5,OK
1555,"668 Sacramento St, San Francisco, CA 94111, USA",vanda siam restaurant llc,37.793728,-122.404094,Vanda Siam Restaurant,1,2.0,4.0,OK
1556,"665 Valencia St, San Francisco, CA 94110, USA",mau restaurant,37.7622249,-122.4213877,Mau,1,,4.3,OK
1557,"1655 Post St, San Francisco, CA 94115, USA",seoul garden restaurant,37.7853418,-122.4290293,Seoul Garden,1,2.0,3.5,OK
1558,"3166 24th St, San Francisco, CA 94110, USA",chili cha cha 2,37.7525298,-122.4156731,Chili Cha Cha 2,1,1.0,4.4,OK
1559,"939 N Hill St, Los Angeles, CA 90012, USA",melody lounge,34.065617,-118.23833,Melody Lounge,1,,4.3,OK
1560,"2527 San Bruno Ave, San Francisco, CA 94134, USA",5 degree tea house,37.7298428,-122.4044093,Five Degree Tea House,1,1.0,4.3,OK
1561,"700 Geary St, San Francisco, CA 94109, USA",angel cafe and deli,37.7866311,-122.4150054,Angel Cafe & Deli,1,1.0,4.5,OK
1562,"2512, 524 Castro St, San Francisco, CA 94114, United States",wasabi bistro japanese restaur,37.7604163,-122.4351905,Wasabi Bistro,1,2.0,4.1,OK
1563,"333 Fulton St, San Francisco, CA 94102, USA",plaj,37.778631,-122.4222582,Pläj,1,3.0,4.6,OK
1564,"721 Market St, San Francisco, CA 94103, USA",super duper,37.7868541,-122.4039683,Super Duper Burgers,1,1.0,4.4,OK
1565,"361 W Portal Ave, San Francisco, CA 94127, USA",tsings chinese restaurant,37.737099,-122.469843,Tsing's Chinese Restaurant,1,2.0,3.9,OK
1566,"1319, 2174 Market St, San Francisco, CA 94114, United States",thomas john events,37.7667464,-122.4306068,Swedish American Hall,1,,4.6,OK
1567,"290 Townsend St, San Francisco, CA 94107, USA",lindas catering,37.777788,-122.3947213,Linda's Catering,1,,2.0,OK
1568,"101 Montgomery St, San Francisco, CA 94104, USA",coffee bar montgomery,37.7905542,-122.402417,Coffee Bar Montgomery,1,,4.5,OK
1569,"1601 Howard St, San Francisco, CA 94103, USA",1601 bar  kitchen,37.7715191,-122.4168617,1601 Bar & Kitchen,1,3.0,4.5,OK
1570,"5173 Mission St, San Francisco, CA 94112, USA",el portenio i restaurant,37.715818,-122.441182,El Porteño Chifa Peruano,1,,4.2,OK
1571,"377 Bay St, San Francisco, CA 94133, USA",goodfellas pizzeria  grill,37.805538,-122.413156,GoodFella's Pizzeria & Grill,1,2.0,4.2,OK
1572,"2036 Lombard St, San Francisco, CA 94123, USA",stock in trade,37.800139,-122.4354923,Stock in Trade,1,2.0,4.1,OK
1573,"4416 18th St, San Francisco, CA 94114, USA",mama jis,37.7608172,-122.4386864,Mama Ji's,1,2.0,4.5,OK
1574,"1529 Fillmore St, San Francisco, CA 94115, USA",state bird provisions,37.7837089,-122.4329937,State Bird Provisions,1,3.0,4.6,OK
1575,"1708 Haight St, San Francisco, CA 94117, USA",cantata coffee shop,37.76968919999999,-122.450652,Coffee Cantata,1,,4.1,OK
1576,"726 Clement St, San Francisco, CA 94118, USA",chili house inc,37.7830045,-122.4671401,Chili House SF,1,2.0,4.3,OK
1577,"199 Gough St, San Francisco, CA 94102, USA",rich table,37.7748683,-122.422826,Rich Table,1,3.0,4.7,OK
1578,,burger king #4474,,,,0,,,REQUEST_DENIED
1579,"11 Walter U Lum Pl, San Francisco, CA 94108, USA",golden star vietnamese restuar,37.7945363,-122.4058035,Golden Star Vietnamese Restaurant,1,1.0,4.3,OK
1580,"1653 Polk St, San Francisco, CA 94109, USA",co nam,37.7921108,-122.4211478,Co Nam,1,2.0,4.2,OK
1581,"2049 Irving St, San Francisco, CA 94122, USA",uncle bennys donut  bagel,37.7633036,-122.4802071,Uncle Benny's Donut & Bagel,1,1.0,4.5,OK
1582,"845 Market St, San Francisco, CA 94103, USA",charleys grilled subs,37.784424,-122.405843,Charleys Philly Steaks,1,1.0,3.9,OK
1583,"417 Clement St, San Francisco, CA 94118, USA",cafe bunn mi,37.7828777,-122.4637294,Cafe Bunn Mi,1,1.0,4.4,OK
1584,"475 Sacramento St, San Francisco, CA 94111, USA",il canto cafe,37.7938394,-122.4004678,Il Canto Cafe,1,1.0,4.3,OK
1585,"2450 Clement St, San Francisco, CA 94121, USA",daigo sushi,37.7821208,-122.485849,Daigo Sushi,1,2.0,4.6,OK
1586,,streat cervezas llc,,,,0,,,ZERO_RESULTS
1587,"612 O'Farrell St, San Francisco, CA 94109, USA",lahore karahi,37.785714,-122.415055,Lahore Karahi Pakistani Indian Cuisine,1,1.0,4.1,OK
1588,"3108 16th St, San Francisco, CA 94103, USA",giordano bros,37.7650551,-122.4223095,Giordano Bros.,1,1.0,4.4,OK
1589,"3499 16th St, San Francisco, CA 94114, USA",kitchen story cafe,37.7641822,-122.4306729,Kitchen Story,1,2.0,4.3,OK
1590,"Whole Foods Market, 230 Bay Pl, Oakland, CA 94612, USA",sushi in llc,37.8126965,-122.2608098,"Genji, LLC",1,2.0,4.7,OK
1591,,marcus rios,,,,0,,,ZERO_RESULTS
1592,"768 Jackson St, San Francisco, CA 94133, USA",juicy fruit inc,37.796143,-122.407796,Juicy Fruit,1,,4.8,OK
1593,"1548 Ocean Ave, San Francisco, CA 94112, USA",ming kee restaurant,37.7247247,-122.4590223,Ming Kee Restaurant,1,,4.4,OK
1594,"292 Divisadero St, San Francisco, CA 94117, USA",the little chihuahua mex rest,37.7720579,-122.4369242,The Little Chihuahua,2,1.0,4.3,OK
1595,"3221 Mission St, San Francisco, CA 94110, USA",sweet basil,37.745167,-122.419831,Sweet Basil Thai Cuisine,1,2.0,4.0,OK
1596,"3182 16th St, San Francisco, CA 94103, USA",pakwan restaurant,37.7649905,-122.4236603,Pakwan,1,1.0,4.3,OK
1597,"50 Post St suite 64a, San Francisco, CA 94104, USA",jimmy johns galleria,37.789396,-122.403039,Jimmy John's,2,1.0,3.7,OK
1598,"1177 California St, San Francisco, CA 94108, USA",osso steakhouse,37.7911155,-122.413607,Osso Steakhouse,1,4.0,4.2,OK
1599,"1821, 6255 Geary Blvd, San Francisco, CA 94121, United States",shai lai seafood restaurant,37.77979790000001,-122.4866932,Shai Lai Seafood Restaurant,1,1.0,4.0,OK
1600,"2351 Mission St, San Francisco, CA 94110, USA",gashead tavern,37.7594306,-122.418966,Gashead Tavern,1,2.0,4.1,OK
1601,"805 Columbus Ave, San Francisco, CA 94133, USA",beacon coffee  pantry,37.8022337,-122.4132655,Beacon Coffee & Pantry,1,,4.3,OK
1602,"4318 California St, San Francisco, CA 94118, USA",cafe europa,37.7852135,-122.4638934,Cafe Europa,1,2.0,4.6,OK
1603,"524 Union St, San Francisco, CA 94133, USA",hole in the wall coffee,37.8006578,-122.4082186,HITW Coffee,1,1.0,4.9,OK
1604,"1795 Geary Blvd, San Francisco, CA 94115, USA",the social study,37.7841746,-122.4325035,The Social Study,1,2.0,4.5,OK
1605,"Levi's Plaza, 1255 Battery St #700, San Francisco, CA 94111, USA",parlor 1255,37.8024468,-122.4020911,Parlor 1255,1,1.0,4.5,OK
1606,"2401 Mission St, San Francisco, CA 94110, USA",julies hot dogs,37.7585247,-122.4189027,Julie’s Hot Dogs,1,,4.2,OK
1607,"1 Tillman Pl, San Francisco, CA 94108, USA",hops  hominy,37.7893068,-122.4057346,Hops & Hominy,1,2.0,4.3,OK
1608,"2201 Clement St, San Francisco, CA 94121, USA",honey b inc,37.781982,-122.4828229,Honey B,1,,3.9,OK
1609,"625 Clement St, San Francisco, CA 94118, USA",xiao long bao restaurant,37.7827554,-122.4660234,Xiao Long Bao,1,1.0,4.3,OK
1610,"2886 16th St, San Francisco, CA 94103, USA",pocchuc restaurant,37.7654608,-122.4170937,Poc-Chuc,1,1.0,4.4,OK
1611,"1338 Polk St, San Francisco, CA 94109, USA",fresco pizza  grill,37.7893134,-122.4202434,Fresco Pizza & Shawarma,1,2.0,3.9,OK
1612,"3491 19th St, San Francisco, CA 94110, USA",boba guys,37.760017,-122.4211086,Boba Guys Mission,1,1.0,4.5,OK
1613,"2817 24th St, San Francisco, CA 94110, USA",the roosevelt,37.752674,-122.40862,Roosevelt Tamale Parlor,2,,4.6,OK
1614,"Nguyễn Cư Trinh, An Phú, Ninh Kiều, Cần Thơ, Vietnam",can tho coffee shop,10.0372823,105.7727864,Cafe Cats Tho,1,,4.1,OK
1615,"4101 Judah St, San Francisco, CA 94122, USA",thanh long restaurant,37.76017,-122.5060879,Thanh Long Restaurant,1,3.0,4.5,OK
1616,"642 Irving St, San Francisco, CA 94122, USA",wow naan n curry,37.7642839,-122.4648905,Naan N Curry,1,1.0,3.8,OK
1617,"354 Clement St, San Francisco, CA 94118, USA",shabu house,37.7831271,-122.4632297,Shabu House,2,2.0,4.4,OK
1618,"Pier 3, The Embarcadero, San Francisco, CA 94111, USA",hard water,37.797585,-122.395567,Hard Water,1,,4.4,OK
1619,"720 14th St, San Francisco, CA 94114, USA",cathay express restaurant,37.76780309999999,-122.4295005,Cathay Express Restaurant,1,1.0,4.0,OK
1620,"1039 Ocean Ave, San Francisco, CA 94112, USA",golden ocean quickly,37.7232599,-122.4537923,Quickly,1,1.0,3.4,OK
1621,"716 Kearny St, San Francisco, CA 94108, USA",new garden restaurant inc,37.7947867,-122.4047035,The Garden Restaurant,1,,4.3,OK
1622,"1640 Haight St, San Francisco, CA 94117, USA",sparrow bar and kitchen,37.7698105,-122.4493042,Sparrow Bar and Kitchen,1,2.0,4.0,OK
1623,"401 Geary St, San Francisco, CA 94102, USA",pinecrest diner,37.786994,-122.410043,Pinecrest Diner,1,1.0,4.1,OK
1624,"300 Precita Ave, San Francisco, CA 94110, USA",hillside supper club,37.7466976,-122.4134193,Hillside Supper Club,1,2.0,4.4,OK
1625,"598 Haight St, San Francisco, CA 94117, USA",maven,37.7720413,-122.4319365,Maven,1,2.0,4.4,OK
1626,"2821 California St, San Francisco, CA 94115, USA",b patisserie llc,37.7878756,-122.4408695,b. patisserie,1,2.0,4.7,OK
1627,"581 Hayes St, San Francisco, CA 94102, USA",noir lounge,37.7763563,-122.4258778,Noir Lounge,1,2.0,4.1,OK
1628,"3319 Mission St, San Francisco, CA 94110, USA",crazy sushi,37.7437711,-122.4209092,Crazy Sushi,1,1.0,3.9,OK
1629,"611 Post St, San Francisco, CA 94109, USA",joys place,37.7877411,-122.4120067,Joy's Place,1,1.0,4.3,OK
1630,"850 Bush St, San Francisco, CA 94108, USA",hopwater ditribution,37.7900311,-122.4113436,Hopwater Distribution,1,2.0,4.5,OK
1631,"3565 20th St, San Francisco, CA 94110, USA",20 spot mission,37.7584404,-122.4204018,20 Spot,1,3.0,4.5,OK
1632,"16 California St, San Francisco, CA 94111, USA",cafe terminus,37.79376329999999,-122.3967072,Cafe Terminus,1,2.0,4.2,OK
1633,"800 Valencia St, San Francisco, CA 94110, USA",rheas cafe,37.7599495,-122.4216273,Rhea's Deli & Market,2,1.0,4.5,OK
1634,"140 New Montgomery St, San Francisco, CA 94105, USA",trou normand,37.7866956,-122.3997529,Trou Normand,1,3.0,4.2,OK
1635,"100 California St, San Francisco, CA 94111, USA",mixt greens,37.7937068,-122.3978848,Mixt,1,,3.8,OK
1636,"1946 Fillmore St, San Francisco, CA 94115, USA",glaze teriyaki,37.78787700000001,-122.4334429,Glaze Teriyaki,2,1.0,4.3,OK
1637,"4007 24th St, San Francisco, CA 94114, USA",griddle fresh,37.751307,-122.432177,Griddle Fresh,1,2.0,4.4,OK
1638,"3010 20th St, San Francisco, CA 94110, USA",trick dog,37.7592213,-122.4112159,Trick Dog,1,2.0,4.6,OK
1639,"3275 22nd St, San Francisco, CA 94110, USA",mission picnic,37.7552452,-122.4204094,Mission Picnic,1,,4.4,OK
1640,"3409 Geary Blvd, San Francisco, CA 94118, USA",kaiju eats inc,37.78122279999999,-122.4555713,Kaiju Eats Ramen & Izakaya,1,,4.4,OK
1641,"360 Jessie St, San Francisco, CA 94103, USA",the cavalier rest kitchen,37.7833359,-122.4069933,The Cavalier,1,3.0,4.3,OK
1642,"3655 Lawton St, San Francisco, CA 94122, USA",andytown,37.7566719,-122.5022955,Andytown Coffee Roasters,1,1.0,4.7,OK
1643,"3861 24th St, San Francisco, CA 94114, USA",le dixsept,37.7514544,-122.4289182,Le Dix-Sept,1,,0.0,OK
1644,"6901 Geary Blvd, San Francisco, CA 94121, USA",xpresso tea,37.7795017,-122.4934099,Xpresso Tea,1,,4.3,OK
1645,"2125 Fillmore St, San Francisco, CA 94115, USA",cafe troya fillmore,37.7893618,-122.43422,Troya Restaurant,1,2.0,4.2,OK
1646,"535 Valencia St, San Francisco, CA 94110, USA",nizarios pizza valencia,37.7643358,-122.4216588,Nizario's Pizza (Valencia),1,1.0,4.3,OK
1647,,guckenheimer 109001,,,,0,,,ZERO_RESULTS
1648,,guckenheimer 009301,,,,0,,,ZERO_RESULTS
1649,,guckenheimer 112601,,,,0,,,ZERO_RESULTS
1650,"696, 2347, Monterey Blvd, San Francisco, CA 94127, United States",shanghai dumpling king 2,37.7317469,-122.451027,Shanghai Dumpling King,2,1.0,4.3,OK
1651,"775 Frederick St, San Francisco, CA 94117, USA",kezar pizzetta,37.765652,-122.457246,Kezar Pizzetta,1,,4.6,OK
1652,"2801 California St, San Francisco, CA 94115, USA",wild hare,37.7879102,-122.4405764,Wild Hare,1,2.0,4.0,OK
1653,"996 Mission St, San Francisco, CA 94103, USA",spicy garden restaurant,37.781242,-122.408659,Spicy Garden,1,,3.9,OK
1654,"842 Valencia St, San Francisco, CA 94110, USA",happy moose juice,37.7594332,-122.4218737,Happy Moose Juice,1,2.0,4.5,OK
1655,"272 Claremont Blvd, San Francisco, CA 94127, USA",chaiya thai restaurant,37.74105,-122.464981,Chaiya Thai Restaurant,1,2.0,4.4,OK
1656,"550 Gene Friend Way, San Francisco, CA 94158, USA",native baking company,37.7687114,-122.3904261,Mission Bay Farmers' Market at UCSF,1,,4.4,OK
1657,,afc sushi  mollie stones #10,,,,0,,,REQUEST_DENIED
1658,,afc sushi  safeway #739,,,,0,,,REQUEST_DENIED
1659,,afc sushi  safeway #1490,,,,0,,,REQUEST_DENIED
1660,,afc sushi  safeway #2606,,,,0,,,REQUEST_DENIED
1661,,the hummus guy corp,,,,0,,,ZERO_RESULTS
1662,"2312 Market St, San Francisco, CA 94114, USA",tacos club,37.7638585,-122.4338826,Tacos Club,1,,4.1,OK
1663,"408 Montgomery St, San Francisco, CA 94104, USA",subway sandwiches,37.7932156,-122.4027215,Subway Restaurants,1,1.0,3.1,OK
1664,"425 Bush St, San Francisco, CA 94108, USA",subway sandwiches,37.790446,-122.4045033,Subway Restaurants,1,1.0,3.5,OK
1665,"3643 Balboa St, San Francisco, CA 94121, USA",la promenade cafe,37.7754757,-122.4981518,La Promenade Café,1,1.0,4.5,OK
1666,"951 Clement St, San Francisco, CA 94118, USA",shabu club llc,37.7825611,-122.4696124,Shabu Club,1,2.0,4.5,OK
1667,"2550 Van Ness Ave, San Francisco, CA 94109, USA",dim sum club,37.7991238,-122.4238278,Dim Sum Club,1,1.0,4.1,OK
1668,"175 Sutter St, San Francisco, CA 94104, USA",aquitaine llc,37.7896825,-122.4034844,Aquitaine Wine Bar & Bistro,1,2.0,4.3,OK
1669,"150 W Portal Ave, San Francisco, CA 94127, USA",trattoria da vittorio,37.7394014,-122.4678332,Trattoria da Vittorio,1,2.0,4.6,OK
1670,"888 Stockton St, San Francisco, CA 94108, USA",cafe new honolulu,37.7938774,-122.4076728,Cafe Honolulu,1,1.0,3.5,OK
1671,"2420 Lombard St, San Francisco, CA 94123, USA",viva goa indian cuisine,37.7993201,-122.4414515,Viva Goa Indian Cuisine,1,2.0,4.2,OK
