,formatted_address,input_string,latitude,longitude,name,number_of_results,price_level,rating,status
673,"543 Divisadero St, San Francisco, CA 94117, USA",club waziema,37.7746732,-122.4379002,Club Waziema,1,1.0,3.9,OK
674,"4611 Geary Blvd, San Francisco, CA 94118, USA",korean village restaurant,37.7806252,-122.4688511,Wooden Charcoal Korean Village Barbecue House,1,2.0,4.1,OK
675,"2424 Van Ness Ave, San Francisco, CA 94109, USA",helmand palace,37.797995,-122.423573,Helmand Palace,1,2.0,4.3,OK
676,"2850 Alemany Blvd, San Francisco, CA 94112, USA",iberia catering inc,37.7126621,-122.4520428,Iberia Catering Inc,1,,0.0,OK
677,"846 Divisadero St, San Francisco, CA 94117, USA",little star pizza,37.7775363,-122.43809,Little Star Pizza,2,2.0,4.5,OK
678,"600 16th St, San Francisco, CA 94158, USA",cafe 24,37.7673127,-122.3919931,Cafe 24,1,1.0,4.0,OK
679,"2815 Mission St, San Francisco, CA 94110, USA",la santaneca de la mission,37.7519682,-122.4182029,La Santaneca De La Mission,1,2.0,4.2,OK
680,"501 Buckingham Way, San Francisco, CA 94132, USA",stonestown farmers market,37.7297335,-122.4790533,Stonestown Farmers Market,1,,4.4,OK
681,"1300 Battery St, San Francisco, CA 94111, USA",fog city,37.8035474,-122.4019217,Fog City,1,2.0,4.0,OK
682,"798 Brannan St, San Francisco, CA 94103, USA",cafe mars,37.7732839,-122.4032609,Mars Bar & Restaurant,1,1.0,4.2,OK
683,"4133 18th St, San Francisco, CA 94114, USA",thai chef 2,37.7606689,-122.4358076,Thai Chef,1,2.0,4.2,OK
684,"2101 Fillmore St, San Francisco, CA 94115, USA",dinos uncle vito,37.78904740000001,-122.4340694,Dino and Santino’s Pizza & Dining,2,2.0,4.2,OK
685,"655 Folsom St, San Francisco, CA 94107, USA",canton dim sum house inc,37.7843832,-122.3977966,Canton Seafood & Dim Sum Restaurant,1,2.0,3.8,OK
686,"426 Brannan St, San Francisco, CA 94107, USA",brannan st cafe,37.779654,-122.395232,Brickhouse Cafe: Restaurant & Bar,1,2.0,4.2,OK
687,"5609 Mission St, San Francisco, CA 94112, USA",philippine delicacies,37.7112124,-122.4465288,Philippine Delicacies,1,,4.0,OK
688,"3100 Mission St, San Francisco, CA 94110, USA",sweet chinito,37.7478717,-122.4186366,Sweet Chinito Coffee,1,1.0,4.5,OK
689,"1662 Lombard St, San Francisco, CA 94123, USA",atami sushi bar  grill,37.8009742,-122.4289232,Atami Sushi Bar & Grill,1,2.0,4.6,OK
690,"408 Merchant St, San Francisco, CA 94111, USA",the hidden vine wine bar,37.7955512,-122.4008095,The Hidden Vine,1,2.0,4.4,OK
691,"388 Market St, San Francisco, CA 94111, USA",miss tomato sandwich shop,37.7922799,-122.3979296,Miss Tomato Sandwich Shop,1,1.0,4.6,OK
692,"2565 3rd St, San Francisco, CA 94107, USA",palio paninoteca,37.7570539,-122.3878253,Palio Paninoteca,2,,0.0,OK
693,"500 Parnassus Ave, San Francisco, CA 94122, USA",palio paninoteca,37.7634852,-122.4586776,Palio Paninoteca/UC Medical Center Catering/Box Lunches,2,,5.0,OK
694,"1639 Irving St, San Francisco, CA 94122, USA",king of noodles,37.763452,-122.47574,King of Noodles,1,2.0,4.5,OK
695,"1509 Hyde St, San Francisco, CA 94109, USA",hyde st seafood house  raw ba,37.7947063,-122.4182711,Hyde Street Seafood House & Raw Bar,1,2.0,4.1,OK
696,"139 Waverly Pl, San Francisco, CA 94108, USA",utopia cafe,37.794714,-122.4071189,Utopia Cafe,1,1.0,4.1,OK
697,"PIER 39 A-O2, San Francisco, CA 94133, United States",wipe out bar  grill,37.808986,-122.41025,Wipeout Bar & Grill,1,2.0,3.9,OK
698,"635 Clay St, San Francisco, CA 94111, USA",new mangia tutti ristorante,37.7944547,-122.4037314,Mangia Tutti Ristorante,1,2.0,4.1,OK
699,"1757 Taraval, San Francisco, CA 94116, USA",t28 bakery cafe rest llc,37.7425124,-122.4851971,T - 28 Bakery & Cafe,1,1.0,3.9,OK
700,"100 Connecticut St, San Francisco, CA 94107, USA",connecticut yankee,37.764953,-122.39807,Connecticut Yankee,1,2.0,4.4,OK
701,"248 Hyde St, San Francisco, CA 94102, USA",mong thu coffee shop,37.7833118,-122.415688,Mộng Thu Cafe,1,1.0,4.5,OK
702,"667 Jackson St, San Francisco, CA 94133, USA",golden flower vietnamese resta,37.7959888,-122.4062978,Golden Flower Restaurant,1,1.0,4.2,OK
703,"2911 Van Ness Ave, San Francisco, CA 94109, USA",first cup,37.80256420000001,-122.425026,First Cup Café,1,,4.5,OK
704,"729 Portola Dr, San Francisco, CA 94127, USA",tower burger,37.7441887,-122.4534443,Tower Burger,1,2.0,4.1,OK
705,"673 Portola Dr, San Francisco, CA 94127, USA",creightons cheeses fine foods,37.7446844,-122.4526269,Creighton's Bakery & Cafe,1,,3.5,OK
706,"1365 Noriega St, San Francisco, CA 94122, USA",cafe bakery,37.7540415,-122.4782806,Cafe Bakery & Restaurant,1,1.0,4.1,OK
707,"1325 Noriega St, San Francisco, CA 94122, USA",won ton house,37.7540528,-122.4780642,Won Ton House,1,1.0,3.9,OK
708,"255 Kearny St, San Francisco, CA 94108, USA",sf wraps,37.7905698,-122.4041503,SF Wraps,1,,4.0,OK
709,"1615, 3107 Clement St, San Francisco, CA 94121, United States",tsing tao restaurant,37.7815258,-122.4926035,Tsing Tao Chinese Restaurant,1,1.0,3.9,OK
710,"132 Bush St, San Francisco, CA 94104, USA",sushi umi,37.7914379,-122.4001152,Sushi Umi,1,2.0,3.9,OK
711,"235 Powell St, San Francisco, CA 94102, USA",cafe bellini,37.786937,-122.408507,Cafe Bellini,2,2.0,3.6,OK
712,"865 Market St, San Francisco, CA 94103, USA",cafe bellini,37.7839885,-122.407176,Cafe Bellini,1,,3.5,OK
713,"865 Market St, San Francisco, CA 94103, USA",caffe central,37.7843194,-122.4061718,Caffe Central,1,,4.2,OK
714,"133 O'Farrell St, San Francisco, CA 94102, USA",caffe central,37.7864178,-122.4073043,Caffe Central,2,,4.3,OK
715,"375 Pacific Ave, San Francisco, CA 94111, USA",tacos san buena,37.7974662,-122.4017066,Tacos San Buena,1,,3.7,OK
716,"353 Columbus Ave, San Francisco, CA 94133, USA",mona lisa restaurant,37.7984251,-122.4077405,Mona Lisa Restaurant,1,2.0,4.2,OK
717,"2512 Clement St, San Francisco, CA 94121, USA",100 sweet cafe,37.7821643,-122.4863035,100% Sweet Cafe,1,1.0,3.9,OK
718,"3817, 1226 Folsom St, San Francisco, CA 94103, United States",work of art catering inc,37.774807,-122.410718,Work of Art Catering & Event Production,1,,5.0,OK
719,"499 Monterey Blvd, San Francisco, CA 94127, USA",monterey deli,37.731402,-122.44646,Monterey Deli,1,1.0,4.6,OK
720,"3109 16th St, San Francisco, CA 94103, USA",truly mediterranean,37.7647382,-122.4222631,Truly Mediterranean,1,1.0,4.4,OK
721,"138 Minna St, San Francisco, CA 94105, USA",john colins,37.786895,-122.40039,John Colins,1,2.0,4.2,OK
722,"2602, 5298 3rd St, San Francisco, CA 94124, United States",el azteca taqueria,37.729451,-122.3928221,El Azteca Taqueria,1,1.0,4.1,OK
723,"3036 16th St, San Francisco, CA 94103, USA",taqueria los coyotes no 2 inc,37.765161,-122.420443,Taqueria Los Coyotes,1,1.0,4.2,OK
724,"5229 Mission St, San Francisco, CA 94112, USA",guzmans produce market inc,37.714965,-122.442057,Guzman Produce Market,1,,4.5,OK
725,,creations desert house,,,,0,,,ZERO_RESULTS
726,"1701 Stockton St, San Francisco, CA 94133, USA",mamas on washington square,37.8015323,-122.4095835,Mama's On Washington Square,1,2.0,4.3,OK
727,"2833 24th St, San Francisco, CA 94110, USA",la torta gorda,37.75267669999999,-122.4087412,La Torta Gorda,1,2.0,4.4,OK
728,"423 Columbus Ave, San Francisco, CA 94133, USA",caffe puccini,37.7989837,-122.4085244,Caffe Greco,1,1.0,4.4,OK
729,"854 Washington St, San Francisco, CA 94108, USA",lucky creation vegetarian rest,37.795132,-122.4074143,The Lucky Creation Vegetarian Restaurant,1,1.0,4.3,OK
730,"1017 Larkin St, San Francisco, CA 94109, USA",olivos taqueria,37.7873186,-122.4184585,Olivos,1,1.0,4.2,OK
731,"900 Stanyan St, San Francisco, CA 94117, USA",bangkok 900,37.7662877,-122.4527419,Bangkok 900,1,1.0,4.3,OK
732,"917 Taraval, San Francisco, CA 94116, USA",szechuan taste restaurant inc,37.7429271,-122.4761077,Szechuan Taste Restaurant,1,1.0,4.2,OK
733,"3126 24th St, San Francisco, CA 94110, USA",sun rise restaurant,37.7525601,-122.4147157,Sun Rise,1,1.0,4.4,OK
734,"1322 Grant Ave, San Francisco, CA 94133, USA",mos grill inc,37.7991997,-122.4071606,Mo's Grill,1,1.0,4.6,OK
735,"3137 Laguna St, San Francisco, CA 94123, USA",hai sun restaurant,37.8001151,-122.4312056,Hai Sun Restaurant,1,2.0,3.6,OK
736,"One California, California St, San Francisco, CA 94111, USA",peets coffee and tea inc,37.793421,-122.397014,Peet's Coffee,1,1.0,4.1,OK
737,"615 Balboa St, San Francisco, CA 94118, USA",the richmond,37.7770266,-122.4654484,The Richmond,1,2.0,4.5,OK
738,"7 Claude Ln, San Francisco, CA 94108, USA",cafe claude,37.7903322,-122.4045198,Cafe Claude,1,2.0,4.3,OK
739,"646 Washington St, San Francisco, CA 94111, USA",oolong noodles restaurant,37.79561899999999,-122.404393,Oolong Noodles | Seafood,1,,4.0,OK
740,"3925 Irving St, San Francisco, CA 94122, USA",jika ramen  gold curry sushi house,37.762384,-122.500058,Jika Ramen,1,,3.7,OK
741,"3346 Mission St, San Francisco, CA 94110, USA",la altena restaurant no 2,37.743345,-122.4215316,La Alteña,1,1.0,4.2,OK
742,"94 Judah St, San Francisco, CA 94122, USA",you see sushi,37.7624697,-122.4626799,You See Sushi,1,1.0,4.3,OK
743,"1813 Fulton St, San Francisco, CA 94117, USA",bistro gambrinus,37.7755684,-122.4469898,Bistro Gambrinus,1,2.0,4.5,OK
744,"3546 Balboa St, San Francisco, CA 94121, USA",superior palace seafood rest,37.7758994,-122.4971746,Superior Palace,1,1.0,3.7,OK
745,"641 Mission St, San Francisco, CA 94105, USA",new mings restaurant,37.7871259,-122.4007768,New Ming's,1,1.0,4.0,OK
746,"50 Post St, San Francisco, CA 94104, USA",green olive,37.7895344,-122.4030516,Crocker Galleria,1,,4.1,OK
747,"2871 24th St, San Francisco, CA 94110, USA",ls caffe,37.7526884,-122.409606,L's Caffe,1,,4.7,OK
748,"1026 Hyde St, San Francisco, CA 94109, USA",inga donut,37.7904357,-122.4171654,Inga Donut and Chinese Food,1,,4.4,OK
749,"1501 Sloat Blvd ste a, San Francisco, CA 94132, USA",ono hawaiian bbq,37.733865,-122.4893798,Ono Hawaiian BBQ,2,1.0,3.9,OK
750,"265 Golden Gate Ave, San Francisco, CA 94102, USA",le petitts kitchen,37.7815697,-122.4148952,Le Petitt's Kitchen,1,,4.5,OK
751,"1396 La Playa St, San Francisco, CA 94122, USA",java beach cafe inc,37.760458,-122.5089426,Java Beach Café,2,,4.3,OK
752,"2298 Union St, San Francisco, CA 94123, USA",roses cafe,37.797069,-122.437056,Rose's Cafe,1,2.0,4.3,OK
753,"1039 Stockton St, San Francisco, CA 94108, USA",good mongkok bakery,37.795455,-122.408356,Good Mong Kok Bakery,1,1.0,4.4,OK
754,"4523 Mission St, San Francisco, CA 94112, USA",round table pizza,37.725758,-122.433723,Round Table Pizza,1,2.0,3.2,OK
755,"1723 Buchanan St, San Francisco, CA 94115, USA",doo bu,37.785989,-122.4301475,Doobu,1,2.0,3.9,OK
756,"101 Spear St A23, San Francisco, CA 94105, USA",muskaan cuisine of india,37.79249799999999,-122.393139,Muskaan Cuisine of India,1,1.0,2.7,OK
757,"3352 Steiner St, San Francisco, CA 94123, USA",the plant cafe organic,37.8004411,-122.4376332,The Plant Cafe Organic,2,2.0,3.8,OK
758,"250 Montgomery St #101, San Francisco, CA 94104, USA",the plant cafe organic,37.79168980000001,-122.4023125,The Plant Cafe Organic,1,2.0,4.4,OK
759,"2335 3rd St, San Francisco, CA 94107, USA",the plant cafe organic,37.7600568,-122.3881051,The Plant Cafe,1,2.0,3.9,OK
760,"One California, California St, San Francisco, CA 94111, USA",peets coffee  tea inc,37.793421,-122.397014,Peet's Coffee,1,1.0,4.1,OK
761,"One California, California St, San Francisco, CA 94111, USA",peets coffee and tea inc,37.793421,-122.397014,Peet's Coffee,1,1.0,4.1,OK
762,"199 Sutter St, San Francisco, CA 94104, USA",bread and cocoa,37.789763,-122.403733,Bread and Cocoa,1,2.0,3.8,OK
763,"545 Sansome St # 4, San Francisco, CA 94111, USA",alex gourmet burrito,37.7954311,-122.4018947,Alex Gourmet Burrito,1,,4.4,OK
764,"2600 San Bruno Ave, San Francisco, CA 94134, USA",hawaiian drive inn,37.728706,-122.4041877,Hawaiian Drive Inn,1,1.0,4.1,OK
765,"1117 Fillmore St, San Francisco, CA 94115, USA",tsing tao 2 chinese restaurant,37.779925,-122.4322538,Tsing Tao Restaurant,1,1.0,3.7,OK
766,"3060 Taraval, San Francisco, CA 94116, USA",the sunsets best seafood rest,37.742186,-122.4991729,Sunset's Best Seafood Restaurant,1,,3.8,OK
767,,chipotle mexican grill #1857,,,,0,,,REQUEST_DENIED
768,"2299 Van Ness Ave, San Francisco, CA 94109, USA",wasabi  ginger inc,37.7965714,-122.4238381,Wasabi & Ginger,1,2.0,4.0,OK
769,"5121 Geary Blvd, San Francisco, CA 94118, USA",kabuto japanese restaurant,37.7803082,-122.4744214,Kabuto Sushi,1,3.0,4.4,OK
770,"641 Irving St, San Francisco, CA 94122, USA",tart to tart inc,37.7638937,-122.4649402,Tart To Tart,1,1.0,3.9,OK
771,"6134 Geary Blvd, San Francisco, CA 94121, USA",joes coffee shop,37.7803166,-122.4853583,Joe's Coffee Shop,1,1.0,4.4,OK
772,"1350 Church St, San Francisco, CA 94114, USA",lovejoys tea room  antiques,37.7491916,-122.4273431,Lovejoy's Attic,1,,5.0,OK
773,"3248 22nd St, San Francisco, CA 94110, USA",revolution cafe,37.7554792,-122.4197712,Revolution Cafe,1,1.0,4.5,OK
774,"730 Polk St, San Francisco, CA 94109, USA",project open hand,37.7837976,-122.4192716,Project Open Hand,1,,4.6,OK
775,"609 Ellis St, San Francisco, CA 94109, USA",tu kims cafe,37.7843419,-122.4163181,Tu Kim Coffee Shop,1,,4.3,OK
776,,le soleil international holdings inc,,,,0,,,ZERO_RESULTS
777,"3349 23rd St, San Francisco, CA 94110, USA",velvet cantina,37.7536962,-122.4195844,Velvet Cantina,1,2.0,4.2,OK
778,"907 Irving St, San Francisco, CA 94122, USA",new eritrea restaurant  bar,37.7638694,-122.4676751,New Eritrea Restaurant,1,2.0,4.5,OK
779,"126 New Montgomery St, San Francisco, CA 94105, USA",chipotle mexican grill,37.7869985,-122.4002446,Chipotle Mexican Grill,1,1.0,3.9,OK
780,"564 Castro St, San Francisco, CA 94114, USA",castro tarts cafe and bakery,37.759921,-122.4351366,Castro Tarts,1,1.0,4.6,OK
781,"3318 Fillmore St, San Francisco, CA 94123, USA",patxis chicago pizza,37.8002055,-122.4360013,Patxi's Pizza,1,2.0,4.2,OK
782,"511 Hayes St, San Francisco, CA 94102, USA",patxis chicago pizza,37.7764627,-122.4249597,Patxi's Pizza Hayes Valley,1,2.0,4.2,OK
783,"4042 24th St, San Francisco, CA 94114, USA",patxis pizza,37.7515659,-122.4329057,Patxi's Pizza,1,2.0,4.1,OK
784,"125 3rd St, San Francisco, CA 94103, USA",st regis lobby lounge,37.7861305,-122.4014561,The St. Regis San Francisco,1,,4.6,OK
785,"800 Sutter St, San Francisco, CA 94109, USA",cafe bean,37.7887003,-122.4137148,Cafe Bean,1,1.0,4.2,OK
786,"205 13th St, San Francisco, CA 94103, USA",center cafe,37.7694936,-122.4196044,Center Cafe,1,,4.5,OK
787,"3619, 754 Kirkham St, San Francisco, CA 94122, United States",enjoy vegetarian restaurnt llc,37.7603112,-122.4691358,Enjoy Vegetarian Restaurant,2,2.0,4.3,OK
788,"839 Kearny St, San Francisco, CA 94108, USA",enjoy vegetarian restaurnt llc,37.795841,-122.405254,Enjoy Vegetarian,2,1.0,4.4,OK
789,"5401 Geary Blvd, San Francisco, CA 94121, USA",golden donuts,37.7802081,-122.4774114,Golden Donut,1,1.0,4.4,OK
790,"3407 Geary Blvd, San Francisco, CA 94118, USA",thai cafe,37.7812448,-122.4554697,Thai Cafe,2,2.0,4.4,OK
791,"5850 Geary Blvd, San Francisco, CA 94121, USA",um ma son,37.7804684,-122.4823668,Um Ma Son,1,2.0,4.3,OK
792,"2460 San Bruno Ave, San Francisco, CA 94134, USA",tops cafe,37.7309198,-122.405091,Tops Cafe,1,,4.5,OK
793,"2215, 1039 Irving St, San Francisco, CA 94122, United States",peasant pies inc,37.7637741,-122.4691868,"Peasant Pies Cafe & Catering, Inner Sunset",2,1.0,4.6,OK
794,"2049 Fillmore St, San Francisco, CA 94115, USA",the elite cafe,37.78859250000001,-122.4340504,The Elite Cafe,1,2.0,4.0,OK
795,"200 Columbus Ave, San Francisco, CA 94133, USA",reveille coffee co,37.7972852,-122.4055641,Réveille Coffee Co.,1,2.0,4.4,OK
796,,hawaiian drive inn #28,,,,0,,,REQUEST_DENIED
797,"1143 Taraval, San Francisco, CA 94116, USA",good luck market  deli,37.7427835,-122.4786299,The Deli King,1,1.0,4.8,OK
798,"1574 California St, San Francisco, CA 94109, USA",cordon bleu restaurant,37.7908834,-122.4202168,Cordon Bleu Vietnamese Restaurant,1,1.0,4.5,OK
799,"1615, 3123 Clement St, San Francisco, CA 94121, United States",oyaji restaurant,37.7814576,-122.4928724,New Oyaji Restaurant,1,,4.5,OK
800,"5145 Geary Blvd, San Francisco, CA 94118, USA",old shanghai restaurant,37.7802947,-122.4748302,Old Shanghai Restaurant,1,2.0,4.2,OK
801,"349 Clement St, San Francisco, CA 94118, USA",kitchen istanbul,37.7828237,-122.4631989,Kitchen Istanbul,1,2.0,4.4,OK
802,"707 Ellis St, San Francisco, CA 94109, USA",hai ky mi gai,37.7841186,-122.4180038,Hai Ky Mi Gia,1,1.0,4.4,OK
803,"401 Haight St, San Francisco, CA 94117, USA",two jacks seafood,37.7721331,-122.4289427,Two Jacks Nik's Place,2,2.0,4.2,OK
804,"1220 Market St, San Francisco, CA 94102, USA",sams diner,37.7785041,-122.4155986,SAMS American Eatery,1,1.0,4.2,OK
805,"2765 Hyde St, San Francisco, CA 94109, USA",buena vista cafe,37.8065045,-122.4207783,The Buena Vista,1,2.0,4.5,OK
806,"4661 Mission St, San Francisco, CA 94112, USA",chef hunan chinese restaurant,37.7236866,-122.4353671,Chef Hunan,2,,4.1,OK
807,"1418 Lombard St, San Francisco, CA 94123, USA",vikings giant sub,37.8014237,-122.4250826,Viking's Giant Subs,1,1.0,4.4,OK
808,"3380 20th St #103, San Francisco, CA 94110, USA",mr pickles sandwich shop,37.7588967,-122.4167715,Mr. Pickle's Sandwich Shop,1,1.0,4.3,OK
809,"2211 Mission St, San Francisco, CA 94110, USA",gracias madre,37.76156599999999,-122.4190088,Gracias Madre,1,2.0,4.3,OK
810,"2164 Mission St, San Francisco, CA 94110, USA",yucatasia deli  sandwich,37.7623704,-122.4196241,Yucatasia,1,1.0,4.4,OK
811,"785 Sunnydale Ave, San Francisco, CA 94134, USA",our lady of visitacion school,37.7094008,-122.4091574,Our Lady-The Visitation School,1,,1.0,OK
812,"1530 Howard St, San Francisco, CA 94103, USA",teds market,37.7728719,-122.4162759,Ted’s Market,1,1.0,4.8,OK
813,"3945 24th St, San Francisco, CA 94114, USA",fresca restaurant inc,37.7513367,-122.4307087,Fresca,1,2.0,4.1,OK
814,"737 Irving St, San Francisco, CA 94122, USA",fresca restaurant inc,37.7639282,-122.4659662,Fresca,1,2.0,4.2,OK
815,"24 W Portal Ave, San Francisco, CA 94127, USA",fresca restaurant inc,37.7406245,-122.4663397,Fresca Restaurant,1,2.0,4.3,OK
816,"1135 Stockton St # 1, San Francisco, CA 94133, USA",luen fat market,37.7962553,-122.4087003,Luen Fat Market,1,,0.0,OK
817,"130 Townsend St, San Francisco, CA 94107, USA",tres tequila lounge  mex kitc,37.7802967,-122.3914877,TRES,1,2.0,4.0,OK
818,"357 Castro St #3a, Mountain View, CA 94041, USA",rumble fish,37.391621,-122.080173,Rumble Fish,1,2.0,4.1,OK
819,,chipotle mexican grill #1230,,,,0,,,REQUEST_DENIED
820,"99 Yerba Buena Ln, San Francisco, CA 94103, USA",beard papas,37.7851637,-122.4037391,Beard Papa Sweets Cafe,2,1.0,4.0,OK
821,"845 Market St, San Francisco, CA 94103, USA",beard papas,37.7845344,-122.4065555,Beard Papa's,2,1.0,4.4,OK
822,"1748 Church St, San Francisco, CA 94131, USA",toast eatery church st llc,37.743003,-122.426886,Toast Eatery,1,2.0,4.2,OK
823,"568 Haight St, San Francisco, CA 94117, USA",uva enoteca,37.7720558,-122.4316081,Uva Enoteca,1,2.0,4.3,OK
824,"4704 Mission St, San Francisco, CA 94112, USA",club bottoms up,37.7229633,-122.4362963,Bottoms Up Bar & Lounge,1,2.0,4.4,OK
825,,jasmine rae cakes,,,,0,,,ZERO_RESULTS
826,"1777 Fulton St, San Francisco, CA 94117, USA",papalote,37.7757568,-122.4459672,Papalote Mexican Grill,2,1.0,4.1,OK
827,"3434 Balboa St, San Francisco, CA 94121, USA",simple pleasures cafe,37.7759732,-122.4958284,Simple Pleasures Cafe,1,1.0,4.5,OK
828,"6000 California St, San Francisco, CA 94121, USA",angelinas delicafe,37.7841471,-122.4819825,Angelina's Deli Cafe,1,1.0,4.5,OK
829,"2895 Van Ness Ave, San Francisco, CA 94109, USA",cafe le,37.8021566,-122.4249356,Cafe Le,1,,4.1,OK
830,"2499 Lombard St, San Francisco, CA 94123, USA",original buffalo wings corp,37.7988433,-122.4424739,Original Buffalo Wings,1,1.0,3.7,OK
831,"521 Valencia St, San Francisco, CA 94110, USA",muddy waters coffee house,37.7645094,-122.4216882,Muddy Waters Coffee House,1,1.0,4.0,OK
832,"San Francisco Ferry Building #33 4230, San Francisco, CA 94111, United States",prather ranch meat company,37.7955703,-122.3933208,Prather Ranch Meat Company,1,,4.2,OK
833,"2815 Diamond St, San Francisco, CA 94131, USA",canyon market,37.7340776,-122.4336642,Canyon Market,1,,4.6,OK
834,,panchitas restaurant #2,,,,0,,,REQUEST_DENIED
835,"755 Portola Dr, San Francisco, CA 94127, USA",miraloma market,37.7438437,-122.4537741,Miraloma Market,1,,4.4,OK
836,"595 Geary St, San Francisco, CA 94102, USA",taqueria el sol 2,37.7866485,-122.4129201,Taqueria El Sol,2,1.0,4.1,OK
837,"840 Ulloa St, San Francisco, CA 94127, USA",bullshead restaurant,37.7408908,-122.465526,Bullshead Restaurant,1,2.0,4.2,OK
838,"3216 Mission St, San Francisco, CA 94110, USA",lotus garden vietnamese cuisn,37.74525879999999,-122.4204201,Lotus Garden Vietnamese Cuisine,1,1.0,4.0,OK
839,"1326 Powell St, San Francisco, CA 94133, USA",happy chinese restaurant inc,37.79686239999999,-122.41004,Happy Chinese Restaurant,1,1.0,3.7,OK
840,"4240 Silverado Trail, Napa, CA 94558, USA",darioush inc,38.3675193,-122.2945693,Darioush,1,,4.3,OK
841,"508 Waiakamilo Rd, Honolulu, HI 96817, USA",underdogs sports bar and grill,21.323337,-157.877024,Underdogs Sports Bar & Grill,1,2.0,4.2,OK
842,"1900 Ocean Ave, San Francisco, CA 94127, USA",pho ha tien inc,37.7254081,-122.4622396,Pho Ha Tien,1,1.0,4.1,OK
843,"818 Washington St, San Francisco, CA 94108, USA",imperial palace restaurant,37.7951833,-122.4068959,Imperial Palace,1,1.0,3.3,OK
844,"Hotel, Metropolis, 2805, 25 Mason St, San Francisco, CA 94102, United States",farmer brown,37.783574,-122.409407,farmerbrown,1,2.0,4.1,OK
845,"301 W Portal Ave, San Francisco, CA 94127, USA",fuji restaurant,37.737793,-122.469033,Fuji Japanese Restaurant,1,2.0,4.2,OK
846,"1821, 6255 Geary Blvd, San Francisco, CA 94121, United States",tee off seafood restaurant,37.77979790000001,-122.4866932,Shai Lai Seafood Restaurant,1,1.0,4.0,OK
847,"3049 20th St, San Francisco, CA 94110, USA",atlas cafe,37.7589457,-122.4114619,Atlas Cafe,1,2.0,4.3,OK
848,,chipotle mexican grill #839,,,,0,,,REQUEST_DENIED
849,"1419 Fillmore St, San Francisco, CA 94115, USA",sheba lounge,37.7829246,-122.4327704,Sheba Piano Lounge,1,2.0,4.5,OK
850,"50 Fremont St, San Francisco, CA 94105, USA",julies kitchen,37.7905027,-122.3972152,Julie's Kitchen,2,,3.9,OK
851,"3721 Geary Blvd, San Francisco, CA 94118, USA",star india restaurant,37.780977,-122.45939,Star India,1,1.0,3.5,OK
852,"15 Romolo Pl, San Francisco, CA 94133, USA",basque hotel,37.7980532,-122.4063293,The Basque Hotel,1,,4.0,OK
853,"125 Vallejo St, San Francisco, CA 94111, USA",grumpys american pub,37.7994947,-122.4005959,Grumpy's Restaurant & Pub,1,1.0,4.3,OK
854,"210 Columbus Ave, San Francisco, CA 94133, USA",mini cafe  french sandwich,37.7973243,-122.4056692,Brioche Bakery & Cafe,1,1.0,4.3,OK
855,"2598 San Bruno Ave, San Francisco, CA 94134, USA",fat beli deli,37.7289262,-122.4042818,Fat Beli Deli,1,,4.4,OK
856,"848 Grant Ave, San Francisco, CA 94108, USA",maggie cafe,37.79492219999999,-122.4062678,Maggie's Cafe,1,,2.6,OK
857,"1300 Castro St, San Francisco, CA 94114, USA",subs inc,37.7511812,-122.4343114,Subs Inc.,1,,4.4,OK
858,"1407 San Pablo Ave, Berkeley, CA 94702, USA",stellas cuisine,37.87853399999999,-122.294867,Stella Nonna,1,2.0,4.5,OK
859,,burger king #4474,,,,0,,,REQUEST_DENIED
860,"710 3rd St, San Francisco, CA 94107, USA",taco bell,37.7786049,-122.3927902,Taco Bell,1,1.0,3.5,OK
861,"1015 Irving St, San Francisco, CA 94122, USA",yummy yummy vietnamese restaur,37.7637351,-122.4688306,Yummy Yummy,1,1.0,4.5,OK
862,"800 The Embarcadero, San Francisco, CA 94107, USA",south beach cafe,37.7816833,-122.3885783,South Beach Cafe,1,2.0,4.2,OK
863,"1200 Mason St, San Francisco, CA 94108, USA",gallery cafe,37.79461149999999,-122.4112775,Gallery Cafe,1,1.0,4.5,OK
864,"869 Geary St, San Francisco, CA 94109, USA",a la turca,37.786051,-122.417591,A La Turca,1,2.0,4.4,OK
865,"3814 Noriega St, San Francisco, CA 94122, USA",toyose inc,37.7531919,-122.5046876,Toyose,1,2.0,4.4,OK
866,"401 Golden Gate Ave, San Francisco, CA 94102, USA",the coffeesmith,37.7813242,-122.4173188,Coffee Smith,1,,4.8,OK
867,"1735 Taraval, San Francisco, CA 94116, USA",taraval okazu ya,37.7425341,-122.4849098,Taraval Okazu Ya Restaurant,1,1.0,4.2,OK
868,"1581 Webster St #275, San Francisco, CA 94115, USA",sophies crepes,37.7850458,-122.4320932,Sophie's Crepes,1,2.0,4.1,OK
869,"3087 16th St, San Francisco, CA 94103, USA",el cafetazo,37.7647437,-122.4214651,El Cafetazo,1,1.0,4.2,OK
870,"145 E 3rd Ave, San Mateo, CA 94401, USA",shabuway,37.5645589,-122.3239543,Shabuway,1,2.0,4.1,OK
871,"495 Geary St, San Francisco, CA 94102, USA",clift,37.7867167,-122.4111737,The Clift Royal Sonesta Hotel,1,,4.1,OK
872,"433 Powell St, San Francisco, CA 94102, USA",luques,37.7886997,-122.4087889,Chancellor Hotel on Union Square,1,,4.3,OK
873,"260 Church St, San Francisco, CA 94114, USA",church street cafe,37.7664135,-122.4290636,Church Street Cafe,1,1.0,4.1,OK
