,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
254,ROOFTOP,"1170 Powell St, San Francisco, CA 94108, USA",ChIJZ17uHvOAhYARBbvGcSQyrAI,"1170 powell st, San Francisco, CA, 94108",37.7955507,-122.409672,1,94108,OK,premise
255,ROOFTOP,"Four Embarcadero Center, 4 Embarcadero Center r4116, San Francisco, CA 94111, USA",ElJyNDExNiwgRm91ciBFbWJhcmNhZGVybyBDZW50ZXIsIDQgRW1iYXJjYWRlcm8gQ2VudGVyLCBTYW4gRnJhbmNpc2NvLCBDQSA5NDExMSwgVVNBIiEaHwoWChQKEgnd_9YvYYCFgBG8WtaU3sR6ORIFcjQxMTY,"4 embarcadero ctr r4116, San+francisco, CA, 94111",37.7953898,-122.3961067,1,94111,OK,subpremise
256,ROOFTOP,"5479 Mission St, San Francisco, CA 94112, USA",ChIJ4dbOzZ1-j4ARwUhHGNK6JPM,"5479 mission st, San Francisco, CA, 94112",37.7127716,-122.4441824,1,94112,OK,street_address
257,ROOFTOP,"5300 Mission St, San Francisco, CA 94112, USA",ChIJw7YaWZx-j4ARYBvc9mlNJ7U,"5300 mission st, San Francisco, CA, 94112",37.7146085,-122.4429308,1,94112,OK,premise
258,ROOFTOP,"2099 Folsom St, San Francisco, CA 94110, USA",ChIJd5Gi0zp-j4AR59LwvYq0k7g,"2099 folsom st, San Francisco, CA, 9411",37.7638409,-122.4149695,1,94110,OK,"bar,establishment,food,point_of_interest,restaurant"
259,ROOFTOP,"1307 Sutter St, San Francisco, CA 94109, USA",ChIJlehMu5WAhYAR3XmTIiCHhqk,"1307 sutter st, San Francisco, CA, 94109",37.7874047,-122.4221456,1,94109,OK,street_address
260,ROOFTOP,"674 Sacramento St, San Francisco, CA 94111, USA",ChIJ6Rhq_oqAhYAR3HR5DWdxqE0,"674 sacramento st, San Francisco, CA, 94111",37.7938347,-122.4041692,1,94111,OK,street_address
261,ROOFTOP,"2704 24th St, San Francisco, CA 94110, USA",ChIJW0FN4Ut-j4AR-PUyiWUT5O8,"2704 mission st, San Francisco, CA, 9411",37.753106,-122.4067338,1,94110,OK,"bar,establishment,food,point_of_interest,restaurant"
262,ROOFTOP,"450 Sutter Street, 450 Sutter St, San Francisco, CA 94108, USA",ChIJ7QEJpo6AhYARBSKjIegzx6k,"450 sutter st 7, San Francisco, CA, 94108",37.7896952,-122.4078356,1,94108,OK,premise
263,ROOFTOP,"737 Portola Dr, San Francisco, CA 94127, USA",ChIJC0_ZPud9j4ARQYLNzN7Ju0k,"737 portola dr, San Francisco, CA, 94127",37.7439098,-122.453513,1,94127,OK,premise
264,ROOFTOP,"757 Beach St, San Francisco, CA 94109, USA",ChIJZYHC4eCAhYARfxvTb1vX30k,"757 beach st, San Francisco, CA, 94104",37.8063241,-122.4212867,1,94109,OK,premise
265,ROOFTOP,"301 Mission St, San Francisco, CA 94105, USA",ChIJLe1rfmOAhYAR2ACDSr1e4Z8,"2840 mission st, San Francisco, CA, 9411",37.79050549999999,-122.3962516,1,94105,OK,"establishment,point_of_interest,premise"
266,ROOFTOP,"2 California St, San Francisco, CA 94111, USA",ChIJWTgjWmGAhYARtPYkj6U8Mto,"2 california st, San Francisco, CA, 94111",37.7937612,-122.3966955,1,94111,OK,street_address
267,ROOFTOP,"256 Columbus Ave, San Francisco, CA 94133, USA",ChIJW6Wzi_SAhYARiaUAOBSSLh4,"256 columbus ave, San Francisco, CA, 94133",37.797681,-122.406132,1,94133,OK,premise
268,ROOFTOP,"1131 Stockton St, San Francisco, CA 94133, USA",ChIJo-Y0bfOAhYAR89vQk505oys,"1131 stockton st, San Francisco, CA, 94108",37.7962296,-122.4084831,1,94133,OK,street_address
269,ROOFTOP,"707 Sutter St, San Francisco, CA 94109, USA",ChIJza2bB46AhYARrXVCKO3LUNI,"707 sutter st, San Francisco, CA, 94109",37.78854990000001,-122.4121056,1,94109,OK,premise
270,ROOFTOP,"2348 Polk St, San Francisco, CA 94109, USA",ChIJHUYeQ-iAhYARt7_RBHdfQCI,"2348 polk st, San Francisco, CA, 94109",37.7985359,-122.4221359,1,94109,OK,premise
271,ROOFTOP,"1507 Sloat Blvd, San Francisco, CA 94132, USA",ChIJuRjYVJ59j4ARB45Iho55Qf0,"1507 sloat blvd, San Francisco, CA, 94132",37.7335349,-122.4895636,1,94132,OK,street_address
272,ROOFTOP,"728 Post St, San Francisco, CA 94109, USA",ChIJ_7X085GAhYARsjhHLuXKiGM,"728 post st, San Francisco, CA, 94109",37.787806,-122.4139198,1,94109,OK,premise
273,ROOFTOP,"1417 Valencia St, San Francisco, CA 94110, USA",ChIJtYlXHEF-j4ARcvUDxWd2c8Q,"1417 valencia st, San Francisco, CA, 9411",37.7502097,-122.42037,2,94110,OK,"bakery,establishment,food,point_of_interest,store"
274,ROOFTOP,"101 Second Street, 575 Mission St, San Francisco, CA 94105, USA",ChIJc2s60mKAhYARz5NP_m_I09Y,"575 mission st, San Francisco, CA, 94105",37.7880669,-122.3992066,1,94105,OK,premise
275,ROOFTOP,"5937 Geary Blvd, San Francisco, CA 94121, USA",ChIJ28aPng-HhYARKcytl4FeCeo,"5937 geary blvd, San Francisco, CA, 94121",37.780077,-122.483303,1,94121,OK,street_address
276,ROOFTOP,"798 S Van Ness Ave, San Francisco, CA 94110, USA",ChIJl2EemTt-j4ARans-8P-fDsg,"798 south van ness ave, San Francisco, CA, 9411",37.7604749,-122.4172837,1,94110,OK,"establishment,food,point_of_interest,restaurant"
277,ROOFTOP,"1499 Valencia St, San Francisco, CA 94110, USA",ChIJzch6bEF-j4AR6MPa2jK_naA,"1690 valencia st, San Francisco, CA, 9411",37.7490506,-122.4201366,1,94110,OK,"establishment,food,point_of_interest,restaurant"
278,ROOFTOP,"444 Battery St, San Francisco, CA 94111, USA",ChIJ-3N8R2CAhYARCyCa3AdK3Vc,"444 battery st, San Francisco, CA, 94111",37.795486,-122.4001359,1,94111,OK,premise
279,ROOFTOP,"1400 Stockton St, San Francisco, CA 94133, USA",ChIJKYXp3POAhYAR9IPesgyS200,"1400 stockton st, San Francisco, CA, 94133",37.7986983,-122.4087054,1,94133,OK,street_address
280,ROOFTOP,"2191 Union St, San Francisco, CA 94123, USA",ChIJAcgmoNqAhYARWBXQTZhvNt0,"2191 union st, San Francisco, CA, 94123",37.7970043,-122.435322,1,94123,OK,street_address
281,ROOFTOP,"2836 Franklin St, San Francisco, CA 94123, USA",ChIJizq6Dt2AhYAR-JlIFdpi5Ws,"2836 franklin st, San Francisco, CA, 94123",37.8007158,-122.42591,1,94123,OK,premise
282,ROOFTOP,"5170 Mission St, San Francisco, CA 94112, USA",ChIJre6vm5x-j4AR0I6akEaUpRI,"5170 mission st, San Francisco, CA, 94112",37.7160255,-122.4415525,1,94112,OK,street_address
283,ROOFTOP,"5740 Geary Blvd, San Francisco, CA 94121, USA",ChIJo0WE5w-HhYARoegKPmtb0Bw,"5740 geary blvd, San Francisco, CA, 94121",37.7804765,-122.4812421,1,94121,OK,premise
284,ROOFTOP,"2315 Clement St, San Francisco, CA 94121, USA",ChIJN7swmAWHhYARCpG2zxy7So8,"2315 clement st, San Francisco, CA, 94121",37.7818522,-122.4841716,1,94121,OK,premise
285,ROOFTOP,"1316 Noriega St, San Francisco, CA 94122, USA",ChIJ6VgZfmKHhYARyuSetLzn55Y,"1316 noriega st, San Francisco, CA, 94122",37.7543589,-122.4779036,1,94122,OK,premise
286,ROOFTOP,"398 Dolores St, San Francisco, CA 94110, USA",ChIJGX6--xh-j4ARUggmRyhlmmU,"398 dolores st, San Francisco, CA, 9411",37.7631654,-122.4265493,2,94110,OK,"cafe,establishment,food,point_of_interest,store"
287,ROOFTOP,"2406 19th Ave, San Francisco, CA 94116, USA",ChIJz83JeJF9j4ARlDB6NVQXKKk,"2406 19th ave, San Francisco, CA, 94116",37.7428521,-122.4754664,1,94116,OK,street_address
288,ROOFTOP,"1994 Lombard St, San Francisco, CA 94123, USA",ChIJpUWOGdqAhYARw0gjhtKjPtg,"1994 lombard st, San Francisco, CA, 94123",37.8002203,-122.4342895,1,94123,OK,street_address
289,ROOFTOP,"622 Jackson St, San Francisco, CA 94133, USA",ChIJVcN4v_SAhYARnDsTSrTU2T4,"622 jackson st, San Francisco, CA, 94133",37.7964028,-122.4056895,1,94133,OK,premise
290,ROOFTOP,"55 Stockton St, San Francisco, CA 94108, USA",ChIJXzJhsYiAhYARrFkDDECH_HI,"55 stockton ave, San+francisco, CA, 94108",37.7863267,-122.4066852,1,94108,OK,premise
291,ROOFTOP,"2449 23rd St, San Francisco, CA 94110, USA",ChIJWxTCoEt-j4AR9GcaT1JDuqo,"2449 23rd st, San Francisco, CA, 9411",37.7543015,-122.4043412,1,94110,OK,"convenience_store,establishment,food,point_of_interest,store"
292,ROOFTOP,"820 Ulloa St, San Francisco, CA 94127, USA",ChIJlQUMSep9j4ARNMjLiei4Qrg,"820 ulloa st, San Francisco, CA, 94127",37.74082620000001,-122.4653891,1,94127,OK,street_address
293,ROOFTOP,"1039 Ocean Ave, San Francisco, CA 94112, USA",ChIJtTjxtSx8j4ARGJVAAU8sjAA,"1039 ocean ave, San Francisco, CA, 94112",37.7231613,-122.4537788,1,94112,OK,premise
294,ROOFTOP,"3239 22nd St, San Francisco, CA 94110, USA",ChIJlbhkID9-j4ARpaXzwsz7_is,"3239 22nd st, San Francisco, CA, 9411",37.7552451,-122.4196896,1,94110,OK,street_address
295,ROOFTOP,"242 Columbus Ave, San Francisco, CA 94133, USA",ChIJr5ZdivSAhYARbPuy7cmBA1w,"242 columbus ave, San Francisco, CA, 94133",37.7976266,-122.4058736,1,94133,OK,street_address
296,RANGE_INTERPOLATED,"970 47th Ave, San Francisco, CA 94121, USA",Eio5NzAgNDd0aCBBdmUsIFNhbiBGcmFuY2lzY28sIENBIDk0MTIxLCBVU0EiGxIZChQKEgmrHhjGu4eFgBHdt5g5ggdocRDKBw,"970 47th ave, San Francisco, CA, 94121",37.7703863,-122.5078786,1,94121,OK,street_address
297,ROOFTOP,"525 Commercial St, San Francisco, CA 94111, USA",ChIJUW0uh4qAhYARCCWYp2z_zlM,"525 commercial st, San Francisco, CA, 94111",37.7942681,-122.4018296,1,94111,OK,street_address
298,ROOFTOP,"1713 Taraval, San Francisco, CA 94116, USA",ChIJeawzy4R9j4ARy5mxLzEFh4s,"1713 taraval st, San Francisco, CA, 94116",37.742473,-122.4846469,1,94116,OK,premise
299,ROOFTOP,"2809 Taylor St, San Francisco, CA 94133, USA",ChIJYd_zruOAhYARHH_D70Pqrpg,"2809 taylor st, San Francisco, CA, 94133",37.8084592,-122.4159347,1,94133,OK,street_address
300,ROOFTOP,"2424 Van Ness Ave, San Francisco, CA 94109, USA",ChIJK2CfI-iAhYARt9P_nagxrUs,"2424 van ness ave, San Francisco, CA, 94109",37.7980002,-122.4236094,1,94109,OK,premise
301,ROOFTOP,"3251 20th Ave, San Francisco, CA 94132, USA",ChIJP5NLubt9j4AR9_zxLgJGWTg,"3251 20th ave, San Fransisco, CA, 94132",37.7280817,-122.4770808,1,94132,OK,street_address
302,ROOFTOP,"1300 Battery St, San Francisco, CA 94111, USA",ChIJq6lxLPaAhYAR_3Q3IKEyBWQ,"1300 battery st, San Francisco, CA, 94111",37.8034545,-122.4018175,1,94111,OK,premise
303,ROOFTOP,"388 Market St, San Francisco, CA 94111, USA",ChIJv-z7zWOAhYARhxtVbyh4Nfo,"388 market st #106, San+francisco, CA, 94111",37.7921824,-122.3982249,2,94111,OK,street_address
304,ROOFTOP,"1639 Irving St, San Francisco, CA 94122, USA",ChIJO5iL5WWHhYARO-WEFy_BPSc,"1639 irving st, San Francisco, CA, 94122",37.763452,-122.47574,1,94122,OK,street_address
305,ROOFTOP,"1753 Taraval, San Francisco, CA 94116, USA",ChIJH4_-Mpt9j4ARshODdOKklJ0,"1753 taraval st, San Francisco, CA, 94116",37.742515,-122.4851305,1,94116,OK,street_address
306,ROOFTOP,"100 Connecticut St, San Francisco, CA 94107, USA",ChIJIagre8x_j4AR0gyI0DAXZIE,"100 connecticut st, San Francisco, CA, 94107",37.76495269999999,-122.3980695,1,94107,OK,street_address
307,ROOFTOP,"673 Portola Dr, San Francisco, CA 94127, USA",ChIJXWhdM-d9j4ARc5QHHVTpHx0,"673 portola dr, San Francisco, CA, 94127",37.7446844,-122.4526269,1,94127,OK,street_address
308,ROOFTOP,"133 O'Farrell St, San Francisco, CA 94102, USA",ChIJCf5RSo-AhYAR6_AcoLID3pI,"133 o'farrell st, San Francisco, CA, 94102",37.7863803,-122.407264,1,94102,OK,street_address
309,ROOFTOP,"353 Columbus Ave, San Francisco, CA 94133, USA",ChIJ29Sj8vOAhYAR5pQvb4IplIw,"353 columbus ave, San Francisco, CA, 94133",37.7983686,-122.4077693,1,94133,OK,premise
310,ROOFTOP,"499 Monterey Blvd, San Francisco, CA 94127, USA",ChIJn0BEoXh-j4ARTDPi53NT4YY,"499 monterey blvd, San Francisco, CA, 94127",37.731365,-122.4464548,1,94127,OK,street_address
311,ROOFTOP,"3109 16th St, San Francisco, CA 94103, USA",ChIJNT0XRSJ-j4ARYOmGj0iPo1g,"3109 16th st, San Francisco, CA, 94103",37.764788,-122.4222596,1,94103,OK,street_address
312,ROOFTOP,"138 Minna St, San Francisco, CA 94105, USA",ChIJV1ttRn2AhYARNGfmM-VtCmg,"138 minna st, San Francisco, CA, 94105",37.786895,-122.40039,1,94105,OK,street_address
313,ROOFTOP,"5298 3rd St, San Francisco, CA 94124, USA",ChIJY5DUsht_j4AR-mEtPRaG90s,"5298 3rd st, San Francisco, CA, 94124",37.7294589,-122.3929446,1,94124,OK,premise
314,ROOFTOP,"900 Stanyan St, San Francisco, CA 94117, USA",ChIJPWVSqVaHhYARl-3fSlKMcx8,"900 stanyan st, San Francisco, CA, 94117",37.7662935,-122.4526916,1,94117,OK,street_address
315,ROOFTOP,"917 Taraval, San Francisco, CA 94116, USA",ChIJp3cMnpF9j4ARq_qpRbJjca8,"917 taraval st, San Francisco, CA, 94116",37.7427947,-122.4761126,1,94116,OK,premise
316,ROOFTOP,"646 Washington St, San Francisco, CA 94111, USA",ChIJLaNZKouAhYARA8qCKGxVY2Y,"646 washington st, San Francisco, CA, 94111",37.7955945,-122.4043841,1,94111,OK,premise
317,ROOFTOP,"3925 Irving St, San Francisco, CA 94122, USA",ChIJo3Y-cZmHhYARO1fglTp0be0,"3925 irving st, San Francisco, CA, 94122",37.7623658,-122.5000665,1,94122,OK,premise
318,ROOFTOP,"1813 Fulton St, San Francisco, CA 94117, USA",ChIJUzbx1UyHhYARA9AYVPjqhxU,"1813 fulton st, San Francisco, CA, 94117",37.77561559999999,-122.4470113,1,94117,OK,premise
319,ROOFTOP,"50 Post St, San Francisco, CA 94104, USA",ChIJ9eKeSoiAhYARJ73ezE7zj-g,"50 post st 58, San Francisco, CA, 94104",37.7895344,-122.4030516,1,94104,OK,"establishment,point_of_interest,shopping_mall"
320,ROOFTOP,"1039 Stockton St, San Francisco, CA 94108, USA",ChIJxQLWRvOAhYARFeCW3BnGVW0,"1039 stockton st, San Francisco, CA, 94108",37.795455,-122.408356,1,94108,OK,street_address
321,ROOFTOP,"4523 Mission St, San Francisco, CA 94112, USA",ChIJI4VOwYh-j4ARpquqqtuiazA,"4523 mission st, San Francisco, CA, 94112",37.7257397,-122.4336853,1,94112,OK,premise
322,ROOFTOP,"958 Illinois St, San Francisco, CA 94107, USA",ChIJzzqYpbl_j4ARIpiAIycOFVU,"958 illinois st, San Francisco, CA, 94107",37.7597234,-122.3877473,1,94107,OK,street_address
323,ROOFTOP,"919 Cole St, San Francisco, CA 94117, USA",ChIJdxi1UVSHhYARZ9wplQMk1gs,"919 cole st, San Francisco, CA, 94117",37.7654794,-122.4501961,1,94117,OK,premise
324,ROOFTOP,"6, 545 Sansome St, San Francisco, CA 94111, USA",ChIJgVanMvWAhYAR11RsPK9kBbI,"545 sansome st 207, San Francisco, CA, 94111",37.7954217,-122.4019136,1,94111,OK,"establishment,point_of_interest"
325,ROOFTOP,"1117 Fillmore St, San Francisco, CA 94115, USA",ChIJbw04AbuAhYARjFOBuzcB2IY,"1117 fillmore st, San Francisco, CA, 94115",37.7799703,-122.432175,1,94115,OK,street_address
326,ROOFTOP,"211 Sutter St, San Francisco, CA 94108, USA",ChIJY6AsoYmAhYARwZ9BWdpQD_U,"211 sutter st, San Francisco, CA, 94104",37.7896606,-122.404065,1,94108,OK,street_address
327,ROOFTOP,"5121 Geary Blvd, San Francisco, CA 94118, USA",ChIJf8xgyBaHhYARDDOxLgfw-1U,"5121 geary blvd, San Francisco, CA, 94118",37.78031850000001,-122.4744212,1,94118,OK,premise
328,ROOFTOP,"641 Irving St, San Francisco, CA 94122, USA",ChIJVVVZFFyHhYARxU1YtzMom5A,"641 irving st, San Francisco, CA, 94122",37.7638982,-122.46488,1,94122,OK,street_address
329,ROOFTOP,"1351 Church St, San Francisco, CA 94114, USA",ChIJ-zIK4mp-j4ARu6o54TPbfVw,"1351 church st, San Francisco, CA, 94114",37.7491936,-122.427056,1,94114,OK,street_address
330,ROOFTOP,"1351 Church St, San Francisco, CA 94114, USA",ChIJ-zIK4mp-j4ARu6o54TPbfVw,"1351 church st, San Francisco, CA, 94131",37.7491936,-122.427056,1,94114,OK,street_address
331,ROOFTOP,"609 Ellis St, San Francisco, CA 94109, USA",ChIJX5bW75CAhYARqXGo1kvLulk,"609 ellis st, San Francisco, CA, 94109",37.7842427,-122.4163091,1,94109,OK,premise
332,ROOFTOP,"133 Clement St, San Francisco, CA 94118, USA",ChIJv-MvgjmHhYARbR5DIr0xpjA,"133 clement st, San Francisco, CA, 94118",37.7829909,-122.4606844,1,94118,OK,street_address
333,ROOFTOP,"564 Castro St, San Francisco, CA 94114, USA",ChIJaWVH1Bp-j4ARNtlLhyhVph0,"564 castro st, San Francisco, CA, 94114",37.759921,-122.4351366,1,94114,OK,street_address
334,ROOFTOP,"4042 24th St, San Francisco, CA 94114, USA",ChIJbUYIVBJ-j4AR1yT0uBvioG8,"4042 24th st, San Francisco, CA, 94114",37.7515926,-122.4329,1,94114,OK,premise
335,ROOFTOP,"St. Regis Museum Tower, 125 3rd St, San Francisco, CA 94103, USA",ChIJp62oWH2AhYARuomXACFXY4Y,"125 3rd st, San Francisco, CA, 94103",37.7862856,-122.4013086,1,94103,OK,premise
336,ROOFTOP,"3407 Geary Blvd, San Francisco, CA 94118, USA",ChIJQftByjeHhYAROsjJNd7tYko,"3407 geary blvd, San Francisco, CA, 94118",37.7812016,-122.4554595,1,94118,OK,premise
337,ROOFTOP,"2460 San Bruno Ave, San Francisco, CA 94134, USA",ChIJWXBJ8fx-j4ARnUOahqjNoUU,"2460 san bruno ave, San Francisco, CA, 94134",37.7308721,-122.4052028,1,94134,OK,premise
338,ROOFTOP,"2049 Fillmore St, San Francisco, CA 94115, USA",ChIJc5ItyMeAhYARGO2yYxua3Cs,"2049 fillmore st, San Francisco, CA, 94115",37.7886107,-122.4340502,1,94115,OK,premise
339,ROOFTOP,"200 Columbus Ave, San Francisco, CA 94133, USA",ChIJ-4zq8vSAhYARDcukY4nlVW8,"200 columbus ave, San Francisco, CA, 94133",37.7972852,-122.4055641,1,94133,OK,street_address
340,ROOFTOP,"4827 Mission St, San Francisco, CA 94112, USA",ChIJTTKZDoV-j4ARiVue8BTg62E,"4827 mission st, San Francisco, CA, 94112",37.7210781,-122.4373388,1,94112,OK,street_address
341,ROOFTOP,"3123 Clement St, San Francisco, CA 94121, USA",ChIJ89kNw6mHhYARylR6vdRMzEo,"3123 clement st, San Francisco, CA, 94121",37.7814671,-122.492871,1,94121,OK,premise
342,ROOFTOP,"5145 Geary Blvd, San Francisco, CA 94118, USA",ChIJK1W5yxaHhYAR8kDSN9XYWYg,"5145 geary blvd, San Francisco, CA, 94118",37.7802947,-122.4748302,1,94118,OK,premise
343,ROOFTOP,"2211 Mission St, San Francisco, CA 94110, USA",ChIJH3SFojx-j4AR-ceZkVNV7PA,"2211 mission st, San Francisco, CA, 9411",37.76156599999999,-122.4190088,1,94110,OK,"bar,establishment,food,point_of_interest,restaurant"
344,ROOFTOP,"785 Sunnydale Ave, San Francisco, CA 94134, USA",ChIJaaT0aNp-j4ARmBvf6cUYd_I,"785 sunnydale ave, San Francisco, CA, 94134",37.7094008,-122.4091574,1,94134,OK,street_address
345,ROOFTOP,"99 Yerba Buena Ln, San Francisco, CA 94103, USA",ChIJAyoftoeAhYAReQnU2WTWbBI,"99 yerba buena ln, San Francisco, CA, 94103",37.7851637,-122.4037391,1,94103,OK,street_address
346,ROOFTOP,"845 Market St #16, San Francisco, CA 94103, USA",Ei8xNiwgODQ1IE1hcmtldCBTdCwgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMDMsIFVTQSIeGhwKFgoUChIJy4kpbIaAhYARnaAg1xAryzUSAjE2,"845 market st unit 16, San Francisco, CA, 94103",37.784219,-122.406176,1,94103,OK,subpremise
347,ROOFTOP,"1748 Church St, San Francisco, CA 94131, USA",ChIJe8f4V2h-j4ARQX3hXVyRTLA,"1748 church st, San Francisco, CA, 94131",37.7430046,-122.4268939,1,94131,OK,premise
348,ROOFTOP,"3091 16th St, San Francisco, CA 94103, USA",ChIJzdbUUyJ-j4ARgpfOcoyR4gM,"3091 16th st, San Francisco, CA, 94103",37.7648183,-122.4216188,1,94103,OK,street_address
349,ROOFTOP,"755 Portola Dr, San Francisco, CA 94127, USA",ChIJK_u8P-d9j4ARDuebrb78bjU,"755 portola dr, San Francisco, CA, 94127",37.7437806,-122.4536907,1,94127,OK,premise
350,ROOFTOP,"301 W Portal Ave, San Francisco, CA 94127, USA",ChIJxdFJAsB9j4ARKDU3FJimkBY,"301 west portal ave, San Francisco, CA, 94127",37.737793,-122.469033,1,94127,OK,street_address
351,ROOFTOP,"2801 Jennings St, San Francisco, CA 94124, USA",ChIJuRm1jSJ_j4AR1TdVKfD5koA,"2801 jennings st, San Francisco, CA, 94124",37.722228,-122.392385,1,94124,OK,street_address
352,ROOFTOP,"1200 Market St, San Francisco, CA 94102, USA",ChIJCQHGeZuAhYARW70fjBoI5dE,"1200 market st, San Francisco, CA, 94102",37.7786745,-122.4152914,1,94102,OK,premise
353,ROOFTOP,"1200 Mason St, San Francisco, CA 94108, USA",ChIJ2XpswPKAhYARN6Z1GdHbpZk,"1200 mason st, San Francisco, CA, 94108",37.79461149999999,-122.4112775,1,94108,OK,street_address
354,ROOFTOP,"3814 Noriega St, San Francisco, CA 94122, USA",ChIJYTppn4-HhYAR0p5LF9L-fGc,"3814 noriega st, San Francisco, CA, 94122",37.753195,-122.5046753,1,94122,OK,premise
355,ROOFTOP,"1581 Webster St #275, San Francisco, CA 94115, USA",ChIJZ8d24biAhYARmDcEXObwde4,"1581 webster st 275, San Francisco, CA, 94118",37.7850458,-122.4320932,1,94115,OK,"establishment,food,point_of_interest,restaurant,store"
356,ROOFTOP,"646 Kearny St, San Francisco, CA 94108, USA",ChIJtbEgHIuAhYARxrWeWxlTnSQ,"646 kearny st, San Francisco, CA, 94108",37.79422570000001,-122.404539,1,94108,OK,premise
357,ROOFTOP,"5080 Mission St, San Francisco, CA 94112, USA",ChIJcTveWZt-j4ARWNZ1XmowaAg,"5080 mission st, San Francisco, CA, 94112",37.717219,-122.4407411,1,94112,OK,premise
358,ROOFTOP,"370 Golden Gate Ave, San Francisco, CA 94102, USA",ChIJ4zcFbJqAhYAR8ZQGeTC9x1Q,"370 golden gate ave, San Francisco, CA, 94102",37.7816931,-122.4167591,1,94102,OK,street_address
359,ROOFTOP,"5201 3rd St, San Francisco, CA 94124, USA",ChIJ07WyWBp_j4ARB9nBiHLN-ck,"5201 3rd st, San Francisco, CA, 94124",37.730542,-122.3919046,1,94124,OK,premise
360,ROOFTOP,"1190 Mission St, San Francisco, CA 94103, USA",ChIJ12HgSoOAhYAREab6pIUCa90,"4581 mission st, San Francisco, CA, 9411",37.777867,-122.4130596,1,94103,OK,"establishment,point_of_interest"
361,ROOFTOP,"5200 Geary Blvd, San Francisco, CA 94118, USA",ChIJC0j0KBGHhYARsENUSbiiqWI,"5200 geary blvd, San Francisco, CA, 94118",37.7808227,-122.4754714,1,94118,OK,street_address
362,ROOFTOP,"876 Geary Blvd, San Francisco, CA 94109, USA",ChIJ_1RQRZGAhYARPUjR86VwFDI,"876 geary st, San Francisco, CA, 94109",37.7863106,-122.4176875,1,94109,OK,street_address
363,ROOFTOP,"2901 Mission St, San Francisco, CA 94110, USA",ChIJcTdF0kZ-j4ARy0ey2Z3Isyo,"2901 mission st, San Francisco, CA, 9411",37.7505436,-122.4181605,1,94110,OK,"bakery,cafe,establishment,food,point_of_interest,restaurant,store"
364,ROOFTOP,"1 Clement St, San Francisco, CA 94118, USA",ChIJiedy8jmHhYARY73I3VOBNYQ,"1 clement st, San Francisco, CA, 94118",37.7830052,-122.4593295,1,94118,OK,street_address
365,ROOFTOP,"3420 Judah St, San Francisco, CA 94122, USA",ChIJk4fK65uHhYARhukr5FOLZyk,"3420 judah st, San Francisco, CA, 94122",37.7608595,-122.4988975,1,94122,OK,street_address
366,ROOFTOP,"1590 Bryant St, San Francisco, CA 94103, USA",ChIJz8RiHtqGhYAR4b20-3QuXCc,"2406 bryant st, San Francisco, CA, 9411",37.767095,-122.4109093,1,94103,OK,"bicycle_store,establishment,point_of_interest,shoe_store,store"
367,ROOFTOP,"474 Columbus Ave, San Francisco, CA 94133, USA",ChIJLzmBYPGAhYAR6olI0K1IDdI,"474 columbus ave, San Francisco, CA, 94133",37.7993836,-122.4084987,1,94133,OK,street_address
368,ROOFTOP,"4627 Geary Blvd, San Francisco, CA 94118, USA",ChIJ0drYAD6HhYARspyo0zXnBhc,"4627 geary blvd, San Francisco, CA, 94118",37.7806363,-122.4691207,1,94118,OK,street_address
369,ROOFTOP,"1650 Holloway Ave, San Francisco, CA 94132, USA",ChIJU922dbF9j4ARgEGbVgVxgNI,"1650 holloway ave, San Francisco, CA, 94132",37.7223946,-122.4786143,1,94132,OK,street_address
370,ROOFTOP,"3004 San Bruno Ave, San Francisco, CA 94134, USA",ChIJ51MJ6OF-j4ARmhIibCGR9vw,"3004 san bruno ave, San Francisco, CA, 94134",37.7238347,-122.4022064,1,94134,OK,street_address
371,ROOFTOP,"3122 16th St, San Francisco, CA 94103, USA",ChIJhV7LQSJ-j4ARV0FqL7uAJlM,"3122 16th st, San Francisco, CA, 94103",37.7650275,-122.422579,1,94103,OK,street_address
372,ROOFTOP,"800 Greenwich St, San Francisco, CA 94133, USA",ChIJl_ex5O-AhYARQCXgyxr_m6Y,"800 greenwich st, San Francisco, CA, 94133",37.8020068,-122.4131233,1,94133,OK,premise
373,ROOFTOP,"500 Parnassus Ave, San Francisco, CA 94143, USA",ChIJKx7U5lmHhYAR7skcSLh8bBw,"500 parnassus ave, San Francisco, CA, 94131",37.7640712,-122.4585776,1,94143,OK,premise
374,ROOFTOP,"301 King St, San Francisco, CA 94158, USA",ChIJ53zzxdZ_j4AR2SzzvQUJubE,"301 king st a, San Francisco, CA, 94158",37.7758756,-122.393874,1,94158,OK,premise
375,ROOFTOP,"301 King St, San Francisco, CA 94158, USA",ChIJ53zzxdZ_j4AR2SzzvQUJubE,"301 king st, San Francisco, CA, 94158",37.7758756,-122.393874,1,94158,OK,premise
376,ROOFTOP,"301 King St, San Francisco, CA 94158, USA",ChIJ53zzxdZ_j4AR2SzzvQUJubE,"301 king st, San Francisco, CA, 95158",37.7758756,-122.393874,1,94158,OK,premise
377,ROOFTOP,"637 Larkin St, San Francisco, CA 94109, USA",ChIJmxTVz5CAhYARjjfPEkEGodM,"637 larkin st, San Francisco, CA, 94109",37.783887,-122.417873,1,94109,OK,street_address
