business_name,lic_code,street_address,business_start_date,business_end_date,Lifespan,isClosed,full_address,business_id,name,district,MA,year,latitude,longitude,tract,GEOID10,link,HC01_VC05,HC01_VC113,HC01_VC115,HC01_VC117,HC01_VC121,HC01_VC28,HC01_VC36,HC01_VC41,HC01_VC42,HC01_VC43,HC01_VC44,HC01_VC50,HC01_VC51,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC59,HC01_VC60,HC01_VC61,HC01_VC62,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC99,HC03_VC05,HC03_VC13,HC03_VC156,HC03_VC28,HC03_VC41,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC51,HC03_VC52,HC03_VC53,HC03_VC54,HC03_VC55,HC03_VC56,HC03_VC57,HC03_VC58,HC03_VC59,HC03_VC60,HC03_VC61,HC03_VC62,HC03_VC67,HC03_VC68,HC03_VC69,HC03_VC75,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC82,HC03_VC83,HC03_VC84,HD01_S001,HD01_S020,HD01_S026,HD01_S045,HD01_S051,HD01_S070,HD01_S151,HD01_S169,HD01_S170,HD01_S171,HD01_S180,HD01_S181,HD01_S184,HD02_S026,HD02_S051,HD02_S151,HD02_S170,HD02_S171,HD02_S180,HD02_S181,HD02_S184,Opening_year,Closing_year,Opening_month,Closing_month,price_level,rating
san marcos restaurante,"Restaurant 1,000 - 2,000 Sqft",98 leland ave,2018-01-25,,193.0,no,"98 leland ave, San Francisco, CA, 94134",95400,san marcos restaurante,Visitacion Valley,90.0,2018.0,37.712002000000005,-122.405456,Census Tract 264.03,6075026403,"http://en.wikipedia.org/wiki/Visitacion_Valley,_San_Francisco,_California",2129.0,70279.0,16248.0,319.0,21201.0,1850.0,32.2,224.0,653.0,393.0,147.0,0.0,119.0,322.0,42.0,293.0,78.0,64.0,76.0,43.0,239.0,448.0,96.0,39.0,1520.0,157.0,182.0,48125.0,58354.0,66611.0,127.0,60.0,12.7,18.6,1850.0,12.0,35.1,21.1,7.9,23.8,0.0,6.4,17.3,2.3,15.8,4.2,3.4,4.1,2.3,12.9,24.1,5.2,2.1,81.8,8.4,9.8,7.6,15.6,13.6,4.1,10.1,17.7,14.4,9.4,5.7,1.8,4140.0,41.5,2048.0,39.9,2092.0,43.1,832.0,1120.0,1062.0,58.0,1062.0,638.0,424.0,49.5,50.5,78.3,94.8,5.2,100.0,60.1,39.9,2018,,1,,,4.5
poke fusion,"Restaurant Less Than 1,000 Sqft",112 waverly pl,2015-04-21,,1203.0,no,"112 waverly pl, San Francisco, CA, 94108",84795,poke fusion,Chinatown,100.0,2017.0,37.794477,-122.40674299999999,Census Tract 611,6075061100,http://www.sfgate.com/neighborhoods/sf/chinatown/,1988.0,31141.0,13235.0,1095.0,11069.0,1658.0,23.7,231.0,788.0,345.0,115.0,0.0,82.0,153.0,28.0,266.0,32.0,39.0,22.0,105.0,204.0,336.0,337.0,54.0,1423.0,187.0,48.0,14270.0,25319.0,31210.0,141.0,50.6,16.6,40.3,1658.0,13.9,47.5,20.8,6.9,10.8,0.0,4.9,9.2,1.7,16.0,1.9,2.4,1.3,6.3,12.3,20.3,20.3,3.3,85.8,11.3,2.9,21.9,31.1,21.4,7.9,7.4,6.2,0.9,0.4,2.1,0.8,4307.0,55.2,2077.0,54.0,2230.0,55.8,1126.0,2351.0,2135.0,216.0,2135.0,78.0,2057.0,48.2,51.8,52.7,90.8,9.2,100.0,3.7,96.3,2015,,4,,,
bake cheese tart,Take-Out Establishment,845 market st ste 16,2017-07-01,,401.0,no,"845 market st ste 16, San Francisco, CA, 94103",95455,bake cheese tart,South of Market,96.0,2018.0,37.784219,-122.406176,Census Tract 176.01,6075017601,http://www.sfgate.com/neighborhoods/sf/soma/,3188.0,49387.0,25330.0,2221.0,25938.0,2657.0,25.0,951.0,626.0,894.0,215.0,0.0,139.0,177.0,44.0,319.0,70.0,197.0,247.0,364.0,617.0,641.0,74.0,95.0,2522.0,334.0,128.0,23099.0,46745.0,61388.0,259.0,60.9,5.9,12.7,2657.0,31.9,21.0,30.0,7.2,10.0,0.0,4.7,5.9,1.5,10.7,2.3,6.6,8.3,12.2,20.7,21.5,2.5,3.2,84.5,11.2,4.3,17.8,16.6,18.0,5.9,6.8,10.1,11.3,9.5,1.8,2.3,7630.0,41.5,4723.0,42.8,2907.0,39.0,1029.0,5296.0,4321.0,975.0,4321.0,407.0,3914.0,61.9,38.1,23.8,81.6,18.4,100.0,9.4,90.6,2017,,7,,1.0,4.4
happy donuts,,3801 24th st,2018-01-12,,206.0,no,"3801 24th st, San Francisco, CA, 94114",77520,happy donuts,Noe Valley,92.5,2018.0,37.751611600000004,-122.42760220000001,Census Tract 214,6075021400,http://www.sfgate.com/neighborhoods/sf/noevalley/,2569.0,165833.0,66220.0,1147.0,55239.0,2359.0,32.1,1823.0,173.0,379.0,41.0,0.0,33.0,114.0,13.0,122.0,11.0,171.0,206.0,774.0,508.0,307.0,72.0,96.0,1785.0,362.0,280.0,101222.0,127390.0,128121.0,13.0,84.2,5.5,2.9,2359.0,75.1,7.1,15.6,1.7,0.5,0.0,1.4,4.7,0.5,5.0,0.5,7.0,8.5,31.9,20.9,12.6,3.0,4.0,73.5,14.9,11.5,2.3,2.9,3.0,5.4,9.2,14.1,11.7,15.9,17.1,18.2,3264.0,38.0,1617.0,39.2,1647.0,37.0,655.0,1770.0,1619.0,151.0,1619.0,676.0,943.0,49.5,50.5,40.5,91.5,8.5,100.0,41.8,58.2,2018,,1,,,4.1
casa de la condesa,,2763 mission st,2018-01-31,,187.0,no,"2763 mission st, San Francisco, CA, 9411",94848,casa de la condesa restaurant,Mission,89.0,2018.0,37.752936600000005,-122.4183344,Census Tract 209,6075020900,http://www.sfgate.com/neighborhoods/sf/mission/,3065.0,60096.0,29653.0,1122.0,31014.0,2981.0,26.8,1104.0,664.0,784.0,161.0,0.0,139.0,106.0,57.0,364.0,44.0,110.0,176.0,486.0,575.0,527.0,358.0,39.0,2287.0,405.0,289.0,47407.0,71194.0,65333.0,83.0,72.9,2.7,6.3,2981.0,37.0,22.3,26.3,5.4,9.0,0.0,4.7,3.6,1.9,12.2,1.5,3.7,5.9,16.3,19.3,17.7,12.0,1.3,76.7,13.6,9.7,3.7,6.6,14.6,10.8,15.4,20.8,7.6,13.1,4.5,2.9,4372.0,34.9,2232.0,35.3,2140.0,34.5,651.0,1899.0,1742.0,157.0,1742.0,226.0,1516.0,51.1,48.9,37.4,91.7,8.3,100.0,13.0,87.0,2018,,1,,,4.2
memphis minnies bbq joint,,576 haight st,2018-05-01,,97.0,no,"576 haight st, San Francisco, CA, 94117",2387,memphis minnies bbq joint,Lower Haight,88.0,2018.0,37.771978000000004,-122.43165400000001,Census Tract 168.01,6075016801,"http://en.wikipedia.org/wiki/Lower_Haight,_San_Francisco,_California",2368.0,133534.0,57841.0,1328.0,48406.0,2229.0,27.5,1522.0,291.0,377.0,70.0,0.0,211.0,161.0,57.0,204.0,0.0,144.0,174.0,533.0,472.0,182.0,126.0,43.0,1969.0,209.0,129.0,72724.0,106307.0,102840.0,19.0,81.2,2.6,3.3,2229.0,66.0,12.6,16.3,3.0,2.0,0.0,9.1,7.0,2.5,8.8,0.0,6.2,7.5,23.1,20.5,7.9,5.5,1.9,85.3,9.1,5.6,2.9,2.6,7.9,12.2,13.8,12.8,13.3,10.7,9.1,14.7,3218.0,35.0,1865.0,36.8,1353.0,32.8,369.0,1734.0,1634.0,100.0,1634.0,329.0,1305.0,58.0,42.0,22.6,94.2,5.8,100.0,20.1,79.9,2018,,5,,,2.0
toyama japanese restaurant,"Restaurant 1,000 - 2,000 Sqft",3727 geary blvd,2018-02-05,,182.0,no,"3727 geary blvd, San Francisco, CA, 94118",94959,toyama japanese restaurant,Inner Richmond,80.0,2018.0,37.7809432,-122.45944009999998,Census Tract 451,6075045100,http://www.sfgate.com/neighborhoods/sf/innerrichmond/,2879.0,123882.0,51025.0,1150.0,45673.0,2589.0,31.1,1448.0,271.0,839.0,74.0,0.0,38.0,197.0,98.0,251.0,44.0,101.0,366.0,532.0,679.0,249.0,46.0,91.0,2359.0,232.0,101.0,73750.0,110322.0,120886.0,12.0,69.8,6.5,2.0,2589.0,53.8,10.1,31.2,2.7,2.2,0.0,1.4,7.3,3.6,9.3,1.6,3.8,13.6,19.8,25.2,9.2,1.7,3.4,87.6,8.6,3.8,4.0,4.3,7.7,6.6,15.0,12.4,16.3,16.1,3.8,13.7,4996.0,36.0,2420.0,35.0,2576.0,37.2,963.0,2290.0,2150.0,140.0,2150.0,616.0,1534.0,48.4,51.6,44.8,93.9,6.1,100.0,28.7,71.3,2018,,2,,,4.3
papis sf,"Restaurant Less Than 1,000 Sqft",846 geary st,2017-12-11,,238.0,no,"846 geary st, San Franisco, CA, 94109",94463,papis sf,Lower Nob Hill,100.0,2018.0,37.786373,-122.417226,Census Tract 122.01,6075012201,"http://en.wikipedia.org/wiki/Nob_Hill,_San_Francisco",2700.0,44690.0,30540.0,1855.0,28440.0,2298.0,26.5,996.0,885.0,391.0,15.0,0.0,54.0,165.0,52.0,154.0,65.0,73.0,196.0,390.0,422.0,564.0,238.0,60.0,2117.0,208.0,108.0,31265.0,51460.0,57516.0,167.0,71.2,9.9,27.8,2298.0,40.9,36.4,16.1,0.6,6.0,0.0,2.2,6.8,2.1,6.3,2.7,3.0,8.1,16.0,17.3,23.2,9.8,2.5,87.0,8.5,4.4,10.7,11.7,13.4,19.4,13.0,12.3,8.0,7.9,0.9,2.8,4567.0,35.6,2717.0,37.4,1850.0,33.1,599.0,2906.0,2667.0,239.0,2667.0,152.0,2515.0,59.5,40.5,22.5,91.8,8.2,100.0,5.7,94.3,2017,,12,,2.0,4.3
wing lee bakery,"Restaurant 1,000 - 2,000 Sqft",503 clement st,2018-02-08,,179.0,no,"503 clement st, San Francisco, CA, 94118",94894,wing lee bakery,Inner Richmond,83.0,2018.0,37.7828277,-122.46458159999999,Census Tract 402,6075040200,http://www.sfgate.com/neighborhoods/sf/innerrichmond/,3170.0,121769.0,41466.0,1037.0,42336.0,2977.0,26.7,1778.0,295.0,680.0,92.0,0.0,78.0,165.0,45.0,378.0,19.0,85.0,422.0,607.0,590.0,324.0,202.0,162.0,2494.0,216.0,340.0,69564.0,97945.0,97788.0,31.0,68.4,2.9,6.1,2977.0,57.8,9.6,22.1,3.0,7.5,0.0,2.5,5.4,1.5,12.3,0.6,2.8,13.7,19.7,19.2,10.5,6.6,5.3,81.1,7.0,11.0,5.9,4.7,4.5,5.1,12.9,18.0,13.8,17.1,5.9,12.1,5191.0,38.8,2483.0,37.9,2708.0,39.9,1126.0,2559.0,2352.0,207.0,2352.0,682.0,1670.0,47.8,52.2,47.9,91.9,8.1,100.0,29.0,71.0,2018,,2,,1.0,4.2
beer nerds,"Restaurant 1,000 - 2,000 Sqft",3331 24th st,2018-02-09,,178.0,no,"3331 24th st, San Francisco, CA, 9411",95180,beer nerds,Mission,94.0,2018.0,37.7520105,-122.4192514,Census Tract 209,6075020900,http://www.sfgate.com/neighborhoods/sf/mission/,3065.0,60096.0,29653.0,1122.0,31014.0,2981.0,26.8,1104.0,664.0,784.0,161.0,0.0,139.0,106.0,57.0,364.0,44.0,110.0,176.0,486.0,575.0,527.0,358.0,39.0,2287.0,405.0,289.0,47407.0,71194.0,65333.0,83.0,72.9,2.7,6.3,2981.0,37.0,22.3,26.3,5.4,9.0,0.0,4.7,3.6,1.9,12.2,1.5,3.7,5.9,16.3,19.3,17.7,12.0,1.3,76.7,13.6,9.7,3.7,6.6,14.6,10.8,15.4,20.8,7.6,13.1,4.5,2.9,4372.0,34.9,2232.0,35.3,2140.0,34.5,651.0,1899.0,1742.0,157.0,1742.0,226.0,1516.0,51.1,48.9,37.4,91.7,8.3,100.0,13.0,87.0,2018,,2,,,0.0
chocolate chair castro stree,,4092 18th street,2014-08-23,,1444.0,no,"4092 18th street, San Francisco, CA, 94114",94842,chocolate chair castro street,Castro,90.0,2018.0,37.7611022,-122.43460320000001,Census Tract 206,6075020600,http://www.sfgate.com/neighborhoods/sf/castro/,3357.0,217786.0,82406.0,2020.0,75421.0,3046.0,29.6,2333.0,147.0,570.0,69.0,0.0,30.0,133.0,20.0,421.0,59.0,334.0,283.0,880.0,544.0,218.0,102.0,109.0,2513.0,215.0,405.0,103229.0,148410.0,152961.0,70.0,73.8,6.7,3.1,3046.0,74.5,4.7,18.2,2.2,0.4,0.0,1.0,4.2,0.6,13.4,1.9,10.7,9.0,28.1,17.4,7.0,3.3,3.5,80.2,6.9,12.9,5.8,4.5,4.0,4.0,9.2,12.9,8.3,15.9,11.9,23.4,4711.0,40.7,2974.0,42.6,1737.0,37.1,599.0,2807.0,2594.0,213.0,2594.0,954.0,1640.0,63.1,36.9,23.1,92.4,7.6,100.0,36.8,63.2,2014,,8,,,4.5
yin du wonton noodle llc,,648 pacific ave,2016-03-01,,888.0,no,"648 pacific ave, San Francisco, CA, 94133",87799,yin du wonton noodle llc,Chinatown,77.0,2017.0,37.7970477,-122.40645959999999,Census Tract 107,6075010700,http://www.sfgate.com/neighborhoods/sf/chinatown/,2733.0,45444.0,21204.0,1497.0,21500.0,2276.0,27.5,688.0,762.0,467.0,94.0,0.0,109.0,247.0,13.0,260.0,22.0,86.0,165.0,294.0,436.0,357.0,163.0,195.0,1868.0,337.0,142.0,22828.0,41028.0,58945.0,207.0,52.7,13.6,21.4,2276.0,29.3,32.5,19.9,4.0,14.3,0.0,4.6,10.5,0.6,11.1,0.9,3.7,7.0,12.5,18.6,15.2,6.9,8.3,79.6,14.4,6.1,20.6,19.9,13.8,11.8,8.2,8.1,6.4,5.2,3.1,2.8,5592.0,51.6,2636.0,49.4,2956.0,53.6,1298.0,3025.0,2778.0,247.0,2778.0,154.0,2624.0,47.1,52.9,46.7,91.8,8.2,100.0,5.5,94.5,2016,,3,,,4.2
tuba express mediterranean kebab and gyro,"Restaurant 1,000 - 2,000 Sqft",1550 california st,2018-01-24,,194.0,no,"1550 california st, San Francisco, CA, 94109",94921,tuba express mediterraean kebab and gyro,Polk Gulch,86.0,2018.0,37.7909273,-122.42004779999999,Census Tract 111,6075011100,"http://en.wikipedia.org/wiki/Polk_Gulch,_San_Francisco,_California",2963.0,71447.0,41223.0,1926.0,43697.0,2822.0,26.9,1387.0,495.0,796.0,54.0,0.0,0.0,154.0,141.0,378.0,90.0,64.0,453.0,549.0,379.0,436.0,85.0,93.0,2459.0,219.0,137.0,49506.0,70126.0,76429.0,41.0,63.8,4.8,6.6,2822.0,49.1,17.5,28.2,1.9,3.2,0.0,0.0,5.5,5.0,13.4,3.2,2.3,16.1,19.5,13.4,15.5,3.0,3.3,87.1,7.8,4.9,9.8,4.8,11.6,10.4,14.0,17.7,10.1,12.3,4.3,5.0,5164.0,37.8,2711.0,38.9,2453.0,36.3,748.0,3388.0,3073.0,315.0,3073.0,236.0,2837.0,52.5,47.5,24.3,90.7,9.3,100.0,7.7,92.3,2018,,1,,2.0,4.2
red chilli,,522 jones st,2018-06-01,,66.0,no,"522 jones st, San Francisco, CA, 94102",74210,red chilli,Tenderloin,87.5,2018.0,37.7860601,-122.41288,Census Tract 123.02,6075012302,http://www.sfgate.com/neighborhoods/sf/tenderloin/,1257.0,86431.0,30162.0,1568.0,33082.0,946.0,29.1,501.0,230.0,245.0,33.0,0.0,27.0,40.0,25.0,44.0,19.0,57.0,24.0,251.0,160.0,262.0,43.0,89.0,843.0,152.0,46.0,24375.0,36833.0,51175.0,135.0,61.2,17.2,9.9,946.0,48.1,22.1,23.5,3.2,3.1,0.0,2.6,3.8,2.4,4.2,1.8,5.5,2.3,24.1,15.4,25.2,4.1,8.5,81.0,14.6,4.4,28.1,5.3,17.2,15.2,4.6,16.6,3.3,7.9,1.8,0.0,3073.0,33.0,1746.0,36.8,1327.0,29.3,258.0,2388.0,2098.0,290.0,2098.0,4.0,2094.0,56.8,43.2,12.3,87.9,12.1,100.0,0.2,99.8,2018,,6,,2.0,4.1
wow thai kitchen,,701 randolph st,2018-06-12,,55.0,no,"701 randolph st, San Francisco, CA, 94132",96775,wow thai kitchen,Merced Heights,94.0,2018.0,37.7140932,-122.46908130000001,Census Tract 313.02,6075031302,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Merced_Heights,3531.0,91821.0,27125.0,515.0,34000.0,3203.0,36.1,1092.0,752.0,759.0,397.0,0.0,310.0,142.0,18.0,423.0,303.0,129.0,140.0,340.0,698.0,437.0,133.0,180.0,2514.0,590.0,149.0,82901.0,85346.0,86317.0,82.0,66.2,7.9,10.2,3203.0,33.6,23.1,23.3,12.2,7.8,0.0,9.5,4.4,0.6,13.0,9.3,4.0,4.3,10.5,21.5,13.4,4.1,5.5,77.3,18.1,4.6,6.2,6.9,2.2,3.6,5.3,21.4,12.2,29.8,10.5,2.0,5495.0,36.3,2669.0,35.7,2826.0,37.1,1145.0,1901.0,1777.0,124.0,1777.0,1178.0,599.0,48.6,51.4,64.4,93.5,6.5,100.0,66.3,33.7,2018,,6,,,4.0
ritu indian soul food,,3111 24th st,2014-04-01,,1588.0,no,"3111 24th st, San Francisco, CA, 9411",87699,ritu indian soul food,Mission,97.0,2018.0,37.7522761,-122.4144939,Census Tract 229.01,6075022901,http://www.sfgate.com/neighborhoods/sf/mission/,2768.0,60648.0,29470.0,742.0,31537.0,2380.0,27.4,912.0,590.0,521.0,163.0,12.0,151.0,185.0,75.0,246.0,19.0,224.0,165.0,255.0,378.0,557.0,141.0,29.0,1899.0,252.0,286.0,50493.0,75614.0,80572.0,59.0,77.1,12.0,14.4,2380.0,37.4,24.2,21.4,6.7,10.3,0.5,6.2,7.6,3.1,10.1,0.8,9.2,6.8,10.5,15.5,22.9,5.8,1.2,77.9,10.3,11.7,5.9,3.1,14.8,10.7,15.0,21.9,7.0,6.9,8.5,6.3,4640.0,31.6,2464.0,31.1,2176.0,32.4,786.0,1500.0,1410.0,90.0,1410.0,276.0,1134.0,53.1,46.9,55.7,94.0,6.0,100.0,19.6,80.4,2014,,4,,,4.6
sf hole in the wall pizza,"Restaurant Less Than 1,000 Sqft",3244 scott st,2018-02-16,,171.0,no,"3244 scott st, San Francisco, CA, 94123",95526,sf hole in the wall pizza,Marina,96.0,2018.0,37.7998845,-122.4409186,Census Tract 128,6075012800,http://www.sfgate.com/neighborhoods/sf/marina/,2875.0,197169.0,83406.0,1634.0,66746.0,2683.0,29.3,1658.0,115.0,820.0,90.0,0.0,85.0,249.0,115.0,195.0,0.0,167.0,736.0,523.0,298.0,199.0,105.0,37.0,2306.0,188.0,215.0,104801.0,142614.0,132260.0,14.0,78.5,5.8,2.7,2683.0,61.2,4.2,30.3,3.3,1.0,0.0,3.1,9.2,4.2,7.2,0.0,6.2,27.2,19.3,11.0,7.3,3.9,1.4,85.1,6.9,7.9,1.3,2.1,6.0,2.4,2.6,19.8,9.0,20.9,14.3,21.6,4106.0,36.6,1872.0,38.2,2234.0,35.1,732.0,2629.0,2363.0,266.0,2363.0,718.0,1645.0,45.6,54.4,31.0,89.9,10.1,100.0,30.4,69.6,2018,,2,,,4.3
sultans kebab,"Restaurant Less Than 1,000 Sqft",3915 24th st,2018-02-20,,167.0,no,"3915 24th st, San Francisco, CA, 94114",95014,sultans kebab,Noe Valley,91.0,2018.0,37.7514209,-122.43006869999999,Census Tract 214,6075021400,http://www.sfgate.com/neighborhoods/sf/noevalley/,2569.0,165833.0,66220.0,1147.0,55239.0,2359.0,32.1,1823.0,173.0,379.0,41.0,0.0,33.0,114.0,13.0,122.0,11.0,171.0,206.0,774.0,508.0,307.0,72.0,96.0,1785.0,362.0,280.0,101222.0,127390.0,128121.0,13.0,84.2,5.5,2.9,2359.0,75.1,7.1,15.6,1.7,0.5,0.0,1.4,4.7,0.5,5.0,0.5,7.0,8.5,31.9,20.9,12.6,3.0,4.0,73.5,14.9,11.5,2.3,2.9,3.0,5.4,9.2,14.1,11.7,15.9,17.1,18.2,3264.0,38.0,1617.0,39.2,1647.0,37.0,655.0,1770.0,1619.0,151.0,1619.0,676.0,943.0,49.5,50.5,40.5,91.5,8.5,100.0,41.8,58.2,2018,,2,,,3.5
poke delish,"Restaurant 1,000 - 2,000 Sqft",708 kearny st,2016-05-04,,824.0,no,"708 kearny st, San Francisco, CA, 94108",94956,poke delish,Chinatown,92.5,2018.0,37.7946661,-122.40469080000001,Census Tract 611,6075061100,http://www.sfgate.com/neighborhoods/sf/chinatown/,1988.0,31141.0,13235.0,1095.0,11069.0,1658.0,23.7,231.0,788.0,345.0,115.0,0.0,82.0,153.0,28.0,266.0,32.0,39.0,22.0,105.0,204.0,336.0,337.0,54.0,1423.0,187.0,48.0,14270.0,25319.0,31210.0,141.0,50.6,16.6,40.3,1658.0,13.9,47.5,20.8,6.9,10.8,0.0,4.9,9.2,1.7,16.0,1.9,2.4,1.3,6.3,12.3,20.3,20.3,3.3,85.8,11.3,2.9,21.9,31.1,21.4,7.9,7.4,6.2,0.9,0.4,2.1,0.8,4307.0,55.2,2077.0,54.0,2230.0,55.8,1126.0,2351.0,2135.0,216.0,2135.0,78.0,2057.0,48.2,51.8,52.7,90.8,9.2,100.0,3.7,96.3,2016,,5,,1.0,4.5
ace king bbq,"Restaurant Less Than 1,000 Sqft",1820 clement st,2018-02-22,,165.0,no,"1820 clement st, San Francisco, CA, 94121",94954,ace king bbq,Outer Richmond,75.0,2018.0,37.78245020000001,-122.47894270000002,Census Tract 426.01,6075042601,http://www.sfgate.com/neighborhoods/sf/outerrichmond/,2261.0,125609.0,47349.0,938.0,45697.0,2159.0,31.1,1213.0,253.0,582.0,58.0,11.0,30.0,247.0,0.0,161.0,82.0,110.0,250.0,412.0,504.0,269.0,62.0,71.0,1669.0,288.0,252.0,65107.0,97710.0,106590.0,20.0,72.0,1.7,6.0,2159.0,54.9,11.5,26.3,2.6,4.7,0.5,1.4,11.2,0.0,7.3,3.7,5.0,11.3,18.7,22.8,12.2,2.8,3.2,75.6,13.0,11.4,8.8,2.3,6.2,8.4,8.4,20.3,8.5,12.9,12.7,11.5,3687.0,40.9,1718.0,40.2,1969.0,41.9,871.0,1855.0,1679.0,176.0,1679.0,449.0,1230.0,46.6,53.4,51.9,90.5,9.5,100.0,26.7,73.3,2018,,2,,2.0,4.6
wing wings,"Restaurant Less Than 1,000 Sqft",422 haight st.,2018-02-21,,166.0,no,"422 haight st., San Francisco, CA, 94117",95021,wing wings,Lower Haight,87.0,2018.0,37.7724268,-122.4292973,Census Tract 168.01,6075016801,"http://en.wikipedia.org/wiki/Lower_Haight,_San_Francisco,_California",2368.0,133534.0,57841.0,1328.0,48406.0,2229.0,27.5,1522.0,291.0,377.0,70.0,0.0,211.0,161.0,57.0,204.0,0.0,144.0,174.0,533.0,472.0,182.0,126.0,43.0,1969.0,209.0,129.0,72724.0,106307.0,102840.0,19.0,81.2,2.6,3.3,2229.0,66.0,12.6,16.3,3.0,2.0,0.0,9.1,7.0,2.5,8.8,0.0,6.2,7.5,23.1,20.5,7.9,5.5,1.9,85.3,9.1,5.6,2.9,2.6,7.9,12.2,13.8,12.8,13.3,10.7,9.1,14.7,3218.0,35.0,1865.0,36.8,1353.0,32.8,369.0,1734.0,1634.0,100.0,1634.0,329.0,1305.0,58.0,42.0,22.6,94.2,5.8,100.0,20.1,79.9,2018,,2,,,4.5
osakaya restaurant,,1737 post st ste 370,2018-02-28,,159.0,no,"1737 post st ste 370, San Francisco, CA, 94115",95067,osakaya restaurant,Japantown,85.0,2018.0,37.785329,-122.430369,Census Tract 155,6075015500,"http://en.wikipedia.org/wiki/Japantown,_San_Francisco,_California",1627.0,70757.0,40384.0,1596.0,41854.0,1473.0,27.2,822.0,222.0,258.0,119.0,0.0,3.0,39.0,0.0,106.0,44.0,335.0,103.0,315.0,258.0,176.0,97.0,19.0,1327.0,107.0,61.0,48058.0,68201.0,75570.0,105.0,42.6,8.1,1.8,1473.0,55.0,14.8,17.3,8.0,4.9,0.0,0.2,2.6,0.0,7.1,2.9,22.4,6.9,21.1,17.3,11.8,6.5,1.3,88.8,7.2,4.1,13.7,11.3,9.5,5.2,12.3,12.0,15.4,13.0,2.8,4.8,3622.0,45.7,1523.0,39.8,2099.0,53.3,533.0,2441.0,2176.0,265.0,2176.0,264.0,1912.0,42.0,58.0,24.5,89.1,10.9,100.0,12.1,87.9,2018,,2,,2.0,4.7
sugoi sushi and catering,,1152 valencia st,2017-09-29,,311.0,no,"1152 valencia st, San Francisco, CA, 9411",94231,sugoi sushi,Mission,85.0,2017.0,37.7544615,-122.4210794,Census Tract 210,6075021000,http://www.sfgate.com/neighborhoods/sf/mission/,2898.0,119735.0,57305.0,1238.0,56371.0,2791.0,33.5,2079.0,280.0,368.0,39.0,0.0,26.0,114.0,29.0,261.0,56.0,272.0,151.0,805.0,671.0,290.0,93.0,96.0,2199.0,348.0,317.0,94461.0,119466.0,126197.0,47.0,74.3,1.2,6.3,2791.0,72.6,9.8,12.8,1.4,3.4,0.0,0.9,4.0,1.0,9.1,2.0,9.5,5.3,28.1,23.4,10.1,3.2,3.4,76.8,12.2,11.1,4.7,1.5,6.8,3.7,10.5,9.0,15.9,17.4,14.4,16.2,4196.0,35.2,2150.0,35.9,2046.0,34.5,655.0,2140.0,2005.0,135.0,2005.0,476.0,1529.0,51.2,48.8,32.7,93.7,6.3,100.0,23.7,76.3,2017,,9,,,3.7
udon underground,"Restaurant 1,000 - 2,000 Sqft",493 pine st,2017-12-06,,243.0,no,"493 pine st, San Francisco, CA, 94104",95495,udon underground,Financial District,88.0,2018.0,37.7916102,-122.4039406,Census Tract 117,6075011700,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,733.0,55747.0,27841.0,737.0,30855.0,685.0,19.1,234.0,180.0,139.0,0.0,0.0,13.0,56.0,0.0,114.0,71.0,47.0,57.0,102.0,126.0,55.0,54.0,0.0,578.0,58.0,59.0,23165.0,41735.0,56874.0,84.0,54.3,5.2,26.6,685.0,33.7,25.9,20.0,0.0,20.4,0.0,1.9,8.1,0.0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0.0,83.2,8.3,8.5,18.3,18.8,16.6,17.0,3.4,10.0,1.6,6.5,4.8,2.9,1783.0,43.6,988.0,44.3,795.0,42.4,292.0,1416.0,1012.0,404.0,1012.0,87.0,925.0,55.4,44.6,28.9,71.5,28.5,100.0,8.6,91.4,2017,,12,,1.0,4.4
back room,"Restaurant Less Than 1,000 Sqft",4601 geary blvd,2015-04-21,,1203.0,no,"4601 geary blvd, San Francisco, CA, 94118",95375,back room,Inner Richmond,94.0,2018.0,37.780661,-122.46872549999999,Census Tract 452,6075045200,http://www.sfgate.com/neighborhoods/sf/innerrichmond/,3593.0,136830.0,46975.0,1307.0,41676.0,3338.0,27.3,1849.0,608.0,649.0,84.0,14.0,128.0,229.0,34.0,190.0,53.0,163.0,352.0,618.0,886.0,427.0,241.0,20.0,2633.0,319.0,403.0,61781.0,106226.0,114089.0,5.0,63.6,6.6,2.4,3338.0,55.1,18.1,19.3,2.5,4.9,0.4,3.8,6.8,1.0,5.7,1.6,4.9,10.5,18.4,26.4,12.7,7.2,0.6,78.5,9.5,12.0,6.8,5.4,6.9,9.6,12.8,15.6,10.3,12.8,7.7,12.2,6474.0,38.8,3067.0,38.0,3407.0,39.4,1403.0,2980.0,2735.0,245.0,2735.0,1036.0,1699.0,47.4,52.6,51.3,91.8,8.2,100.0,37.9,62.1,2015,,4,,1.0,4.1
