Case Number,Pre Buyout Disclosure Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Block Address,ZIP Code,Supervisor District,Analysis Neighborhood,the_geom,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_fyvs_ahh9,:@computed_region_p5aj_wyqh,:@computed_region_rxqg_mtj9,:@computed_region_yftq_j783,:@computed_region_bh8s_q3mv
B171020,4/19/17,8/11/17,"$29,446.00 ",FALSE,FALSE,1,100 Block of Masonic Avenue,94118,1,Lone Mountain/USF,"(37.780598275502, -122.447564062772)",12,7,4,18,16,5,2,15,54
B171022,4/18/17,8/7/17,"$3,550.00 ",FALSE,FALSE,2,600 Block of Douglass Street,94114,8,Noe Valley,"(37.753827054748, -122.438810909555)",51,3,5,22,22,4,5,2,"28,862"
B171030,4/20/17,5/10/17,"$78,091.95 ",FALSE,FALSE,1,2100 Block of Mason Street,94133,3,North Beach,"(37.803303185961, -122.413060207568)",106,6,3,23,23,1,10,3,308
B171089,4/21/17,4/21/17,"$10,000.00 ",FALSE,FALSE,1,600 Block of Octavia Street,94102,5,Hayes Valley,"(37.778313601789, -122.424882716869)",22,4,11,9,10,9,11,7,"28,852"
B171090,4/21/17,6/5/17,"$29,050.00 ",FALSE,FALSE,2,200 Block of Wilde Avenue,94134,10,Visitacion Valley,"(37.716241114558, -122.401619212333)",91,9,9,40,39,7,8,10,309
B171095,4/24/17,6/21/17,"$23,867.22 ",FALSE,FALSE,2,2700 Block of 43rd Avenue,94116,4,Sunset/Parkside,"(37.735756788607, -122.500906978815)",40,10,7,35,35,8,3,1,"29,491"
B171101,4/25/17,6/29/17,"$10,000.00 ",FALSE,FALSE,1,2300 Block of 44th Avenue,94116,4,Sunset/Parkside,"(37.742802705239, -122.502473624812)",39,10,7,35,35,8,3,1,"29,491"
B171102,4/25/17,7/21/17,"$50,000.00 ",FALSE,TRUE,2,2800 Block of 19th Street,94110,9,Mission,"(37.760401588913, -122.410474359172)",53,3,2,20,19,4,7,2,"28,859"
B171107,4/27/17,6/28/17,"$24,000.00 ",FALSE,FALSE,2,400 Block of 15th Avenue,94118,1,Outer Richmond,"(37.779617574027, -122.473838626662)",5,8,4,29,26,6,2,11,54
B171108,4/27/17,7/31/17,"$30,000.00 ",FALSE,FALSE,1,1200 Block of Lombard Street,94109,2,Russian Hill,"(37.80160394675, -122.422069171932)",107,4,6,32,32,9,1,13,"28,858"
B171112,4/27/17,6/26/17,"$10,000.00 ",FALSE,FALSE,1,1500 Block of 48th Avenue,94122,4,Sunset/Parkside,"(37.75752925888, -122.507939651471)",39,10,7,35,35,8,3,1,56
B171116,4/28/17,7/31/17,"$50,000.00 ",FALSE,FALSE,3,1400 Block of Valencia Street,94110,8,Mission,"(37.749702011059, -122.420499334526)",53,3,5,20,19,4,5,2,"28,859"
B171122,5/1/17,5/22/17,"$17,062.00 ",FALSE,FALSE,2,300 Block of Marietta Drive,94127,7,West of Twin Peaks,"(37.73816924251, -122.444849042784)",72,9,8,41,40,7,4,9,59
B171123,5/1/17,7/12/17,"$26,000.00 ",FALSE,FALSE,3,500 Block of 40th Avenue,94121,1,Outer Richmond,"(37.778389513157, -122.500800305072)",8,8,4,29,26,6,2,11,55
B171149,5/3/17,7/31/17,"$50,000.00 ",FALSE,FALSE,3,800 Block of 27th Avenue,94121,1,Outer Richmond,"(37.773402036577, -122.486470437105)",8,8,4,29,26,6,2,11,55
B171150,5/3/17,9/11/17,"$51,375.00 ",FALSE,FALSE,3,100 Block of 19th Avenue,94121,1,Outer Richmond,"(37.785099470136, -122.478715298018)",2,8,4,29,26,6,2,11,55
B171152,5/3/17,11/6/17,"$70,000.00 ",FALSE,FALSE,1,1300 Block of Grove Street,94117,5,Hayes Valley,"(37.775873736782, -122.438834116565)",24,7,11,9,10,5,11,15,"29,492"
B171153,5/3/17,11/13/17,"$150,000.00 ",FALSE,FALSE,3,1300 Block of Grove Street,94117,5,Hayes Valley,"(37.775873736782, -122.438834116565)",24,7,11,9,10,5,11,15,"29,492"
B171154,5/3/17,11/6/17,"$55,000.00 ",FALSE,FALSE,1,1300 Block of Grove Street,94117,5,Hayes Valley,"(37.775873736782, -122.438834116565)",24,7,11,9,10,5,11,15,"29,492"
B171168,5/5/17,7/25/17,"$100,000.00 ",FALSE,TRUE,4,2800 Block of 21st Street,94110,9,Mission,"(37.757566584782, -122.410980668172)",53,3,2,20,19,4,7,2,"28,859"
B171228,5/9/17,12/15/17,"$94,000.00 ",FALSE,TRUE,4,1800 Block of Jefferson Street,94123,2,Marina,"(37.804689651157, -122.44294787217)",17,4,6,13,17,9,1,13,57
B171244,5/10/17,8/7/17,"$155,000.00 ",FALSE,TRUE,2,3500 Block of 20th Street,94110,9,Mission,"(37.758466848461, -122.420884032109)",53,3,2,20,19,4,7,2,"28,859"
B171249,5/12/17,8/22/17,"$44,031.00 ",FALSE,FALSE,4,300 Block of Rolph Street,94112,11,Excelsior,"(37.713160429888, -122.435633085744)",58,9,1,7,5,7,6,9,"28,861"
B171330,,5/16/17,"$15,707.00 ",FALSE,FALSE,2,2000 Block of Rivera Street,94116,4,Sunset/Parkside,"(37.746181127069, -122.488267468855)",40,10,7,35,35,8,3,1,"29,491"
B171335,5/18/17,8/21/17,"$25,000.00 ",FALSE,FALSE,1,500 Block of 4th Street,94107,6,South of Market,"(37.779311707085, -122.397849560791)",32,1,10,34,34,2,9,6,"28,856"
B171349,5/19/17,7/24/17,"$87,500.00 ",FALSE,TRUE,3,600 Block of San Jose Avenue,94110,8,Bernal Heights,"(37.745939029038, -122.421805189326)",83,9,5,2,2,7,5,2,"28,859"
B171350,,5/19/17,"$2,500.00 ",FALSE,FALSE,1,300 Block of Liberty Street,94114,8,Castro/Upper Market,"(37.757322453303, -122.429051968676)",52,3,5,5,3,4,5,2,"28,862"
B171365,,5/22/17,"$57,500.00 ",FALSE,FALSE,1,500 Block of Fell Street,94102,5,Hayes Valley,"(37.775475184798, -122.426907979679)",22,4,11,9,10,9,11,7,"28,852"
B171366,5/23/17,7/31/17,"$24,000.00 ",FALSE,FALSE,1,1600 Block of Clay Street,94109,3,Nob Hill,"(37.792433934383, -122.420216385905)",105,4,3,21,21,9,10,13,"28,858"
B171395,5/26/17,6/13/17,"$15,500.00 ",FALSE,FALSE,1,0 Block of Burlwood Drive,94127,7,West of Twin Peaks,"(37.734848865194, -122.454282734559)",117,9,8,41,40,7,4,9,59
B171398,5/30/17,7/19/17,"$20,000.00 ",FALSE,FALSE,1,100 Block of Baden Street,94131,7,West of Twin Peaks,"(37.731158289193, -122.439809213829)",95,9,8,41,40,7,4,9,63
B171399,5/30/17,8/15/17,"$24,000.00 ",FALSE,FALSE,1,100 Block of Wilson Street,94112,11,Outer Mission,"(37.708448853815, -122.460316845293)",66,10,1,28,25,8,6,9,"28,861"
B171405,5/31/17,8/29/17,"$20,000.00 ",FALSE,FALSE,4,400 Block of Austin Street,94109,5,Pacific Heights,"(37.788377911628, -122.426135702015)",100,4,11,30,27,9,11,13,"28,858"
B171406,5/30/17,5/30/17,"$27,219.00 ",FALSE,FALSE,3,1600 Block of 26th Avenue,94122,4,Sunset/Parkside,"(37.756703823099, -122.48423838272)",39,10,7,35,35,8,3,1,56
B171407,6/1/17,9/19/17,"$27,000.00 ",FALSE,FALSE,1,2500 Block of Sacramento Street,94115,2,Pacific Heights,"(37.78978736224, -122.434861053777)",102,4,6,30,27,9,1,13,"29,490"
B171408,6/1/17,8/2/17,"$40,000.00 ",FALSE,FALSE,2,200 Block of Monterey Boulevard,94131,7,West of Twin Peaks,"(37.731680682361, -122.440884412905)",95,9,8,41,40,7,4,9,63
B171442,,6/2/17,"$28,000.00 ",FALSE,TRUE,4,600 Block of San Bruno Avenue,94107,10,Potrero Hill,"(37.761419005297, -122.40522753706)",54,2,9,26,29,3,8,10,"28,856"
B171574,6/19/17,6/9/17,"$67,000.00 ",FALSE,FALSE,1,200 Block of 30th Street,94131,8,Noe Valley,"(37.742243217874, -122.425028695341)",84,9,5,22,22,7,5,2,63
B171578,6/13/17,8/11/17,"$25,000.00 ",FALSE,FALSE,2,200 Block of Lily Street,94102,5,Hayes Valley,"(37.774288492328, -122.425007729803)",26,4,11,9,10,9,11,7,"28,852"
B171584,,6/14/17,"$60,000.00 ",FALSE,TRUE,1,1600 Block of Lombard Street,94123,2,Marina,"(37.800665922488, -122.428624512075)",15,4,6,13,17,9,1,13,57
B171594,,6/16/17,"$17,261.08 ",FALSE,TRUE,1,1300 Block of Lombard Street,94109,2,Russian Hill,"(37.801505364344, -122.423738557618)",107,4,6,32,32,9,1,5,"28,858"
B171597,,6/16/17,"$37,500.00 ",FALSE,FALSE,5,100 Block of Farallones Street,94112,11,Oceanview/Merced/Ingleside,"(37.714011116114, -122.457547776797)",81,10,1,24,24,8,6,9,"28,861"
B171682,6/22/17,8/24/17,"$18,800.00 ",FALSE,FALSE,2,1900 Block of 34th Avenue,94116,4,Sunset/Parkside,"(37.750728170566, -122.492420257818)",39,10,7,35,35,8,3,1,"29,491"
B171684,6/22/17,9/22/17,"$29,042.50 ",FALSE,FALSE,2,3800 Block of Folsom Street,94110,9,Bernal Heights,"(37.738644560262, -122.413268253615)",83,9,2,2,2,7,7,10,"28,859"
B171687,6/23/17,9/12/17,"$75,000.00 ",FALSE,FALSE,4,100 Block of Harvard Street,94134,9,Excelsior,"(37.727689863625, -122.421178656383)",92,9,2,7,5,7,7,9,309
B171688,6/26/17,8/25/17,$0.00 ,FALSE,FALSE,1,300 Block of Crestmont Drive,94131,7,Inner Sunset,"(37.758781373095, -122.459417334151)",111,7,8,14,12,5,4,15,63
B171694,6/27/17,9/12/17,"$32,500.00 ",FALSE,FALSE,2,400 Block of Hoffman Avenue,94114,8,Noe Valley,"(37.750097153605, -122.440606260273)",51,3,5,22,22,4,5,2,"28,862"
B171695,6/28/17,6/28/17,"$4,500.00 ",FALSE,FALSE,1,2100 Block of Vallejo Street,94123,2,Marina,"(37.795593885587, -122.43265941375)",102,4,6,13,17,9,1,13,57
B171696,6/29/17,10/5/17,"$15,000.00 ",FALSE,FALSE,1,2600 Block of 20th Avenue,94116,4,Sunset/Parkside,"(37.738339600789, -122.476496196806)",40,10,7,35,35,8,3,1,"29,491"
B171697,6/29/17,6/29/17,"$52,500.00 ",FALSE,TRUE,2,1800 Block of Steiner Street,94115,2,Pacific Heights,"(37.786334708594, -122.435080058737)",103,4,6,30,27,9,1,13,"29,490"
B171698,6/30/17,10/16/17,"$55,000.00 ",FALSE,FALSE,1,900 Block of Randolph Street,94132,11,Oceanview/Merced/Ingleside,"(37.714968820944, -122.471418650531)",65,10,1,24,24,8,6,9,64
B171753,7/5/17,7/25/17,"$20,000.00 ",FALSE,TRUE,1,300 Block of Vernon Street,94132,11,Oceanview/Merced/Ingleside,"(37.718782406415, -122.468113421032)",64,10,1,24,24,8,6,9,64
B171754,7/5/17,10/17/17,"$70,000.00 ",FALSE,TRUE,2,4300 Block of 20th Street,94114,8,Castro/Upper Market,"(37.757644682332, -122.436352539033)",115,3,5,5,3,4,5,2,"28,862"
B171755,7/6/17,8/30/17,"$40,000.00 ",FALSE,TRUE,2,1700 Block of Chestnut Street,94123,2,Marina,"(37.801286084076, -122.432123526793)",17,4,6,13,17,9,1,13,57
B171756,7/7/17,11/2/17,"$28,443.00 ",FALSE,TRUE,3,1300 Block of 29th Avenue,94122,4,Sunset/Parkside,"(37.762162224637, -122.487704355)",39,10,7,35,35,8,3,1,56
B171761,6/30/17,9/15/17,"$40,000.00 ",FALSE,TRUE,2,1000 Block of Page Street,94117,5,Haight Ashbury,"(37.772151294973, -122.438078046196)",112,7,11,3,9,5,11,15,"29,492"
B171764,7/10/17,9/11/17,"$40,000.00 ",FALSE,FALSE,2,1700 Block of Mason Street,94133,3,Russian Hill,"(37.799398243721, -122.412413942677)",107,6,3,32,32,1,10,3,308
B171780,7/11/17,12/29/17,"$40,000.00 ",FALSE,FALSE,2,700 Block of Kansas Street,94107,10,Potrero Hill,"(37.760250431921, -122.403178548603)",54,2,9,26,29,3,8,10,"28,856"
B171783,7/12/17,8/24/17,"$44,012.47 ",FALSE,FALSE,1,700 Block of Clayton Street,94117,5,Haight Ashbury,"(37.767926932022, -122.448269733897)",29,7,11,3,9,5,11,15,"29,492"
B171784,7/12/17,1/9/18,"$65,000.00 ",FALSE,FALSE,3,1300 Block of Utah Street,94110,10,Mission,"(37.752421188414, -122.405338378316)",54,3,9,20,19,4,8,10,"28,859"
B171785,7/12/17,12/5/17,"$46,000.00 ",FALSE,FALSE,1,1300 Block of Utah Street,94110,10,Mission,"(37.752421188414, -122.405338378316)",54,3,9,20,19,4,8,10,"28,859"
B171839,,7/13/17,"$50,000.00 ",FALSE,FALSE,1,0 Block of Kempton Avenue,94132,7,Oceanview/Merced/Ingleside,"(37.711457663884, -122.468365695899)",65,10,8,24,24,8,4,9,64
B171841,7/14/17,7/14/17,"$11,000.00 ",FALSE,TRUE,2,300 Block of Corbett Avenue,94114,8,Castro/Upper Market,"(37.759926049903, -122.445043500649)",115,7,5,5,3,5,5,15,"28,862"
B171849,7/17/17,9/6/17,"$1,000.00 ",FALSE,FALSE,2,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.782026512404, -122.463349690248)",5,8,4,11,11,6,2,11,54
B171853,7/17/17,9/15/17,"$250,000.00 ",FALSE,FALSE,1,100 Block of 21st Avenue,94121,1,Outer Richmond,"(37.785008443501, -122.480723607713)",2,8,4,29,26,6,2,11,55
B171855,7/18/17,10/12/17,"$45,000.00 ",FALSE,FALSE,1,600 Block of Cole Street,94117,5,Haight Ashbury,"(37.769050695786, -122.450684307602)",25,7,11,3,9,5,11,15,"29,492"
B171858,7/19/17,9/19/17,$0.00 ,FALSE,FALSE,1,2000 Block of Pacific Avenue,94109,2,Pacific Heights,"(37.794136553404, -122.428992521166)",102,4,6,30,27,9,1,13,"28,858"
B171859,7/20/17,2/1/18,,TRUE,FALSE,3,800 Block of 22nd Street,94107,10,Potrero Hill,"(37.75790953443, -122.389734377666)",55,2,9,26,29,3,8,10,"28,856"
B171860,7/20/17,11/2/17,"$51,090.00 ",FALSE,TRUE,3,800 Block of 22nd Street,94107,10,Potrero Hill,"(37.75790953443, -122.389734377666)",55,2,9,26,29,3,8,10,"28,856"
B171864,7/21/17,1/30/18,"$56,500.00 ",FALSE,FALSE,1,2700 Block of Diamond Street,94131,8,Glen Park,"(37.734786152666, -122.433850482384)",96,9,5,10,7,7,5,2,63
B171869,7/24/17,10/16/17,"$45,000.00 ",FALSE,FALSE,3,100 Block of Milton Street,94112,8,Outer Mission,"(37.732956828088, -122.429427817301)",93,9,5,28,25,7,5,9,"28,861"
B171872,7/25/17,4/24/18,"$40,000.00 ",FALSE,FALSE,1,900 Block of York Street,94110,9,Mission,"(37.7568570583, -122.408506270709)",53,3,2,20,19,4,7,2,"28,859"
B171923,7/26/17,10/10/17,"$21,000.00 ",FALSE,FALSE,2,400 Block of 28th Avenue,94121,1,Outer Richmond,"(37.780907674009, -122.488084552295)",8,8,4,29,26,6,2,11,55
B171927,7/27/17,5/14/18,"$6,627.00 ",FALSE,FALSE,1,0 Block of Inca Lane,94115,5,Western Addition,"(37.783219379277, -122.428973541006)",97,4,11,39,41,9,11,7,"29,490"
B171928,7/27/17,9/20/17,"$30,000.00 ",FALSE,FALSE,1,200 Block of Filbert Street,94133,3,North Beach,"(37.801979796091, -122.404016451336)",18,6,3,23,23,1,10,3,308
B171935,7/28/17,9/15/17,"$185,000.00 ",FALSE,TRUE,1,0 Block of Amber Drive,94131,8,Noe Valley,"(37.746001630751, -122.443797483125)",57,9,5,22,22,7,5,2,63
B171936,7/28/17,4/4/18,"$28,500.00 ",FALSE,FALSE,2,1500 Block of 29th Avenue,94122,4,Sunset/Parkside,"(37.758424116042, -122.48758337799)",39,10,7,35,35,8,3,1,56
B171937,,7/31/17,,TRUE,FALSE,1,200 Block of Cortland Avenue,94110,9,Bernal Heights,"(37.739464255517, -122.418843328602)",83,9,2,2,2,7,7,2,"28,859"
B171983,8/1/17,11/13/17,"$75,000.00 ",FALSE,FALSE,4,2200 Block of Jerrold Avenue,94124,10,Bayview Hunters Point,"(37.745512787517, -122.401128896134)",85,2,9,1,1,3,8,10,58
B171986,8/2/17,11/13/17,"$50,000.00 ",FALSE,FALSE,1,1200 Block of Montgomery Street,94133,3,North Beach,"(37.800346441883, -122.404219340975)",18,6,3,23,23,1,10,3,308
B171989,8/3/17,10/16/17,"$25,640.00 ",FALSE,FALSE,1,1800 Block of Golden Gate Avenue,94115,5,Western Addition,"(37.77835128794, -122.441028449051)",97,7,11,39,41,5,11,15,"29,490"
B171994,8/4/17,10/12/17,"$33,031.00 ",FALSE,FALSE,5,1500 Block of Thomas Avenue,94124,10,Bayview Hunters Point,"(37.729927376552, -122.390314136115)",86,2,9,1,1,3,8,10,58
B171995,8/3/17,1/12/18,"$12,600.00 ",FALSE,FALSE,2,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.782026512404, -122.463349690248)",5,8,4,11,11,6,2,11,54
B171999,8/7/17,10/27/17,"$47,500.00 ",FALSE,FALSE,2,0 Block of Malta Drive,94131,7,West of Twin Peaks,"(37.735431000536, -122.443949690749)",72,9,8,41,40,7,4,9,63
B172050,,8/8/17,"$20,000.00 ",FALSE,FALSE,3,900 Block of Wawona Street,94116,4,Sunset/Parkside,"(37.737438572105, -122.476909901561)",40,10,7,35,35,8,3,1,"29,491"
B172053,8/9/17,12/19/17,"$20,600.00 ",FALSE,FALSE,1,200 Block of Cervantes Boulevard,94123,2,Marina,"(37.805276091473, -122.441593355511)",17,4,6,13,17,9,1,13,57
B172083,8/15/17,4/2/18,"$235,000.00 ",FALSE,FALSE,4,1500 Block of Fulton Street,94117,5,Lone Mountain/USF,"(37.776276302674, -122.442299447306)",24,7,11,18,16,5,11,15,"29,492"
B172085,8/15/17,10/19/17,"$11,000.00 ",FALSE,FALSE,1,300 Block of Turk Street,94102,6,Tenderloin,"(37.782635512209, -122.414862827874)",20,5,10,36,36,10,9,7,"28,852"
B172093,8/16/17,10/30/17,"$20,000.00 ",FALSE,FALSE,1,700 Block of De Haro Street,94107,10,Potrero Hill,"(37.76036740788, -122.401206803748)",54,2,9,26,29,3,8,10,"28,856"
B172131,8/18/17,5/15/18,"$50,000.00 ",FALSE,FALSE,2,500 Block of Sanchez Street,94114,8,Castro/Upper Market,"(37.760760560571, -122.430466314406)",52,3,5,5,3,4,5,2,"28,862"
B172148,,8/22/17,"$18,000.00 ",FALSE,FALSE,5,1900 Block of Quint Street,94124,10,Bayview Hunters Point,"(37.733142159284, -122.400353039792)",87,2,9,1,1,3,8,10,58
B172151,8/22/17,12/11/17,"$18,000.00 ",FALSE,FALSE,2,3200 Block of Balboa Street,94121,1,Outer Richmond,"(37.775941178296, -122.493578079051)",8,8,4,29,26,6,2,11,55
B172179,8/22/17,12/20/17,"$15,000.00 ",FALSE,FALSE,2,3200 Block of Balboa Street,94121,1,Outer Richmond,"(37.775941178296, -122.493578079051)",8,8,4,29,26,6,2,11,55
B172181,8/22/17,11/9/17,"$65,000.00 ",FALSE,FALSE,1,3600 Block of Market Street,94131,8,Twin Peaks,"(37.75539574323, -122.441235837757)",115,3,5,38,38,4,5,2,63
B172182,,8/23/17,"$15,000.00 ",FALSE,FALSE,2,3600 Block of Scott Street,94123,2,Marina,"(37.803356026112, -122.4418979485)",17,4,6,13,17,9,1,13,57
B172183,8/24/17,10/16/17,"$27,219.00 ",FALSE,FALSE,3,100 Block of Bernard Street,94109,3,Nob Hill,"(37.796158959418, -122.415907056002)",107,6,3,21,21,1,10,5,"28,858"
B172186,8/25/17,11/27/17,"$65,000.00 ",FALSE,TRUE,2,700 Block of Rhode Island Street,94107,10,Potrero Hill,"(37.760308806704, -122.402210445924)",54,2,9,26,29,3,8,10,"28,856"
B172193,8/25/17,10/30/17,"$1,620.29 ",FALSE,TRUE,1,1500 Block of Oak Street,94117,5,Haight Ashbury,"(37.772133607526, -122.444859556269)",25,7,11,3,9,5,11,15,"29,492"
B172199,8/29/17,1/17/18,"$32,000.00 ",FALSE,FALSE,2,1200 Block of Alemany Boulevard,94112,8,Outer Mission,"(37.730339920422, -122.432385162785)",94,9,5,28,25,7,5,9,"28,861"
B172200,8/29/17,10/17/17,"$12,600.00 ",FALSE,FALSE,2,100 Block of Maynard Street,94112,11,Excelsior,"(37.729395149487, -122.427150965565)",94,9,1,7,5,7,6,9,"28,861"
B172201,8/29/17,11/20/17,"$20,000.00 ",FALSE,FALSE,3,0 Block of John Street,94133,3,Chinatown,"(37.795900046547, -122.410798369082)",16,6,3,6,4,1,10,3,308
B172206,8/30/17,10/20/17,"$7,500.00 ",FALSE,FALSE,1,1100 Block of Naples Street,94112,11,Excelsior,"(37.712119535337, -122.43758840244)",58,9,1,7,5,7,6,9,"28,861"
B172207,8/30/17,10/18/17,"$7,500.00 ",FALSE,FALSE,1,1100 Block of Naples Street,94112,11,Excelsior,"(37.712119535337, -122.43758840244)",58,9,1,7,5,7,6,9,"28,861"
B172208,8/30/17,10/25/17,"$7,500.00 ",FALSE,FALSE,1,1100 Block of Naples Street,94112,11,Excelsior,"(37.712119535337, -122.43758840244)",58,9,1,7,5,7,6,9,"28,861"
B172209,8/30/17,10/18/17,"$7,500.00 ",FALSE,FALSE,1,1100 Block of Naples Street,94112,11,Excelsior,"(37.712119535337, -122.43758840244)",58,9,1,7,5,7,6,9,"28,861"
B172279,8/30/17,11/7/17,"$3,250.00 ",FALSE,TRUE,1,700 Block of Avalon Avenue,94112,11,Excelsior,"(37.725002662247, -122.426466651818)",90,9,1,7,5,7,6,9,"28,861"
B172286,9/1/17,1/17/18,"$52,900.00 ",FALSE,FALSE,1,2000 Block of 47th Avenue,94116,4,Sunset/Parkside,"(37.74825048667, -122.506221852227)",39,10,7,35,35,8,3,1,"29,491"
B172287,9/1/17,12/5/17,"$14,500.00 ",FALSE,FALSE,1,200 Block of 11th Street,94103,6,Mission,"(37.77283648816, -122.41533082295)",32,1,10,20,19,2,9,8,"28,853"
B172289,9/5/17,10/31/17,"$25,000.00 ",FALSE,FALSE,4,1400 Block of Lincoln Way,94122,5,Inner Sunset,"(37.765507355583, -122.473477522806)",109,10,11,14,12,8,11,11,56
B172292,9/8/17,12/21/17,"$33,000.00 ",FALSE,FALSE,2,800 Block of Church Street,94114,8,Castro/Upper Market,"(37.757686099927, -122.4280788557)",52,3,5,5,3,4,5,2,"28,862"
B172294,9/6/17,11/29/17,"$50,000.00 ",FALSE,FALSE,2,4500 Block of 18th Street,94114,8,Castro/Upper Market,"(37.760551067807, -122.439668464683)",115,3,5,5,3,4,5,2,"28,862"
B172295,9/6/17,12/5/17,"$50,000.00 ",FALSE,FALSE,2,4500 Block of 18th Street,94114,8,Castro/Upper Market,"(37.760551067807, -122.439668464683)",115,3,5,5,3,4,5,2,"28,862"
B172296,9/11/17,12/18/17,"$44,000.00 ",FALSE,FALSE,4,1500 Block of 47th Avenue,94122,4,Sunset/Parkside,"(37.757576192227, -122.506871317296)",39,10,7,35,35,8,3,1,56
B172298,9/11/17,10/2/17,"$60,000.00 ",FALSE,FALSE,1,1600 Block of Clay Street,94109,3,Russian Hill,"(37.792542405399, -122.42023827612)",105,4,3,32,32,9,10,13,"28,858"
B172300,9/11/17,1/2/18,"$45,000.00 ",FALSE,FALSE,1,700 Block of Central Avenue,94117,5,Lone Mountain/USF,"(37.776478583196, -122.444941608879)",97,7,11,18,16,5,11,15,"29,492"
B172301,9/11/17,4/9/18,"$45,670.00 ",FALSE,FALSE,1,700 Block of 15th Avenue,94118,1,Outer Richmond,"(37.773998348098, -122.473426323837)",5,8,4,29,26,6,2,11,54
B172303,9/12/17,1/26/18,"$14,200.00 ",FALSE,TRUE,1,100 Block of Lake Merced Hill Street South,94132,7,Lakeshore,"(37.710591522793, -122.483990040772)",43,10,8,16,14,8,4,1,64
B172304,9/13/17,11/17/17,"$25,000.00 ",FALSE,FALSE,2,3500 Block of 22nd Street,94114,8,Noe Valley,"(37.754984269238, -122.427189956015)",52,3,5,22,22,4,5,2,"28,862"
B172353,9/13/17,11/21/17,"$9,000.00 ",FALSE,FALSE,3,100 Block of Saturn Street,94114,8,Castro/Upper Market,"(37.762604397515, -122.443811143732)",112,7,5,5,3,5,5,15,"28,862"
B172367,9/13/17,11/17/17,"$50,000.00 ",FALSE,TRUE,1,4100 Block of 21st Street,94114,8,Castro/Upper Market,"(37.755983976936, -122.437279467708)",115,3,5,5,3,4,5,2,"28,862"
B172372,9/14/17,11/1/17,"$20,000.00 ",FALSE,FALSE,1,800 Block of Cole Street,94117,5,Haight Ashbury,"(37.766255863117, -122.450120203458)",29,7,11,3,9,5,11,15,"29,492"
B172380,9/18/17,11/28/17,"$50,000.00 ",FALSE,FALSE,2,300 Block of Vernon Street,94132,11,Oceanview/Merced/Ingleside,"(37.718783179868, -122.467975131072)",64,10,1,24,24,8,6,9,64
B172392,9/15/17,12/19/17,"$41,000.00 ",FALSE,TRUE,2,100 Block of 4th Avenue,94118,2,Inner Richmond,"(37.786014041547, -122.462563101234)",4,8,6,11,11,6,1,11,54
B172396,9/20/17,12/1/17,"$20,000.00 ",FALSE,FALSE,1,3900 Block of 18th Street,94114,8,Castro/Upper Market,"(37.761143168245, -122.431688789488)",38,3,5,5,3,4,5,15,"28,862"
B172398,9/20/17,4/5/18,"$100,000.00 ",FALSE,FALSE,1,0 Block of Rayburn Street,94114,8,Castro/Upper Market,"(37.756653170899, -122.431877310221)",52,3,5,5,3,4,5,2,"28,862"
B172399,9/20/17,4/5/18,"$50,000.00 ",FALSE,FALSE,1,400 Block of Liberty Street,94114,8,Castro/Upper Market,"(37.756982619059, -122.432121595722)",52,3,5,5,3,4,5,2,"28,862"
B172401,9/20/17,11/29/17,"$10,000.00 ",FALSE,FALSE,1,1000 Block of Eddy Street,94109,5,Western Addition,"(37.782321233948, -122.425763303361)",100,4,11,39,41,9,11,7,"28,858"
B172453,9/25/17,1/26/18,"$31,849.00 ",FALSE,FALSE,4,1200 Block of Ortega Street,94122,4,Sunset/Parkside,"(37.752408694617, -122.476857443348)",39,10,7,35,35,8,3,1,56
B172455,9/25/17,10/23/17,"$16,750.00 ",FALSE,FALSE,3,1900 Block of 16th Avenue,94116,7,Inner Sunset,"(37.751582539455, -122.473136949384)",44,10,8,14,12,8,4,1,"29,491"
B172457,9/27/17,11/13/17,"$17,000.00 ",FALSE,TRUE,1,0 Block of Fair Avenue,94110,9,Bernal Heights,"(37.745204610505, -122.419070865322)",83,9,2,2,2,7,7,2,"28,859"
B172460,,9/28/17,"$40,000.00 ",FALSE,TRUE,2,1800 Block of Anza Street,94118,1,Inner Richmond,"(37.778976417798, -122.467894075165)",5,8,4,11,11,6,2,11,54
B172461,,9/28/17,"$11,000.00 ",FALSE,TRUE,1,3400 Block of Cabrillo Street,94121,1,Outer Richmond,"(37.773867375142, -122.495573224659)",8,8,4,29,26,6,2,11,55
B172516,9/29/17,12/5/17,"$35,000.00 ",FALSE,TRUE,4,500 Block of Shotwell Street,94110,9,Mission,"(37.759627693135, -122.415923018478)",53,3,2,20,19,4,7,2,"28,859"
B172519,10/2/17,11/27/17,"$6,800.00 ",FALSE,TRUE,1,900 Block of Dartmouth Street,94134,10,McLaren Park,"(37.719256709442, -122.408802982306)",75,9,9,19,18,3,8,9,309
B172520,10/2/17,12/20/17,"$19,500.00 ",FALSE,FALSE,2,1000 Block of 14th Street,94114,8,Castro/Upper Market,"(37.767135531594, -122.437743157864)",113,7,5,5,3,5,5,15,"28,862"
