"business_id","score","date","type"
2810,"98","20160209","routine"
2818,"96","20180308","routine"
2818,"92","20160916","routine"
2818,"100","20151016","routine"
2818,"98","20170724","routine"
2823,"100","20170426","routine"
2823,"100","20180521","routine"
2823,"100","20150929","routine"
2826,"90","20180426","routine"
2829,"94","20160602","routine"
2829,"96","20180228","routine"
2836,"92","20180612","routine"
2836,"92","20171005","routine"
2836,"91","20160330","routine"
2836,"90","20160928","routine"
2837,"96","20150817","routine"
2837,"94","20180322","routine"
2837,"93","20160805","routine"
2840,"92","20170818","routine"
2840,"94","20160506","routine"
2840,"93","20161229","routine"
2841,"87","20161229","routine"
2841,"90","20160506","routine"
2841,"94","20170818","routine"
2842,"73","20170616","routine"
2843,"94","20160225","routine"
2843,"92","20170215","routine"
2843,"100","20180322","routine"
2849,"96","20171206","routine"
2849,"90","20161114","routine"
2849,"80","20151001","routine"
2854,"82","20180214","routine"
2854,"82","20160915","routine"
2854,"68","20160513","routine"
2858,"87","20160518","routine"
2858,"87","20170222","routine"
2862,"82","20170118","routine"
2862,"100","20160127","routine"
2862,"96","20180308","routine"
2863,"92","20180502","routine"
2863,"83","20151028","routine"
2863,"92","20160203","routine"
2863,"88","20170830","routine"
2866,"92","20160921","routine"
2866,"85","20171212","routine"
2866,"96","20150826","routine"
2869,"98","20180716","routine"
2869,"100","20160502","routine"
2869,"100","20161128","routine"
2869,"94","20171020","routine"
2870,"71","20161222","routine"
2870,"84","20151216","routine"
2870,"77","20180206","routine"
2871,"96","20170118","routine"
2871,"96","20180223","routine"
2883,"88","20180417","routine"
2883,"87","20160606","routine"
2884,"100","20171204","routine"
2884,"100","20161108","routine"
2884,"100","20151026","routine"
2885,"71","20160824","routine"
2893,"86","20170919","routine"
2893,"88","20180523","routine"
2893,"80","20160705","routine"
2898,"94","20161103","routine"
2898,"81","20150818","routine"
2898,"94","20180412","routine"
2899,"94","20161213","routine"
2907,"83","20171204","routine"
2917,"89","20161005","routine"
2917,"89","20160311","routine"
2917,"96","20171101","routine"
2919,"98","20171101","routine"
2919,"79","20160311","routine"
2919,"96","20161005","routine"
2920,"100","20160505","routine"
2920,"96","20170417","routine"
2920,"100","20180426","routine"
2922,"98","20170921","routine"
2922,"76","20161216","routine"
2924,"100","20151113","routine"
2924,"98","20171205","routine"
2924,"82","20161207","routine"
2925,"100","20151113","routine"
2925,"88","20161207","routine"
2925,"89","20171205","routine"
2926,"88","20160322","routine"
2926,"82","20170316","routine"
2928,"96","20151103","routine"
2928,"100","20161214","routine"
2928,"94","20170831","routine"
2929,"94","20160705","routine"
2929,"98","20180604","routine"
2932,"100","20180206","routine"
2932,"96","20161128","routine"
2932,"90","20160216","routine"
2933,"86","20160211","routine"
2933,"83","20170807","routine"
2933,"79","20180208","routine"
2933,"88","20160802","routine"
2934,"87","20160803","routine"
2934,"92","20160307","routine"
2934,"85","20180323","routine"
2934,"88","20170912","routine"
2941,"87","20171129","routine"
2941,"73","20160720","routine"
2942,"96","20180119","routine"
2942,"98","20180622","routine"
2942,"90","20160815","routine"
2943,"90","20160927","routine"
2943,"75","20171121","routine"
2943,"75","20160510","routine"
2945,"94","20171206","routine"
2945,"80","20161012","routine"
2945,"75","20150921","routine"
2949,"100","20170801","routine"
2949,"90","20170501","routine"
2949,"100","20160307","routine"
2955,"75","20160608","routine"
2955,"87","20180122","routine"
2955,"82","20170628","routine"
2957,"92","20160712","routine"
2957,"100","20151112","routine"
2957,"100","20180501","routine"
2967,"100","20180216","routine"
2967,"100","20171031","routine"
2967,"100","20180206","routine"
2967,"92","20170321","routine"
2970,"92","20160524","routine"
2970,"98","20170823","routine"
2970,"96","20180305","routine"
2971,"96","20150914","routine"
2971,"100","20180112","routine"
2972,"88","20160516","routine"
2972,"81","20180123","routine"
2973,"90","20170815","routine"
2973,"96","20160224","routine"
2973,"88","20180523","routine"
2974,"78","20170308","routine"
2974,"89","20160722","routine"
2974,"94","20180717","routine"
2974,"87","20180606","routine"
2974,"90","20160527","routine"
2978,"88","20171214","routine"
2978,"96","20160601","routine"
2978,"94","20151105","routine"
2980,"89","20161024","routine"
2980,"89","20180215","routine"
2980,"89","20160509","routine"
2987,"89","20160520","routine"
2987,"94","20170719","routine"
2995,"76","20170117","routine"
2995,"85","20180322","routine"
2995,"74","20170809","routine"
2995,"71","20151113","routine"
2996,"85","20180425","routine"
2996,"86","20160908","routine"
3006,"74","20160628","routine"
3006,"90","20171026","routine"
3014,"90","20171206","routine"
3014,"92","20160608","routine"
3016,"79","20171213","routine"
3016,"78","20170418","routine"
3016,"62","20161114","routine"
3016,"66","20160607","routine"
3016,"62","20180507","routine"
3019,"88","20170609","routine"
3019,"92","20160505","routine"
3025,"81","20160502","routine"
3025,"88","20180314","routine"
3025,"88","20161102","routine"
3029,"61","20180426","routine"
3029,"82","20160830","routine"
3029,"66","20160314","routine"
3031,"92","20180103","routine"
3031,"94","20160329","routine"
3031,"82","20160929","routine"
3031,"79","20170807","routine"
3032,"98","20171121","routine"
3032,"100","20161214","routine"
3038,"73","20160620","routine"
3038,"79","20171023","routine"
3043,"94","20160429","routine"
3043,"87","20180111","routine"
3046,"94","20160627","routine"
3046,"94","20170505","routine"
3046,"96","20180627","routine"
3048,"96","20160422","routine"
3048,"76","20161018","routine"
3048,"83","20171120","routine"
3048,"92","20180525","routine"
3050,"90","20180710","routine"
3050,"90","20160427","routine"
3053,"90","20160512","routine"
3053,"90","20180308","routine"
3054,"100","20170202","routine"
3054,"96","20180323","routine"
3054,"89","20160609","routine"
3055,"94","20160920","routine"
3055,"89","20170606","routine"
3055,"90","20180606","routine"
3056,"92","20170217","routine"
3056,"94","20180402","routine"
3056,"94","20160229","routine"
3061,"98","20171102","routine"
3061,"96","20160720","routine"
3065,"85","20171019","routine"
3065,"85","20180709","routine"
3065,"83","20160901","routine"
3070,"74","20180419","routine"
3070,"75","20170725","routine"
3072,"90","20180208","routine"
3072,"92","20170112","routine"
3073,"96","20170418","routine"
3073,"70","20160823","routine"
3076,"88","20160815","routine"
3076,"84","20170630","routine"
3076,"78","20180523","routine"
3082,"78","20161118","routine"
3082,"90","20180124","routine"
3084,"85","20160907","routine"
3084,"88","20171030","routine"
3090,"85","20170718","routine"
3091,"91","20160719","routine"
3091,"100","20171107","routine"
3095,"85","20160630","routine"
3095,"78","20170324","routine"
3095,"77","20180417","routine"
3102,"87","20160830","routine"
3102,"82","20180605","routine"
3111,"100","20171211","routine"
3111,"87","20170127","routine"
3112,"80","20170817","routine"
3112,"100","20150914","routine"
3112,"83","20161102","routine"
3114,"87","20160525","routine"
3114,"82","20171106","routine"
3114,"90","20161214","routine"
3115,"72","20171206","routine"
3115,"65","20160613","routine"
3115,"68","20161109","routine"
3116,"93","20160826","routine"
3118,"96","20150929","routine"
3118,"92","20170426","routine"
3118,"98","20180521","routine"
3120,"91","20160307","routine"
3120,"87","20170710","routine"
3121,"87","20160913","routine"
3121,"86","20180417","routine"
3122,"81","20170109","routine"
3122,"87","20170802","routine"
3122,"85","20160602","routine"
3122,"79","20180607","routine"
3129,"100","20180319","routine"
3129,"100","20160601","routine"
3133,"85","20170516","routine"
3133,"85","20160411","routine"
3134,"82","20160610","routine"
3134,"85","20170919","routine"
3151,"76","20171130","routine"
3151,"62","20161114","routine"
3155,"94","20171115","routine"
3155,"83","20160408","routine"
3161,"87","20160622","routine"
3161,"94","20171103","routine"
3161,"87","20161221","routine"
3165,"86","20150901","routine"
3165,"79","20161003","routine"
3165,"79","20170323","routine"
3165,"77","20180507","routine"
3167,"76","20170828","routine"
3167,"68","20160412","routine"
3167,"78","20161107","routine"
3167,"59","20180613","routine"
3174,"76","20151104","routine"
3183,"91","20170126","routine"
3183,"96","20180502","routine"
3185,"85","20170823","routine"
3185,"96","20161003","routine"
3186,"94","20160405","routine"
3186,"98","20170915","routine"
3186,"100","20161128","routine"
3189,"90","20180418","routine"
3189,"85","20160510","routine"
3189,"87","20170228","routine"
3190,"92","20170105","routine"
3190,"91","20160512","routine"
3190,"81","20180307","routine"
3196,"89","20170127","routine"
3196,"90","20180118","routine"
3196,"87","20160610","routine"
3200,"90","20170601","routine"
3206,"82","20171115","routine"
3206,"83","20170308","routine"
3207,"100","20170428","routine"
3207,"100","20160311","routine"
3210,"96","20180205","routine"
3210,"98","20170809","routine"
3210,"96","20170110","routine"
3210,"96","20160705","routine"
3211,"83","20160815","routine"
3211,"75","20160222","routine"
3211,"85","20170912","routine"
3217,"80","20180130","routine"
3218,"82","20160601","routine"
3218,"89","20170425","routine"
3221,"68","20150915","routine"
3221,"90","20180608","routine"
3221,"88","20171107","routine"
3221,"85","20170627","routine"
3222,"82","20171117","routine"
3222,"84","20160420","routine"
3228,"92","20160330","routine"
3228,"86","20180619","routine"
3229,"84","20150914","routine"
3229,"81","20180207","routine"
3229,"84","20161031","routine"
3237,"74","20160405","routine"
3237,"77","20160927","routine"
3237,"60","20170713","routine"
3237,"74","20180522","routine"
3241,"71","20170714","routine"
3241,"86","20160331","routine"
3241,"86","20160906","routine"
3241,"98","20180509","routine"
3248,"96","20160203","routine"
3248,"92","20180725","routine"
3248,"89","20161031","routine"
3252,"92","20170504","routine"
3252,"86","20160725","routine"
3252,"90","20180420","routine"
3253,"87","20171229","routine"
3253,"94","20161006","routine"
3253,"88","20160413","routine"
3253,"92","20170413","routine"
3256,"98","20150930","routine"
3256,"87","20161005","routine"
3256,"92","20171002","routine"
3260,"96","20160317","routine"
3260,"96","20160930","routine"
3260,"96","20170523","routine"
3260,"94","20180320","routine"
3262,"77","20180507","routine"
3262,"100","20160420","routine"
3262,"90","20170323","routine"
3263,"96","20160708","routine"
3263,"96","20170317","routine"
3263,"94","20180426","routine"
3265,"93","20161228","routine"
3265,"93","20160421","routine"
3265,"94","20170816","routine"
3265,"96","20180718","routine"
3267,"96","20160719","routine"
3267,"85","20170623","routine"
3267,"83","20180510","routine"
3272,"96","20151023","routine"
3272,"90","20161229","routine"
3280,"82","20180129","routine"
3280,"88","20160913","routine"
3285,"81","20160324","routine"
3285,"77","20161005","routine"
3285,"76","20171024","routine"
3285,"83","20180622","routine"
3286,"87","20170831","routine"
3286,"87","20180301","routine"
3286,"70","20160705","routine"
3286,"82","20151208","routine"
3296,"96","20160429","routine"
3296,"98","20180523","routine"
3296,"100","20170314","routine"
3296,"87","20171018","routine"
3300,"98","20160511","routine"
3300,"94","20170112","routine"
3300,"85","20180711","routine"
3302,"94","20160831","routine"
3302,"90","20180530","routine"
3304,"69","20180711","routine"
3304,"87","20161031","routine"
3304,"88","20160406","routine"
3309,"67","20161101","routine"
3309,"90","20170428","routine"
3309,"86","20160115","routine"
3317,"93","20160906","routine"
3317,"80","20171026","routine"
3317,"86","20180529","routine"
3323,"98","20170201","routine"
3323,"96","20180213","routine"
3323,"96","20160324","routine"
3324,"98","20170710","routine"
3324,"89","20160303","routine"
3325,"96","20171208","routine"
3325,"77","20160301","routine"
3325,"83","20160816","routine"
3328,"92","20160510","routine"
3328,"98","20180222","routine"
3331,"85","20151211","routine"
3331,"94","20171127","routine"
3335,"86","20180228","routine"
3335,"82","20170912","routine"
3335,"91","20160318","routine"
3335,"83","20160815","routine"
3337,"78","20151001","routine"
3337,"86","20171218","routine"
3337,"85","20160726","routine"
3338,"90","20160614","routine"
3338,"92","20180223","routine"
3343,"92","20171010","routine"
3343,"96","20160907","routine"
3343,"96","20180327","routine"
3345,"80","20170524","routine"
3345,"79","20180412","routine"
3350,"96","20171214","routine"
3350,"92","20160325","routine"
3350,"96","20160916","routine"
3365,"86","20170208","routine"
3365,"100","20160111","routine"
3365,"100","20180214","routine"
3373,"96","20160226","routine"
3373,"82","20170223","routine"
3373,"90","20180412","routine"
3374,"100","20160331","routine"
3374,"100","20170301","routine"
3374,"100","20180412","routine"
3392,"98","20150817","routine"
3392,"94","20170926","routine"
3392,"94","20161017","routine"
3393,"96","20161118","routine"
3393,"94","20170808","routine"
3393,"96","20180424","routine"
3394,"90","20160419","routine"
3394,"92","20161031","routine"
3394,"89","20180423","routine"
3397,"94","20170322","routine"
3403,"100","20160311","routine"
3403,"89","20170428","routine"
3405,"85","20171212","routine"
3405,"75","20160809","routine"
3409,"86","20180212","routine"
3409,"76","20170523","routine"
3409,"74","20170524","routine"
3414,"98","20170926","routine"
3420,"85","20160901","routine"
3420,"94","20150810","routine"
3424,"92","20150804","routine"
3424,"88","20180131","routine"
3424,"96","20170127","routine"
3428,"100","20160411","routine"
3428,"100","20160816","routine"
3428,"100","20171017","routine"
3429,"92","20171121","routine"
3429,"90","20161202","routine"
3429,"90","20160516","routine"
3431,"94","20180430","routine"
3431,"100","20160627","routine"
3433,"90","20180220","routine"
3433,"86","20160601","routine"
3433,"86","20170803","routine"
3437,"86","20170717","routine"
3437,"92","20160425","routine"
3437,"87","20171120","routine"
3439,"96","20161013","routine"
3439,"91","20171017","routine"
3439,"96","20160414","routine"
3439,"92","20180709","routine"
3440,"96","20170111","routine"
3443,"88","20170921","routine"
3443,"90","20160726","routine"
3443,"90","20150908","routine"
3443,"94","20180510","routine"
3444,"92","20180606","routine"
3444,"92","20160504","routine"
3444,"92","20150908","routine"
3444,"88","20170926","routine"
3445,"74","20150824","routine"
3445,"89","20160420","routine"
3445,"78","20170925","routine"
3445,"87","20180510","routine"
3446,"91","20160525","routine"
3446,"98","20171016","routine"
3446,"100","20180717","routine"
3456,"73","20160818","routine"
3456,"71","20180208","routine"
3458,"96","20180724","routine"
3459,"77","20160113","routine"
3459,"85","20170905","routine"
3476,"88","20170307","routine"
3476,"87","20160621","routine"
3476,"96","20180226","routine"
3477,"96","20180522","routine"
3477,"80","20170829","routine"
3477,"94","20151022","routine"
3478,"98","20161108","routine"
3478,"94","20171106","routine"
3478,"92","20180223","routine"
3478,"96","20160519","routine"
3481,"83","20160105","routine"
3481,"86","20171205","routine"
3482,"100","20171107","routine"
3482,"79","20170407","routine"
3482,"81","20160425","routine"
3484,"92","20170321","routine"
3485,"83","20150803","routine"
3485,"92","20180410","routine"
3485,"85","20161107","routine"
3485,"90","20170711","routine"
3490,"100","20160401","routine"
3490,"81","20170421","routine"
3490,"100","20180510","routine"
3491,"67","20160802","routine"
3491,"90","20170607","routine"
3491,"96","20180503","routine"
3492,"100","20160114","routine"
3492,"92","20171115","routine"
3492,"100","20170113","routine"
3495,"98","20171211","routine"
3495,"84","20161230","routine"
3495,"96","20150909","routine"
3496,"100","20171127","routine"
3496,"92","20161202","routine"
3497,"96","20180531","routine"
3497,"96","20171106","routine"
3497,"92","20160525","routine"
3498,"98","20171120","routine"
3498,"94","20160516","routine"
3498,"96","20180525","routine"
3503,"100","20171215","routine"
3503,"100","20151008","routine"
3503,"100","20161109","routine"
3504,"92","20171127","routine"
3504,"94","20170105","routine"
3504,"94","20160630","routine"
3504,"87","20151210","routine"
3510,"68","20161109","routine"
3515,"100","20160811","routine"
3515,"93","20171013","routine"
3518,"100","20160603","routine"
3518,"100","20170711","routine"
3519,"100","20160603","routine"
3519,"100","20170711","routine"
3520,"100","20180503","routine"
3522,"78","20161205","routine"
3522,"74","20171109","routine"
3522,"92","20160412","routine"
3524,"94","20160729","routine"
3524,"98","20171229","routine"
3525,"98","20160407","routine"
3525,"100","20180503","routine"
3529,"72","20170424","routine"
3529,"96","20160426","routine"
3529,"83","20171213","routine"
3536,"86","20161216","routine"
3538,"98","20180522","routine"
3538,"98","20160608","routine"
3543,"94","20160517","routine"
3543,"83","20170105","routine"
3543,"90","20171128","routine"
3547,"90","20160517","routine"
3547,"92","20170419","routine"
3547,"94","20171130","routine"
3550,"81","20160405","routine"
3550,"68","20170807","routine"
3550,"90","20150813","routine"
3557,"90","20180206","routine"
3561,"94","20180212","routine"
3561,"100","20151124","routine"
3561,"67","20170123","routine"
3562,"92","20161107","routine"
3562,"90","20180509","routine"
3562,"87","20151022","routine"
3566,"80","20160620","routine"
3566,"89","20180125","routine"
3571,"94","20150814","routine"
3571,"78","20160802","routine"
3571,"74","20171213","routine"
3578,"96","20170322","routine"
3578,"98","20180409","routine"
3586,"87","20171117","routine"
3586,"92","20151006","routine"
3587,"83","20180117","routine"
3587,"68","20160831","routine"
3587,"69","20150916","routine"
3591,"92","20150914","routine"
3591,"79","20180326","routine"
3591,"90","20160916","routine"
3594,"88","20160330","routine"
3594,"90","20180621","routine"
3595,"92","20180309","routine"
3595,"92","20151112","routine"
3595,"96","20170111","routine"
3607,"96","20180717","routine"
3607,"96","20170818","routine"
3607,"92","20160527","routine"
3611,"86","20170626","routine"
3611,"94","20180403","routine"
3611,"90","20160628","routine"
3613,"68","20171116","routine"
3613,"92","20180522","routine"
3614,"84","20160509","routine"
3614,"76","20161013","routine"
3614,"81","20171116","routine"
3615,"89","20170802","routine"
3615,"96","20180423","routine"
3615,"98","20160518","routine"
3616,"90","20160525","routine"
3616,"87","20180126","routine"
3621,"85","20170919","routine"
3621,"86","20180419","routine"
3621,"92","20160908","routine"
3623,"85","20180416","routine"
3623,"81","20170914","routine"
3623,"88","20160819","routine"
3623,"86","20151117","routine"
3626,"89","20171004","routine"
3626,"90","20180529","routine"
3626,"94","20160915","routine"
3630,"90","20160630","routine"
3630,"90","20180130","routine"
3631,"90","20180301","routine"
3631,"94","20160615","routine"
3640,"83","20170711","routine"
3640,"86","20160808","routine"
3642,"92","20171204","routine"
3642,"94","20151029","routine"
3642,"92","20170510","routine"
3643,"86","20170419","routine"
3643,"88","20180719","routine"
3643,"87","20160622","routine"
3645,"90","20171102","routine"
3645,"94","20160922","routine"
3649,"86","20160930","routine"
3649,"86","20170103","routine"
3649,"82","20171206","routine"
3651,"87","20151229","routine"
3651,"90","20171116","routine"
3651,"77","20180625","routine"
3651,"81","20160708","routine"
3651,"64","20170622","routine"
3655,"96","20180316","routine"
3655,"98","20170125","routine"
3655,"100","20150929","routine"
3659,"88","20160603","routine"
3659,"92","20180108","routine"
3661,"86","20160107","routine"
3661,"85","20180501","routine"
3661,"80","20170628","routine"
3661,"74","20161012","routine"
3665,"88","20180208","routine"
3665,"78","20160802","routine"
3674,"98","20160317","routine"
3674,"92","20161014","routine"
3674,"70","20170731","routine"
3674,"96","20171201","routine"
3674,"96","20180607","routine"
3676,"70","20170706","routine"
3676,"76","20160107","routine"
3676,"87","20160816","routine"
3677,"90","20170914","routine"
3677,"94","20180718","routine"
3678,"94","20170920","routine"
3678,"96","20180725","routine"
3690,"96","20160517","routine"
3693,"76","20160816","routine"
3693,"66","20160203","routine"
3699,"92","20180215","routine"
3699,"98","20170606","routine"
3707,"96","20170614","routine"
3707,"100","20160601","routine"
3715,"92","20180508","routine"
3715,"82","20170919","routine"
3715,"79","20160919","routine"
3727,"88","20180320","routine"
3727,"84","20160713","routine"
3728,"79","20160810","routine"
3728,"92","20180323","routine"
3736,"96","20170717","routine"
3736,"98","20180720","routine"
3736,"91","20160405","routine"
3736,"89","20151019","routine"
3738,"91","20170821","routine"
3738,"92","20160829","routine"
3738,"91","20150908","routine"
3739,"98","20161017","routine"
3739,"80","20171018","routine"
3739,"79","20180606","routine"
3743,"83","20180116","routine"
3743,"94","20150929","routine"
3743,"89","20160315","routine"
3750,"80","20151002","routine"
3752,"92","20180321","routine"
3752,"94","20160614","routine"
3769,"100","20180705","routine"
3769,"96","20160428","routine"
3769,"98","20161101","routine"
3769,"96","20171019","routine"
3784,"80","20170124","routine"
3784,"86","20180322","routine"
3790,"100","20160216","routine"
3790,"100","20170206","routine"
3790,"100","20180323","routine"
3791,"91","20170206","routine"
3791,"100","20180323","routine"
3791,"92","20160216","routine"
3794,"100","20171010","routine"
3794,"85","20161102","routine"
3795,"100","20180503","routine"
3795,"100","20170426","routine"
3795,"98","20160614","routine"
3796,"100","20180501","routine"
3796,"100","20160504","routine"
3796,"90","20170417","routine"
3800,"88","20161028","routine"
3800,"100","20150828","routine"
3800,"100","20171103","routine"
3803,"100","20170725","routine"
3803,"98","20160712","routine"
3816,"67","20171128","routine"
3816,"79","20151202","routine"
3816,"67","20160728","routine"
3817,"71","20161005","routine"
3817,"88","20171129","routine"
3817,"74","20160407","routine"
3819,"87","20171031","routine"
3825,"90","20180724","routine"
3825,"87","20170717","routine"
3825,"80","20151007","routine"
3834,"100","20160328","routine"
3834,"90","20170209","routine"
3834,"87","20180618","routine"
3838,"72","20160805","routine"
3838,"72","20180222","routine"
3838,"90","20180620","routine"
3838,"72","20180223","routine"
3839,"87","20180416","routine"
3839,"87","20160815","routine"
3839,"90","20160107","routine"
3839,"81","20170721","routine"
3846,"90","20180418","routine"
3846,"76","20150909","routine"
3850,"76","20151117","routine"
3850,"87","20180131","routine"
3850,"87","20161215","routine"
3855,"94","20180620","routine"
3855,"94","20151229","routine"
3855,"94","20171004","routine"
3858,"92","20180501","routine"
3859,"90","20170328","routine"
3859,"87","20160817","routine"
3861,"83","20171106","routine"
3861,"89","20161025","routine"
3861,"74","20160503","routine"
3862,"66","20170104","routine"
3862,"73","20170905","routine"
3862,"75","20160712","routine"
3864,"80","20170918","routine"
3867,"98","20150922","routine"
3867,"81","20180213","routine"
3868,"96","20160308","routine"
3868,"96","20180227","routine"
3868,"87","20170711","routine"
3869,"80","20170619","routine"
3869,"94","20160127","routine"
3869,"90","20160711","routine"
3869,"94","20180608","routine"
3870,"81","20151119","routine"
3870,"79","20160608","routine"
3870,"82","20161129","routine"
3870,"87","20170717","routine"
3870,"90","20180105","routine"
3875,"84","20180124","routine"
3875,"65","20160706","routine"
3877,"79","20180104","routine"
3877,"83","20160503","routine"
3885,"86","20180321","routine"
3885,"83","20160616","routine"
3892,"79","20170621","routine"
3895,"78","20160217","routine"
3895,"78","20160729","routine"
3895,"62","20150818","routine"
3895,"76","20170824","routine"
3895,"82","20180313","routine"
3899,"96","20150831","routine"
3899,"94","20180618","routine"
3902,"94","20170911","routine"
3902,"98","20160518","routine"
3902,"87","20151029","routine"
3902,"100","20180313","routine"
3920,"88","20160516","routine"
3920,"94","20180119","routine"
3920,"94","20170214","routine"
3924,"87","20160330","routine"
3924,"93","20180525","routine"
3924,"82","20170620","routine"
3926,"90","20161129","routine"
3926,"91","20171130","routine"
3926,"92","20160304","routine"
3929,"96","20160608","routine"
3929,"83","20170406","routine"
3929,"89","20180423","routine"
3935,"100","20170921","routine"
3935,"98","20161230","routine"
3936,"94","20160405","routine"
3936,"93","20170504","routine"
3948,"92","20180308","routine"
3948,"90","20160328","routine"
3948,"94","20161005","routine"
3951,"76","20180628","routine"
3951,"87","20170419","routine"
3951,"79","20170920","routine"
3951,"84","20160120","routine"
3953,"73","20180419","routine"
3953,"79","20160816","routine"
3959,"100","20170111","routine"
3960,"96","20170215","routine"
3962,"96","20170130","routine"
3963,"76","20170203","routine"
3972,"96","20170616","routine"
3982,"94","20170227","routine"
3982,"92","20160824","routine"
3982,"94","20180426","routine"
4025,"81","20151103","routine"
4025,"88","20170112","routine"
4025,"90","20180423","routine"
4037,"98","20180301","routine"
4037,"90","20170505","routine"
4056,"100","20160803","routine"
4056,"100","20171113","routine"
4057,"94","20171107","routine"
4057,"91","20160729","routine"
4068,"92","20170719","routine"
4068,"96","20160520","routine"
4072,"88","20160520","routine"
4072,"94","20170707","routine"
4078,"96","20170822","routine"
4078,"98","20160601","routine"
4078,"100","20180724","routine"
4108,"92","20170111","routine"
4145,"94","20160705","routine"
4145,"94","20171228","routine"
4152,"94","20180315","routine"
4152,"87","20170130","routine"
4158,"94","20160418","routine"
4158,"94","20171019","routine"
4158,"89","20180706","routine"
4158,"94","20161018","routine"
4171,"85","20171030","routine"
4184,"96","20160524","routine"
4184,"92","20171108","routine"
4184,"96","20161122","routine"
4209,"100","20180425","routine"
4209,"98","20170410","routine"
4209,"98","20160330","routine"
4231,"92","20180618","routine"
4249,"92","20160304","routine"
4249,"90","20171130","routine"
4323,"96","20180302","routine"
4323,"88","20161003","routine"
4323,"94","20170911","routine"
4335,"82","20171026","routine"
4372,"100","20160226","routine"
4400,"96","20170913","routine"
4400,"92","20180711","routine"
4400,"96","20150827","routine"
4412,"100","20151117","routine"
4412,"92","20161220","routine"
4416,"98","20180614","routine"
4416,"96","20160622","routine"
4416,"94","20171012","routine"
4421,"89","20160817","routine"
4421,"88","20170921","routine"
4421,"86","20180326","routine"
4421,"94","20160330","routine"
4424,"94","20171204","routine"
4434,"100","20151109","routine"
4434,"100","20180529","routine"
4434,"96","20160608","routine"
4434,"89","20171108","routine"
4438,"100","20170221","routine"
4438,"100","20180126","routine"
4438,"100","20160823","routine"
4449,"86","20160106","routine"
4449,"83","20171218","routine"
4449,"88","20160628","routine"
4449,"80","20161215","routine"
4465,"90","20170810","routine"
4465,"92","20160727","routine"
4465,"90","20151104","routine"
4465,"94","20180212","routine"
4469,"90","20180426","routine"
4469,"92","20160722","routine"
4469,"94","20170927","routine"
4469,"94","20150908","routine"
4474,"96","20160912","routine"
4474,"96","20171011","routine"
4475,"96","20180308","routine"
4475,"100","20161129","routine"
4475,"100","20160502","routine"
4476,"100","20170801","routine"
4476,"96","20170501","routine"
4476,"96","20160307","routine"
4478,"100","20161024","routine"
4478,"100","20171206","routine"
4479,"92","20170105","routine"
4479,"82","20180201","routine"
4479,"85","20150901","routine"
4480,"98","20180711","routine"
4480,"98","20171114","routine"
4480,"100","20161205","routine"
4480,"100","20160226","routine"
4481,"93","20180118","routine"
4481,"100","20160816","routine"
4483,"92","20160920","routine"
4483,"94","20160208","routine"
4483,"90","20171201","routine"
4492,"94","20170505","routine"
4492,"90","20160627","routine"
4492,"81","20180627","routine"
4495,"100","20160209","routine"
4495,"100","20170707","routine"
4495,"100","20180313","routine"
4500,"92","20150916","routine"
4500,"85","20170907","routine"
4500,"98","20180611","routine"
4502,"74","20180223","routine"
4502,"82","20161102","routine"
4502,"77","20170413","routine"
4502,"77","20160524","routine"
4509,"90","20160510","routine"
4509,"92","20180504","routine"
4509,"89","20170209","routine"
4512,"94","20170905","routine"
4519,"96","20160509","routine"
4519,"96","20160901","routine"
4519,"96","20170922","routine"
4531,"85","20170724","routine"
4531,"92","20180523","routine"
4531,"83","20151105","routine"
4533,"91","20151104","routine"
4533,"79","20170801","routine"
4533,"90","20161220","routine"
4535,"94","20160526","routine"
4535,"96","20180130","routine"
4538,"90","20161004","routine"
4538,"94","20170911","routine"
4538,"96","20160422","routine"
4538,"96","20180420","routine"
4539,"92","20171101","routine"
4539,"96","20160602","routine"
4542,"94","20160603","routine"
4542,"91","20171206","routine"
4544,"94","20160607","routine"
4544,"94","20170103","routine"
4544,"96","20171016","routine"
4548,"98","20160421","routine"
4548,"94","20161025","routine"
4548,"96","20180213","routine"
4548,"92","20170814","routine"
4553,"92","20171003","routine"
4553,"92","20160926","routine"
4555,"94","20171128","routine"
4555,"92","20160414","routine"
4558,"89","20160620","routine"
4558,"88","20170803","routine"
4558,"86","20180212","routine"
4559,"92","20151006","routine"
4559,"89","20180502","routine"
4584,"94","20180316","routine"
4584,"94","20170330","routine"
4584,"98","20160913","routine"
4584,"98","20170926","routine"
4584,"96","20160405","routine"
4584,"92","20150923","routine"
4586,"92","20160720","routine"
4586,"96","20161220","routine"
4586,"82","20171116","routine"
4588,"79","20170131","routine"
4590,"87","20170420","routine"
4590,"80","20160307","routine"
4590,"92","20180321","routine"
4590,"82","20160715","routine"
4592,"94","20160907","routine"
4592,"94","20170913","routine"
4592,"92","20151221","routine"
4593,"98","20160622","routine"
4593,"96","20170913","routine"
4593,"98","20180320","routine"
4594,"90","20170120","routine"
4594,"94","20151102","routine"
4598,"90","20180313","routine"
4598,"90","20170124","routine"
4607,"84","20170228","routine"
4607,"72","20150804","routine"
4607,"85","20171108","routine"
4607,"69","20160316","routine"
4608,"92","20161212","routine"
4608,"94","20170801","routine"
4608,"92","20151103","routine"
4610,"94","20160428","routine"
4610,"96","20170530","routine"
4614,"75","20171129","routine"
